"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"58705","red-87","5","3","1","1","2","1","1","4","0","5","5,9,1,8,6,2,3,4,0,7","risky","red","right","survey-likert","107","1305309","0.0-106.0-0.0","20190","high"
"44468","blue-160","1","1","5","0","0","4","4","0","4","1","5,9,1,8,6,2,3,4,0,7","safe","blue","left","survey-likert","108","1350983","0.0-106.0-0.1","20190","high"
