"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"46758","blue-72","2","5","2","4","2","3","4","4","1","1","0,7,3,6,8,5,4,9,2,1","safe","blue","left","survey-likert","107","980981","0.0-106.0-0.0","20428","high"
"43085","red-125","5","1","5","1","6","3","1","2","5","5","0,7,3,6,8,5,4,9,2,1","risky","red","right","survey-likert","108","1025273","0.0-106.0-0.1","20428","high"
