"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"83829","red-54","4","0","2","4","3","5","2","4","2","2","0,8,1,3,2,6,7,9,5,4","risky","red","left","survey-likert","107","843576","0.0-106.0-0.0","20342","low"
"38178","blue-82","4","2","2","4","2","3","3","2","4","2","0,8,1,3,2,6,7,9,5,4","safe","blue","right","survey-likert","108","882966","0.0-106.0-0.1","20342","low"
