"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"83208","red-83","5","3","2","4","4","5","4","4","3","4","7,3,4,9,2,6,8,1,5,0","safe","red","right","survey-likert","107","1171097","0.0-106.0-0.0","21336","high"
"28061","blue-142","5","3","2","4","4","5","4","4","3","4","7,3,4,9,2,6,8,1,5,0","risky","blue","left","survey-likert","108","1200362","0.0-106.0-0.1","21336","high"
