"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"40297","blue-114","1","2","2","3","3","4","4","3","4","3","3,2,6,7,4,9,1,8,5,0","safe","blue","right","survey-likert","113","1112045","0.0-106.0-0.0","21525","high"
"33421","red-20","0","2","2","2","4","3","5","3","3","2","3,2,6,7,4,9,1,8,5,0","risky","red","left","survey-likert","114","1146673","0.0-106.0-0.1","21525","high"
