"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"49661","red-91","3","6","6","2","4","6","0","2","5","5","7,0,1,5,2,3,4,6,8,9","risky","red","right","survey-likert","110","960258","0.0-106.0-0.0","21374","low"
"34819","blue-203","6","1","1","5","1","3","6","6","1","6","7,0,1,5,2,3,4,6,8,9","safe","blue","left","survey-likert","111","996291","0.0-106.0-0.1","21374","low"
