"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"92818","red-173","1","6","5","5","3","3","5","3","2","2","9,1,3,0,4,7,2,5,8,6","risky","red","right","survey-likert","110","1874852","0.0-106.0-0.0","20832","low"
"37552","blue-55","2","4","4","4","3","3","4","3","3","2","9,1,3,0,4,7,2,5,8,6","safe","blue","left","survey-likert","111","1913618","0.0-106.0-0.1","20832","low"
