"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"55055","red-111","3","2","4","2","3","5","4","4","4","2","4,8,1,6,7,3,2,9,0,5","risky","red","left","survey-likert","107","546711","0.0-106.0-0.0","20310","low"
"41629","blue-153","3","2","4","2","3","4","4","3","4","2","4,8,1,6,7,3,2,9,0,5","safe","blue","right","survey-likert","108","589548","0.0-106.0-0.1","20310","low"
