"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"48917","red-75","1","3","0","6","5","5","4","5","0","1","9,4,8,2,5,0,3,1,7,6","risky","red","left","survey-likert","107","639767","0.0-106.0-0.0","20781","high"
"39628","blue-158","4","4","1","2","4","4","4","3","4","4","9,4,8,2,5,0,3,1,7,6","safe","blue","right","survey-likert","108","680601","0.0-106.0-0.1","20781","high"
