"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"28863","blue-36","4","2","6","6","4","3","2","2","1","1","0,5,3,1,2,7,6,9,8,4","safe","blue","right","survey-likert","107","603460","0.0-106.0-0.0","20214","low"
"19071","red-19","4","4","4","4","3","3","2","2","1","5","0,5,3,1,2,7,6,9,8,4","risky","red","left","survey-likert","108","623749","0.0-106.0-0.1","20214","low"
