"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"47244","blue-69","4","4","4","4","3","4","5","2","5","4","9,0,5,3,4,6,8,1,7,2","risky","blue","left","survey-likert","107","834968","0.0-106.0-0.0","21840","high"
"55960","red-67","6","1","6","1","6","6","3","1","6","6","9,0,5,3,4,6,8,1,7,2","safe","red","right","survey-likert","108","892142","0.0-106.0-0.1","21840","high"
