"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"118104","blue-115","0","3","1","1","6","3","6","1","1","6","6,3,8,4,0,5,2,9,7,1","safe","blue","right","survey-likert","107","847553","0.0-106.0-0.0","20212","high"
"64529","red-77","0","3","2","3","6","3","6","4","2","6","6,3,8,4,0,5,2,9,7,1","risky","red","left","survey-likert","108","913294","0.0-106.0-0.1","20212","high"
