"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"54642","red-120","2","1","3","3","4","4","3","3","2","4","0,8,2,7,4,6,5,3,1,9","safe","red","left","survey-likert","107","666127","0.0-106.0-0.0","21785","low"
"35214","blue-2","5","4","4","3","1","3","3","3","5","2","0,8,2,7,4,6,5,3,1,9","risky","blue","right","survey-likert","108","702558","0.0-106.0-0.1","21785","low"
