"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"142076","blue-152","3","1","5","6","5","4","5","4","6","6","3,4,7,1,5,6,9,8,0,2","risky","blue","right","survey-likert","107","1133545","0.0-106.0-0.0","21639","high"
"82739","red-78","5","3","4","6","4","5","0","4","6","6","3,4,7,1,5,6,9,8,0,2","safe","red","left","survey-likert","108","1217490","0.0-106.0-0.1","21639","high"
