"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"88970","red-199","0","1","1","2","4","4","3","4","4","2","8,6,7,5,1,3,9,0,2,4","risky","red","left","survey-likert","107","1354947","0.0-106.0-0.0","20352","low"
"27088","blue-135","0","1","1","2","4","4","2","3","4","4","8,6,7,5,1,3,9,0,2,4","safe","blue","right","survey-likert","108","1383244","0.0-106.0-0.1","20352","low"
