"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"125447","blue-49","4","3","2","5","4","1","5","3","5","4","9,8,1,7,0,4,5,3,6,2","safe","blue","right","survey-likert","107","1164381","0.0-106.0-0.0","21474","high"
"65907","red-25","3","3","4","3","4","3","3","2","2","4","9,8,1,7,0,4,5,3,6,2","risky","red","left","survey-likert","108","1231509","0.0-106.0-0.1","21474","high"
