"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"83234","blue-36","1","1","1","1","6","6","6","6","4","4","6,2,5,7,8,1,0,9,3,4","safe","blue","right","survey-likert","113","909502","0.0-106.0-0.0","21324","high"
"46790","red-199","1","6","1","1","1","6","6","4","6","1","6,2,5,7,8,1,0,9,3,4","risky","red","left","survey-likert","114","957504","0.0-106.0-0.1","21324","high"
