"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"74549","blue-193","2","4","4","2","3","2","5","2","3","4","4,2,0,5,6,7,1,8,3,9","risky","blue","left","survey-likert","107","1039304","0.0-106.0-0.0","20783","high"
"20411","red-109","4","2","4","3","4","3","2","2","3","3","4,2,0,5,6,7,1,8,3,9","safe","red","right","survey-likert","108","1060929","0.0-106.0-0.1","20783","high"
