"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"57449","blue-85","4","4","6","5","5","6","5","2","1","4","8,6,1,2,9,0,4,5,7,3","safe","blue","left","survey-likert","110","1048800","0.0-106.0-0.0","21499","low"
"64544","red-97","5","5","6","6","5","6","5","1","1","1","8,6,1,2,9,0,4,5,7,3","risky","red","right","survey-likert","111","1114558","0.0-106.0-0.1","21499","low"
