"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"10109","{""Q0"":""18"",""Q1"":""Male""}","demographics","survey-text","2","111984","0.0-2.0","42","g8dvekcv","high"
