"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"19789","{""Q0"":""18"",""Q1"":""female""}","demographics","survey-text","2","1442887","0.0-2.0","66","5rgmgp5k","high"
