"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"6765","{""Q0"":""18"",""Q1"":""male""}","demographics","survey-text","2","109797","0.0-2.0","48","39gnpprh","low"
