"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","purple-171","purple","41926","3","6","6","1","3,1,0,2","survey-likert","21","639451","0.0-5.0-2.0-0.0","87","rl53u9wr","high"
"3","free","orange-86","orange","20591","5","6","6","4","3,1,0,2","survey-likert","82","760805","0.0-5.0-2.1-0.1","87","rl53u9wr","high"
"4","fixed","green-51","green","32222","6","3","4","4","3,1,0,2","survey-likert","94","817245","0.0-5.0-2.2-0.2","87","rl53u9wr","high"
"5","free","blue-88","blue","23935","5","3","5","4","3,1,0,2","survey-likert","107","861422","0.0-5.0-2.3-0.3","87","rl53u9wr","high"
"6","fixed","yellow-143","yellow","12879","5","6","6","2","3,1,0,2","survey-likert","129","906599","0.0-5.0-2.4-0.4","87","rl53u9wr","high"
"7","free","red-89","red","13766","2","6","6","2","3,1,0,2","survey-likert","166","975431","0.0-5.0-2.5-0.5","87","rl53u9wr","high"
