"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","yellow-173","yellow","31827","4","3","3","4","2,0,1,3","survey-likert","12","14963989","0.0-5.0-2.0-0.0","57","xlvgvoz1","low"
"3","free","orange-113","orange","18375","3","4","4","3","2,0,1,3","survey-likert","47","15041061","0.0-5.0-2.1-0.1","57","xlvgvoz1","low"
"4","fixed","blue-205","blue","15926","4","4","4","4","2,0,1,3","survey-likert","59","15077316","0.0-5.0-2.2-0.2","57","xlvgvoz1","low"
"5","free","green-53","green","9094","4","4","4","4","2,0,1,3","survey-likert","90","15130811","0.0-5.0-2.3-0.3","57","xlvgvoz1","low"
"6","fixed","red-41","red","12375","3","4","4","3","2,0,1,3","survey-likert","112","15176323","0.0-5.0-2.4-0.4","57","xlvgvoz1","low"
"7","free","purple-155","purple","11631","3","4","4","3","2,0,1,3","survey-likert","138","15225690","0.0-5.0-2.5-0.5","57","xlvgvoz1","low"
