"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","green-127","green","38573","3","5","3","3","2,1,3,0","survey-likert","27","926641","0.0-5.0-2.0-0.0","81","my5xr63d","low"
"3","free","red-191","red","27590","3","5","5","3","2,1,3,0","survey-likert","51","1035740","0.0-5.0-2.1-0.1","81","my5xr63d","low"
"4","fixed","purple-136","purple","28443","4","2","4","2","2,1,3,0","survey-likert","58","1086329","0.0-5.0-2.2-0.2","81","my5xr63d","low"
"5","free","blue-178","blue","22589","3","4","3","4","2,1,3,0","survey-likert","86","1159215","0.0-5.0-2.3-0.3","81","my5xr63d","low"
"6","fixed","orange-22","orange","20319","4","2","5","2","2,1,3,0","survey-likert","98","1203811","0.0-5.0-2.4-0.4","81","my5xr63d","low"
"7","free","yellow-103","yellow","13389","4","4","3","4","2,1,3,0","survey-likert","120","1269941","0.0-5.0-2.5-0.5","81","my5xr63d","low"
