"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","yellow-96","yellow","32541","6","5","5","4","1,3,0,2","survey-likert","17","277982","0.0-5.0-2.0-0.0","47","9no2eba7","low"
"3","free","blue-12","blue","11799","5","4","5","4","1,3,0,2","survey-likert","33","315053","0.0-5.0-2.1-0.1","47","9no2eba7","low"
"4","fixed","green-161","green","12558","5","5","5","4","1,3,0,2","survey-likert","40","338989","0.0-5.0-2.2-0.2","47","9no2eba7","low"
"5","free","orange-212","orange","15694","5","5","5","4","1,3,0,2","survey-likert","58","378261","0.0-5.0-2.3-0.3","47","9no2eba7","low"
"6","fixed","purple-105","purple","16614","5","5","4","5","1,3,0,2","survey-likert","80","423685","0.0-5.0-2.4-0.4","47","9no2eba7","low"
"7","free","red-10","red","12670","5","5","4","4","1,3,0,2","survey-likert","100","468844","0.0-5.0-2.5-0.5","47","9no2eba7","low"
