"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","blue-186","blue","38101","4","4","6","2","1,3,0,2","survey-likert","12","1164553","0.0-5.0-2.0-0.0","38","e8tu853n","low"
"3","free","yellow-69","yellow","16078","5","3","5","1","1,3,0,2","survey-likert","54","1288545","0.0-5.0-2.1-0.1","38","e8tu853n","low"
"4","fixed","orange-208","orange","19470","5","2","5","4","1,3,0,2","survey-likert","66","1351153","0.0-5.0-2.2-0.2","38","e8tu853n","low"
"5","free","purple-62","purple","14325","6","2","5","2","1,3,0,2","survey-likert","74","1400824","0.0-5.0-2.3-0.3","38","e8tu853n","low"
"6","fixed","red-11","red","11742","5","2","5","2","1,3,0,2","survey-likert","96","1453696","0.0-5.0-2.4-0.4","38","e8tu853n","low"
"7","free","green-113","green","255942","5","1","5","1","1,3,0,2","survey-likert","129","1777302","0.0-5.0-2.5-0.5","38","e8tu853n","low"
