"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","green-149","green","22559","0","1","6","6","0,1,3,2","survey-likert","12","-725079","0.0-5.0-2.0-0.0","77","auaqmdfm","low"
"3","free","yellow-2","yellow","16566","4","4","3","1","0,1,3,2","survey-likert","54","-611905","0.0-5.0-2.1-0.1","77","auaqmdfm","low"
"4","fixed","blue-87","blue","11870","5","5","1","1","0,1,3,2","survey-likert","66","-541712","0.0-5.0-2.2-0.2","77","auaqmdfm","low"
"5","free","purple-158","purple","8382","5","5","1","1","0,1,3,2","survey-likert","78","-510824","0.0-5.0-2.3-0.3","77","auaqmdfm","low"
"6","fixed","orange-58","orange","8374","5","5","1","1","0,1,3,2","survey-likert","100","-471186","0.0-5.0-2.4-0.4","77","auaqmdfm","low"
"7","free","red-132","red","9007","5","5","1","1","0,1,3,2","survey-likert","116","-433225","0.0-5.0-2.5-0.5","77","auaqmdfm","low"
