"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","yellow-178","yellow","37244","5","3","2","4","1,3,2,0","survey-likert","17","835518","0.0-5.0-2.0-0.0","82","40zjl65y","high"
"3","free","green-14","green","41443","5","3","4","5","1,3,2,0","survey-likert","51","970873","0.0-5.0-2.1-0.1","82","40zjl65y","high"
"4","fixed","red-185","red","22605","5","3","2","5","1,3,2,0","survey-likert","73","1056126","0.0-5.0-2.2-0.2","82","40zjl65y","high"
"5","free","orange-187","orange","12006","5","3","2","5","1,3,2,0","survey-likert","94","1102731","0.0-5.0-2.3-0.3","82","40zjl65y","high"
"6","fixed","blue-54","blue","15221","5","2","2","5","1,3,2,0","survey-likert","101","1143858","0.0-5.0-2.4-0.4","82","40zjl65y","high"
"7","free","purple-65","purple","15670","5","2","2","4","1,3,2,0","survey-likert","116","1192282","0.0-5.0-2.5-0.5","82","40zjl65y","high"
