"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","blue-121","blue","38857","5","1","5","4","1,0,3,2","survey-likert","12","401780","0.0-5.0-2.0-0.0","84","4y972oem","high"
"3","free","yellow-142","yellow","36374","2","3","6","5","1,0,3,2","survey-likert","25","485864","0.0-5.0-2.1-0.1","84","4y972oem","high"
"4","fixed","red-10","red","35867","3","4","4","3","1,0,3,2","survey-likert","47","597872","0.0-5.0-2.2-0.2","84","4y972oem","high"
"5","free","green-217","green","27166","2","4","6","5","1,0,3,2","survey-likert","67","670388","0.0-5.0-2.3-0.3","84","4y972oem","high"
"6","fixed","orange-11","orange","26926","1","3","6","6","1,0,3,2","survey-likert","79","737647","0.0-5.0-2.4-0.4","84","4y972oem","high"
"7","free","purple-94","purple","23186","6","6","3","3","1,0,3,2","survey-likert","102","810055","0.0-5.0-2.5-0.5","84","4y972oem","high"
