"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","purple-33","purple","67524","6","6","3","2","0,1,3,2","survey-likert","17","439039","0.0-5.0-2.0-0.0","44","5jrh8k6p","low"
"3","free","orange-55","orange","43566","6","6","4","1","0,1,3,2","survey-likert","40","550598","0.0-5.0-2.1-0.1","44","5jrh8k6p","low"
"4","fixed","green-43","green","25828","6","6","3","1","0,1,3,2","survey-likert","47","597909","0.0-5.0-2.2-0.2","44","5jrh8k6p","low"
"5","free","red-201","red","23150","6","6","3","0","0,1,3,2","survey-likert","70","666901","0.0-5.0-2.3-0.3","44","5jrh8k6p","low"
"6","fixed","yellow-82","yellow","22126","5","6","3","3","0,1,3,2","survey-likert","92","829324","0.0-5.0-2.4-0.4","44","5jrh8k6p","low"
"7","free","blue-125","blue","15854","6","6","4","0","0,1,3,2","survey-likert","108","875028","0.0-5.0-2.5-0.5","44","5jrh8k6p","low"
