"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","purple-220","purple","23579","1","1","6","6","2,3,0,1","survey-likert","27","422351","0.0-5.0-2.0-0.0","83","n4dp5nty","low"
"3","free","green-95","green","13822","2","1","4","4","2,3,0,1","survey-likert","43","461479","0.0-5.0-2.1-0.1","83","n4dp5nty","low"
"4","fixed","red-106","red","11180","2","2","5","5","2,3,0,1","survey-likert","50","486493","0.0-5.0-2.2-0.2","83","n4dp5nty","low"
"5","free","blue-28","blue","14590","1","1","5","5","2,3,0,1","survey-likert","60","514621","0.0-5.0-2.3-0.3","83","n4dp5nty","low"
"6","fixed","orange-101","orange","11796","1","1","5","5","2,3,0,1","survey-likert","72","543547","0.0-5.0-2.4-0.4","83","n4dp5nty","low"
"7","free","yellow-128","yellow","11814","1","1","6","6","2,3,0,1","survey-likert","80","567355","0.0-5.0-2.5-0.5","83","n4dp5nty","low"
