"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","red-108","red","40558","0","6","2","6","2,1,3,0","survey-likert","17","336253","0.0-5.0-2.0-0.0","36","prlq4fpk","low"
"3","free","yellow-191","yellow","49750","2","4","3","6","2,1,3,0","survey-likert","58","483250","0.0-5.0-2.1-0.1","36","prlq4fpk","low"
"4","fixed","purple-124","purple","16039","4","6","4","6","2,1,3,0","survey-likert","80","553617","0.0-5.0-2.2-0.2","36","prlq4fpk","low"
"5","free","orange-72","orange","14415","1","4","1","6","2,1,3,0","survey-likert","102","617273","0.0-5.0-2.3-0.3","36","prlq4fpk","low"
"6","fixed","green-179","green","14919","6","4","3","5","2,1,3,0","survey-likert","109","646456","0.0-5.0-2.4-0.4","36","prlq4fpk","low"
"7","free","blue-84","blue","15703","2","4","1","6","2,1,3,0","survey-likert","132","706144","0.0-5.0-2.5-0.5","36","prlq4fpk","low"
