"round_number","sampling_type","stimulus","stimulus_colour","rt","Q0","Q1","Q2","Q3","questions","trial_type","trial_index","time_elapsed","internal_node_id","participant","randomID","condition"
"2","fixed","red-92","red","28630","6","6","0","6","1,3,2,0","survey-likert","12","944332","0.0-5.0-2.0-0.0","119","tpe1h2r5","low"
"3","free","purple-207","purple","19591","6","3","3","2","1,3,2,0","survey-likert","44","1078313","0.0-5.0-2.1-0.1","119","tpe1h2r5","low"
"4","fixed","yellow-15","yellow","21550","4","6","1","1","1,3,2,0","survey-likert","56","1150007","0.0-5.0-2.2-0.2","119","tpe1h2r5","low"
"5","free","blue-32","blue","15318","6","6","3","3","1,3,2,0","survey-likert","86","1266924","0.0-5.0-2.3-0.3","119","tpe1h2r5","low"
"6","fixed","orange-87","orange","17510","6","6","1","6","1,3,2,0","survey-likert","108","1377145","0.0-5.0-2.4-0.4","119","tpe1h2r5","low"
"7","free","green-218","green","18965","6","6","6","3","1,3,2,0","survey-likert","162","1471206","0.0-5.0-2.5-0.5","119","tpe1h2r5","low"
