"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","50","blue-199","red-145","risky","safe","2094","9","bandit-task","3","40094","0.0-3.0-0.0","12","low"
"2","risky","67","blue-199","red-145","risky","safe","2519","9","bandit-task","4","46269","0.0-3.0-0.1","12","low"
"3","safe","50","blue-199","red-145","risky","safe","1798","9","bandit-task","5","50981","0.0-3.0-0.2","12","low"
"4","safe","51","blue-199","red-145","risky","safe","1222","9","bandit-task","6","54989","0.0-3.0-0.3","12","low"
"5","risky","21","blue-199","red-145","risky","safe","1055","9","bandit-task","7","59623","0.0-3.0-0.4","12","low"
"6","safe","47","blue-199","red-145","risky","safe","1943","9","bandit-task","8","64895","0.0-3.0-0.5","12","low"
"7","safe","50","blue-199","red-145","risky","safe","957","9","bandit-task","9","69007","0.0-3.0-0.6","12","low"
"8","risky","56","blue-199","red-145","risky","safe","1078","9","bandit-task","10","73183","0.0-3.0-0.7","12","low"
"9","risky","62","blue-199","red-145","risky","safe","2543","9","bandit-task","11","78574","0.0-3.0-0.8","12","low"
"10","risky","32","blue-199","red-145","risky","safe","1319","9","bandit-task","12","83022","0.0-3.0-0.9","12","low"
"11","safe","48","blue-199","red-145","risky","safe","1367","9","bandit-task","13","87382","0.0-3.0-0.10","12","low"
"12","safe","50","blue-199","red-145","risky","safe","1366","9","bandit-task","14","92102","0.0-3.0-0.11","12","low"
"13","safe","51","blue-199","red-145","risky","safe","1118","9","bandit-task","15","96597","0.0-3.0-0.12","12","low"
"14","safe","51","blue-199","red-145","risky","safe","983","9","bandit-task","16","100573","0.0-3.0-0.13","12","low"
"15","safe","51","blue-199","red-145","risky","safe","910","9","bandit-task","17","104477","0.0-3.0-0.14","12","low"
"16","risky","49","blue-199","red-145","risky","safe","718","9","bandit-task","18","107629","0.0-3.0-0.15","12","low"
"17","safe","50","blue-199","red-145","risky","safe","694","9","bandit-task","19","110997","0.0-3.0-0.16","12","low"
"18","safe","49","blue-199","red-145","risky","safe","662","9","bandit-task","20","114461","0.0-3.0-0.17","12","low"
"19","safe","51","blue-199","red-145","risky","safe","783","9","bandit-task","21","119308","0.0-3.0-0.18","12","low"
"20","safe","46","blue-199","red-145","risky","safe","577","9","bandit-task","22","122295","0.0-3.0-0.19","12","low"
"21","safe","51","blue-199","red-145","risky","safe","574","9","bandit-task","23","125679","0.0-3.0-0.20","12","low"
"22","safe","50","blue-199","red-145","risky","safe","582","9","bandit-task","24","138102","0.0-3.0-0.21","12","low"
"23","safe","50","blue-199","red-145","risky","safe","615","9","bandit-task","25","141478","0.0-3.0-0.22","12","low"
"24","safe","49","blue-199","red-145","risky","safe","718","9","bandit-task","26","150982","0.0-3.0-0.23","12","low"
"25","safe","51","blue-199","red-145","risky","safe","455","9","bandit-task","27","155493","0.0-3.0-0.24","12","low"
"26","safe","49","blue-199","red-145","risky","safe","575","9","bandit-task","28","159117","0.0-3.0-0.25","12","low"
"27","safe","51","blue-199","red-145","risky","safe","710","9","bandit-task","29","163061","0.0-3.0-0.26","12","low"
"28","safe","52","blue-199","red-145","risky","safe","989","9","bandit-task","30","166797","0.0-3.0-0.27","12","low"
"29","safe","49","blue-199","red-145","risky","safe","574","9","bandit-task","31","169773","0.0-3.0-0.28","12","low"
"30","risky","78","blue-199","red-145","risky","safe","663","9","bandit-task","32","172900","0.0-3.0-0.29","12","low"
"31","risky","57","blue-199","red-145","risky","safe","607","9","bandit-task","33","175892","0.0-3.0-0.30","12","low"
"32","risky","28","blue-199","red-145","risky","safe","559","9","bandit-task","34","178884","0.0-3.0-0.31","12","low"
"33","risky","65","blue-199","red-145","risky","safe","486","9","bandit-task","35","181752","0.0-3.0-0.32","12","low"
"34","risky","21","blue-199","red-145","risky","safe","414","9","bandit-task","36","184576","0.0-3.0-0.33","12","low"
"35","risky","84","blue-199","red-145","risky","safe","614","9","bandit-task","37","187567","0.0-3.0-0.34","12","low"
"36","risky","40","blue-199","red-145","risky","safe","575","9","bandit-task","38","191048","0.0-3.0-0.35","12","low"
"37","risky","51","blue-199","red-145","risky","safe","599","9","bandit-task","39","194287","0.0-3.0-0.36","12","low"
"38","risky","42","blue-199","red-145","risky","safe","759","9","bandit-task","40","197479","0.0-3.0-0.37","12","low"
"39","risky","38","blue-199","red-145","risky","safe","694","9","bandit-task","41","200639","0.0-3.0-0.38","12","low"
"40","risky","38","blue-199","red-145","risky","safe","582","9","bandit-task","42","203607","0.0-3.0-0.39","12","low"
"41","risky","29","blue-199","red-145","risky","safe","406","9","bandit-task","43","207263","0.0-3.0-0.40","12","low"
"42","risky","47","blue-199","red-145","risky","safe","471","9","bandit-task","44","210167","0.0-3.0-0.41","12","low"
"43","risky","57","blue-199","red-145","risky","safe","463","9","bandit-task","45","213199","0.0-3.0-0.42","12","low"
"44","risky","40","blue-199","red-145","risky","safe","438","9","bandit-task","46","215966","0.0-3.0-0.43","12","low"
"45","safe","51","blue-199","red-145","risky","safe","494","9","bandit-task","47","218838","0.0-3.0-0.44","12","low"
"46","safe","50","blue-199","red-145","risky","safe","510","9","bandit-task","48","221830","0.0-3.0-0.45","12","low"
"47","safe","51","blue-199","red-145","risky","safe","614","9","bandit-task","49","225486","0.0-3.0-0.46","12","low"
"48","safe","49","blue-199","red-145","risky","safe","590","9","bandit-task","50","228566","0.0-3.0-0.47","12","low"
"49","safe","50","blue-199","red-145","risky","safe","638","9","bandit-task","51","231654","0.0-3.0-0.48","12","low"
"50","safe","51","blue-199","red-145","risky","safe","614","9","bandit-task","52","235229","0.0-3.0-0.49","12","low"
"51","safe","50","blue-199","red-145","risky","safe","639","9","bandit-task","53","238605","0.0-3.0-0.50","12","low"
"52","safe","50","blue-199","red-145","risky","safe","790","9","bandit-task","54","242328","0.0-3.0-0.51","12","low"
"53","safe","49","blue-199","red-145","risky","safe","494","9","bandit-task","55","245216","0.0-3.0-0.52","12","low"
"54","safe","49","blue-199","red-145","risky","safe","534","9","bandit-task","56","248136","0.0-3.0-0.53","12","low"
"55","safe","50","blue-199","red-145","risky","safe","519","9","bandit-task","57","251176","0.0-3.0-0.54","12","low"
"56","safe","50","blue-199","red-145","risky","safe","527","9","bandit-task","58","254375","0.0-3.0-0.55","12","low"
"57","safe","51","blue-199","red-145","risky","safe","630","9","bandit-task","59","257671","0.0-3.0-0.56","12","low"
"58","safe","51","blue-199","red-145","risky","safe","598","9","bandit-task","60","261319","0.0-3.0-0.57","12","low"
"59","safe","52","blue-199","red-145","risky","safe","526","9","bandit-task","61","264479","0.0-3.0-0.58","12","low"
"60","safe","49","blue-199","red-145","risky","safe","607","9","bandit-task","62","268030","0.0-3.0-0.59","12","low"
"61","risky","39","blue-199","red-145","risky","safe","694","9","bandit-task","63","271102","0.0-3.0-0.60","12","low"
"62","risky","21","blue-199","red-145","risky","safe","511","9","bandit-task","64","273966","0.0-3.0-0.61","12","low"
"63","safe","49","blue-199","red-145","risky","safe","479","9","bandit-task","65","276798","0.0-3.0-0.62","12","low"
"64","risky","30","blue-199","red-145","risky","safe","526","9","bandit-task","66","279662","0.0-3.0-0.63","12","low"
"65","safe","50","blue-199","red-145","risky","safe","462","9","bandit-task","67","282494","0.0-3.0-0.64","12","low"
"66","safe","51","blue-199","red-145","risky","safe","543","9","bandit-task","68","285446","0.0-3.0-0.65","12","low"
"67","safe","52","blue-199","red-145","risky","safe","590","9","bandit-task","69","288405","0.0-3.0-0.66","12","low"
"68","risky","12","blue-199","red-145","risky","safe","502","9","bandit-task","70","291293","0.0-3.0-0.67","12","low"
"69","safe","50","blue-199","red-145","risky","safe","391","9","bandit-task","71","294101","0.0-3.0-0.68","12","low"
"70","risky","38","blue-199","red-145","risky","safe","415","9","bandit-task","72","296877","0.0-3.0-0.69","12","low"
"71","risky","49","blue-199","red-145","risky","safe","415","9","bandit-task","73","299677","0.0-3.0-0.70","12","low"
"72","risky","77","blue-199","red-145","risky","safe","470","9","bandit-task","74","302520","0.0-3.0-0.71","12","low"
"73","safe","50","blue-199","red-145","risky","safe","694","9","bandit-task","75","305664","0.0-3.0-0.72","12","low"
"74","risky","18","blue-199","red-145","risky","safe","502","9","bandit-task","76","308535","0.0-3.0-0.73","12","low"
"75","risky","50","blue-199","red-145","risky","safe","511","9","bandit-task","77","311415","0.0-3.0-0.74","12","low"
"76","risky","41","blue-199","red-145","risky","safe","654","9","bandit-task","78","314439","0.0-3.0-0.75","12","low"
"77","risky","59","blue-199","red-145","risky","safe","886","9","bandit-task","79","317887","0.0-3.0-0.76","12","low"
"78","risky","67","blue-199","red-145","risky","safe","934","9","bandit-task","80","321263","0.0-3.0-0.77","12","low"
"79","risky","40","blue-199","red-145","risky","safe","550","9","bandit-task","81","324159","0.0-3.0-0.78","12","low"
"80","risky","64","blue-199","red-145","risky","safe","653","9","bandit-task","82","327247","0.0-3.0-0.79","12","low"
"81","risky","44","blue-199","red-145","risky","safe","1158","9","bandit-task","83","333974","0.0-3.0-0.80","12","low"
"82","risky","28","blue-199","red-145","risky","safe","541","9","bandit-task","84","336854","0.0-3.0-0.81","12","low"
"83","safe","50","blue-199","red-145","risky","safe","647","9","bandit-task","85","339853","0.0-3.0-0.82","12","low"
"84","safe","50","blue-199","red-145","risky","safe","519","9","bandit-task","86","342750","0.0-3.0-0.83","12","low"
"85","safe","51","blue-199","red-145","risky","safe","606","9","bandit-task","87","345734","0.0-3.0-0.84","12","low"
"86","safe","50","blue-199","red-145","risky","safe","622","9","bandit-task","88","348941","0.0-3.0-0.85","12","low"
"87","safe","51","blue-199","red-145","risky","safe","495","9","bandit-task","89","352118","0.0-3.0-0.86","12","low"
"88","safe","50","blue-199","red-145","risky","safe","550","9","bandit-task","90","355486","0.0-3.0-0.87","12","low"
"89","safe","49","blue-199","red-145","risky","safe","541","9","bandit-task","91","358829","0.0-3.0-0.88","12","low"
"90","safe","50","blue-199","red-145","risky","safe","502","9","bandit-task","92","361949","0.0-3.0-0.89","12","low"
"91","safe","51","blue-199","red-145","risky","safe","544","9","bandit-task","93","365183","0.0-3.0-0.90","12","low"
"92","safe","50","blue-199","red-145","risky","safe","502","9","bandit-task","94","368199","0.0-3.0-0.91","12","low"
"93","safe","48","blue-199","red-145","risky","safe","470","9","bandit-task","95","371127","0.0-3.0-0.92","12","low"
"94","safe","49","blue-199","red-145","risky","safe","669","9","bandit-task","96","374670","0.0-3.0-0.93","12","low"
"95","safe","52","blue-199","red-145","risky","safe","519","9","bandit-task","97","377758","0.0-3.0-0.94","12","low"
"96","safe","50","blue-199","red-145","risky","safe","582","9","bandit-task","98","380734","0.0-3.0-0.95","12","low"
"97","safe","50","blue-199","red-145","risky","safe","519","9","bandit-task","99","383654","0.0-3.0-0.96","12","low"
"98","risky","58","blue-199","red-145","risky","safe","510","9","bandit-task","100","386590","0.0-3.0-0.97","12","low"
"99","risky","42","blue-199","red-145","risky","safe","374","9","bandit-task","101","389374","0.0-3.0-0.98","12","low"
"100","safe","49","blue-199","red-145","risky","safe","438","9","bandit-task","102","392182","0.0-3.0-0.99","12","low"
