"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","51","red-201","blue-95","safe","risky","2040","7","bandit-task","3","47522","0.0-3.0-0.0","72","low"
"2","risky","20","red-201","blue-95","safe","risky","1255","7","bandit-task","4","51258","0.0-3.0-0.1","72","low"
"3","safe","51","red-201","blue-95","safe","risky","686","7","bandit-task","5","54554","0.0-3.0-0.2","72","low"
"4","safe","51","red-201","blue-95","safe","risky","411","7","bandit-task","6","57455","0.0-3.0-0.3","72","low"
"5","safe","50","red-201","blue-95","safe","risky","407","7","bandit-task","7","60238","0.0-3.0-0.4","72","low"
"6","risky","61","red-201","blue-95","safe","risky","575","7","bandit-task","8","63231","0.0-3.0-0.5","72","low"
"7","risky","50","red-201","blue-95","safe","risky","399","7","bandit-task","9","66078","0.0-3.0-0.6","72","low"
"8","safe","50","red-201","blue-95","safe","risky","406","7","bandit-task","10","68870","0.0-3.0-0.7","72","low"
"9","safe","49","red-201","blue-95","safe","risky","431","7","bandit-task","11","71790","0.0-3.0-0.8","72","low"
"10","risky","57","red-201","blue-95","safe","risky","422","7","bandit-task","12","74526","0.0-3.0-0.9","72","low"
"11","risky","20","red-201","blue-95","safe","risky","430","7","bandit-task","13","77294","0.0-3.0-0.10","72","low"
"12","risky","47","red-201","blue-95","safe","risky","358","7","bandit-task","14","80134","0.0-3.0-0.11","72","low"
"13","risky","69","red-201","blue-95","safe","risky","311","7","bandit-task","15","82902","0.0-3.0-0.12","72","low"
"14","risky","32","red-201","blue-95","safe","risky","263","7","bandit-task","16","85493","0.0-3.0-0.13","72","low"
"15","safe","51","red-201","blue-95","safe","risky","350","7","bandit-task","17","88189","0.0-3.0-0.14","72","low"
"16","risky","43","red-201","blue-95","safe","risky","326","7","bandit-task","18","90885","0.0-3.0-0.15","72","low"
"17","risky","51","red-201","blue-95","safe","risky","342","7","bandit-task","19","93581","0.0-3.0-0.16","72","low"
"18","risky","32","red-201","blue-95","safe","risky","318","7","bandit-task","20","96245","0.0-3.0-0.17","72","low"
"19","safe","50","red-201","blue-95","safe","risky","350","7","bandit-task","21","98957","0.0-3.0-0.18","72","low"
"20","safe","50","red-201","blue-95","safe","risky","350","7","bandit-task","22","101717","0.0-3.0-0.19","72","low"
"21","safe","52","red-201","blue-95","safe","risky","382","7","bandit-task","23","104468","0.0-3.0-0.20","72","low"
"22","safe","50","red-201","blue-95","safe","risky","359","7","bandit-task","24","107124","0.0-3.0-0.21","72","low"
"23","risky","42","red-201","blue-95","safe","risky","374","7","bandit-task","25","109868","0.0-3.0-0.22","72","low"
"24","risky","76","red-201","blue-95","safe","risky","366","7","bandit-task","26","112548","0.0-3.0-0.23","72","low"
"25","risky","45","red-201","blue-95","safe","risky","342","7","bandit-task","27","115184","0.0-3.0-0.24","72","low"
"26","risky","31","red-201","blue-95","safe","risky","334","7","bandit-task","28","117865","0.0-3.0-0.25","72","low"
"27","risky","43","red-201","blue-95","safe","risky","367","7","bandit-task","29","120528","0.0-3.0-0.26","72","low"
"28","risky","44","red-201","blue-95","safe","risky","406","7","bandit-task","30","123256","0.0-3.0-0.27","72","low"
"29","risky","21","red-201","blue-95","safe","risky","366","7","bandit-task","31","126000","0.0-3.0-0.28","72","low"
"30","risky","47","red-201","blue-95","safe","risky","310","7","bandit-task","32","128584","0.0-3.0-0.29","72","low"
"31","risky","34","red-201","blue-95","safe","risky","295","7","bandit-task","33","131215","0.0-3.0-0.30","72","low"
"32","safe","49","red-201","blue-95","safe","risky","327","7","bandit-task","34","133839","0.0-3.0-0.31","72","low"
"33","safe","51","red-201","blue-95","safe","risky","303","7","bandit-task","35","136463","0.0-3.0-0.32","72","low"
"34","safe","50","red-201","blue-95","safe","risky","334","7","bandit-task","36","139135","0.0-3.0-0.33","72","low"
"35","risky","46","red-201","blue-95","safe","risky","318","7","bandit-task","37","142111","0.0-3.0-0.34","72","low"
"36","risky","69","red-201","blue-95","safe","risky","287","7","bandit-task","38","144703","0.0-3.0-0.35","72","low"
"37","risky","67","red-201","blue-95","safe","risky","318","7","bandit-task","39","147350","0.0-3.0-0.36","72","low"
"38","risky","16","red-201","blue-95","safe","risky","279","7","bandit-task","40","149934","0.0-3.0-0.37","72","low"
"39","safe","50","red-201","blue-95","safe","risky","342","7","bandit-task","41","152670","0.0-3.0-0.38","72","low"
"40","safe","53","red-201","blue-95","safe","risky","310","7","bandit-task","42","155926","0.0-3.0-0.39","72","low"
