"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","70","red-152","blue-104","safe","risky","3238","10","bandit-task","3","39055","0.0-3.0-0.0","92","high"
"2","risky","51","red-130","blue-13","safe","risky","3335","10","bandit-task","4","45103","0.0-3.0-0.1","92","high"
"3","safe","50","red-54","blue-29","safe","risky","1231","10","bandit-task","5","48870","0.0-3.0-0.2","92","high"
"4","risky","50","red-15","blue-136","safe","risky","2977","10","bandit-task","6","54536","0.0-3.0-0.3","92","high"
"5","safe","51","red-166","blue-11","safe","risky","1191","10","bandit-task","7","58144","0.0-3.0-0.4","92","high"
"6","risky","42","red-50","blue-185","safe","risky","1215","10","bandit-task","8","61768","0.0-3.0-0.5","92","high"
"7","safe","51","red-215","blue-209","safe","risky","902","10","bandit-task","9","65440","0.0-3.0-0.6","92","high"
"8","risky","28","red-47","blue-217","safe","risky","1150","10","bandit-task","10","69168","0.0-3.0-0.7","92","high"
"9","risky","58","red-214","blue-172","safe","risky","1630","10","bandit-task","11","74655","0.0-3.0-0.8","92","high"
"10","risky","47","red-144","blue-89","safe","risky","2015","10","bandit-task","12","79223","0.0-3.0-0.9","92","high"
"11","risky","34","red-66","blue-122","safe","risky","1991","10","bandit-task","13","83911","0.0-3.0-0.10","92","high"
"12","risky","48","red-125","blue-181","safe","risky","1646","10","bandit-task","14","88143","0.0-3.0-0.11","92","high"
"13","risky","67","red-17","blue-101","safe","risky","2790","10","bandit-task","15","93423","0.0-3.0-0.12","92","high"
"14","risky","48","red-32","blue-39","safe","risky","1414","10","bandit-task","16","97327","0.0-3.0-0.13","92","high"
"15","safe","48","red-118","blue-67","safe","risky","1159","10","bandit-task","17","101246","0.0-3.0-0.14","92","high"
"16","risky","65","red-159","blue-40","safe","risky","1319","10","bandit-task","18","105110","0.0-3.0-0.15","92","high"
"17","risky","34","red-143","blue-162","safe","risky","1397","10","bandit-task","19","108870","0.0-3.0-0.16","92","high"
"18","risky","65","red-65","blue-177","safe","risky","2915","10","bandit-task","20","116058","0.0-3.0-0.17","92","high"
"19","risky","40","red-108","blue-91","safe","risky","2430","10","bandit-task","21","120962","0.0-3.0-0.18","92","high"
"20","risky","68","red-151","blue-210","safe","risky","1726","10","bandit-task","22","125178","0.0-3.0-0.19","92","high"
"21","risky","45","red-140","blue-21","safe","risky","1606","10","bandit-task","23","129218","0.0-3.0-0.20","92","high"
"22","risky","35","red-158","blue-49","safe","risky","1558","10","bandit-task","24","136609","0.0-3.0-0.21","92","high"
"23","risky","38","red-25","blue-55","safe","risky","1815","10","bandit-task","25","141073","0.0-3.0-0.22","92","high"
"24","risky","69","red-26","blue-192","safe","risky","1207","10","bandit-task","26","144865","0.0-3.0-0.23","92","high"
"25","safe","50","red-211","blue-48","safe","risky","3398","10","bandit-task","27","150936","0.0-3.0-0.24","92","high"
"26","safe","48","red-132","blue-107","safe","risky","1151","10","bandit-task","28","154448","0.0-3.0-0.25","92","high"
"27","risky","61","red-71","blue-42","safe","risky","2791","10","bandit-task","29","159704","0.0-3.0-0.26","92","high"
"28","safe","51","red-22","blue-64","safe","risky","2383","10","bandit-task","30","164488","0.0-3.0-0.27","92","high"
"29","risky","75","red-133","blue-147","safe","risky","2694","10","bandit-task","31","169672","0.0-3.0-0.28","92","high"
"30","risky","16","red-78","blue-170","safe","risky","1742","10","bandit-task","32","174032","0.0-3.0-0.29","92","high"
"31","risky","50","red-119","blue-18","safe","risky","1399","10","bandit-task","33","179024","0.0-3.0-0.30","92","high"
"32","safe","50","red-57","blue-74","safe","risky","1295","10","bandit-task","34","182992","0.0-3.0-0.31","92","high"
"33","safe","50","red-46","blue-30","safe","risky","1862","10","bandit-task","35","187424","0.0-3.0-0.32","92","high"
"34","risky","45","red-34","blue-139","safe","risky","5822","10","bandit-task","36","195880","0.0-3.0-0.33","92","high"
"35","risky","45","red-72","blue-146","safe","risky","1214","10","bandit-task","37","199503","0.0-3.0-0.34","92","high"
"36","safe","48","red-94","blue-59","safe","risky","3407","10","bandit-task","38","205703","0.0-3.0-0.35","92","high"
"37","safe","50","red-194","blue-164","safe","risky","2454","10","bandit-task","39","211095","0.0-3.0-0.36","92","high"
"38","risky","58","red-187","blue-126","safe","risky","1102","10","bandit-task","40","214975","0.0-3.0-0.37","92","high"
"39","safe","50","red-196","blue-100","safe","risky","2054","10","bandit-task","41","219487","0.0-3.0-0.38","92","high"
"40","risky","15","red-155","blue-179","safe","risky","1606","10","bandit-task","42","223678","0.0-3.0-0.39","92","high"
"41","risky","36","red-28","blue-184","safe","risky","1623","10","bandit-task","43","227902","0.0-3.0-0.40","92","high"
"42","safe","51","red-10","blue-96","safe","risky","1678","10","bandit-task","44","232022","0.0-3.0-0.41","92","high"
"43","safe","49","red-45","blue-93","safe","risky","2417","10","bandit-task","45","237672","0.0-3.0-0.42","92","high"
"44","safe","52","red-23","blue-197","safe","risky","2542","10","bandit-task","46","248943","0.0-3.0-0.43","92","high"
"45","risky","15","red-27","blue-51","safe","risky","12877","10","bandit-task","47","265830","0.0-3.0-0.44","92","high"
"46","safe","50","red-77","blue-205","safe","risky","2126","10","bandit-task","48","270342","0.0-3.0-0.45","92","high"
"47","safe","50","red-219","blue-154","safe","risky","1439","10","bandit-task","49","274798","0.0-3.0-0.46","92","high"
"48","safe","51","red-35","blue-53","safe","risky","1215","10","bandit-task","50","278470","0.0-3.0-0.47","92","high"
"49","risky","53","red-163","blue-161","safe","risky","3046","10","bandit-task","51","283926","0.0-3.0-0.48","92","high"
"50","safe","50","red-168","blue-98","safe","risky","1846","10","bandit-task","52","288134","0.0-3.0-0.49","92","high"
"51","safe","49","red-191","blue-60","safe","risky","1190","10","bandit-task","53","291694","0.0-3.0-0.50","92","high"
"52","safe","51","red-38","blue-19","safe","risky","2158","10","bandit-task","54","297162","0.0-3.0-0.51","92","high"
"53","safe","51","red-31","blue-129","safe","risky","5702","10","bandit-task","55","305354","0.0-3.0-0.52","92","high"
"54","risky","38","red-207","blue-157","safe","risky","1254","10","bandit-task","56","309106","0.0-3.0-0.53","92","high"
"55","risky","46","red-128","blue-37","safe","risky","2006","10","bandit-task","57","313698","0.0-3.0-0.54","92","high"
"56","safe","49","red-3","blue-200","safe","risky","1614","10","bandit-task","58","318009","0.0-3.0-0.55","92","high"
"57","safe","50","red-62","blue-24","safe","risky","1815","10","bandit-task","59","322985","0.0-3.0-0.56","92","high"
"58","safe","51","red-149","blue-80","safe","risky","1606","10","bandit-task","60","327065","0.0-3.0-0.57","92","high"
"59","risky","49","red-138","blue-190","safe","risky","1334","10","bandit-task","61","331401","0.0-3.0-0.58","92","high"
"60","risky","50","red-20","blue-70","safe","risky","1246","10","bandit-task","62","335880","0.0-3.0-0.59","92","high"
"61","safe","51","red-111","blue-195","safe","risky","1127","10","bandit-task","63","339888","0.0-3.0-0.60","92","high"
"62","risky","58","red-167","blue-174","safe","risky","1990","10","bandit-task","64","345248","0.0-3.0-0.61","92","high"
"63","risky","52","red-81","blue-6","safe","risky","1382","10","bandit-task","65","353871","0.0-3.0-0.62","92","high"
"64","risky","50","red-160","blue-16","safe","risky","3679","10","bandit-task","66","370822","0.0-3.0-0.63","92","high"
"65","risky","54","red-202","blue-82","safe","risky","2110","10","bandit-task","67","375478","0.0-3.0-0.64","92","high"
"66","risky","41","red-8","blue-92","safe","risky","1311","10","bandit-task","68","380238","0.0-3.0-0.65","92","high"
"67","risky","36","red-112","blue-87","safe","risky","1510","10","bandit-task","69","385054","0.0-3.0-0.66","92","high"
"68","risky","46","red-9","blue-4","safe","risky","1142","10","bandit-task","70","388566","0.0-3.0-0.67","92","high"
"69","risky","49","red-169","blue-44","safe","risky","2958","10","bandit-task","71","394014","0.0-3.0-0.68","92","high"
"70","risky","33","red-56","blue-79","safe","risky","1951","10","bandit-task","72","398437","0.0-3.0-0.69","92","high"
"71","risky","78","red-203","blue-113","safe","risky","1406","10","bandit-task","73","402341","0.0-3.0-0.70","92","high"
"72","safe","49","red-178","blue-103","safe","risky","2222","10","bandit-task","74","407013","0.0-3.0-0.71","92","high"
"73","risky","46","red-83","blue-105","safe","risky","1222","10","bandit-task","75","410572","0.0-3.0-0.72","92","high"
"74","safe","49","red-115","blue-106","safe","risky","910","10","bandit-task","76","413949","0.0-3.0-0.73","92","high"
"75","safe","50","red-216","blue-43","safe","risky","1071","10","bandit-task","77","417396","0.0-3.0-0.74","92","high"
"76","safe","50","red-175","blue-36","safe","risky","1129","10","bandit-task","78","421144","0.0-3.0-0.75","92","high"
"77","risky","65","red-201","blue-182","safe","risky","1165","10","bandit-task","79","424735","0.0-3.0-0.76","92","high"
"78","risky","45","red-213","blue-109","safe","risky","1846","10","bandit-task","80","429279","0.0-3.0-0.77","92","high"
"79","safe","52","red-173","blue-148","safe","risky","1030","10","bandit-task","81","432919","0.0-3.0-0.78","92","high"
"80","risky","70","red-110","blue-153","safe","risky","1534","10","bandit-task","82","436894","0.0-3.0-0.79","92","high"
"81","risky","71","red-69","blue-12","safe","risky","1095","10","bandit-task","83","440702","0.0-3.0-0.80","92","high"
