"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","50","blue-219","red-171","safe","risky","4582","9","bandit-task","3","52223","0.0-3.0-0.0","90","high"
"2","risky","67","blue-195","red-60","safe","risky","2318","9","bandit-task","4","58516","0.0-3.0-0.1","90","high"
"3","risky","21","blue-84","red-105","safe","risky","3615","9","bandit-task","5","65092","0.0-3.0-0.2","90","high"
"4","risky","56","blue-187","red-134","safe","risky","3262","9","bandit-task","6","72164","0.0-3.0-0.3","90","high"
"5","risky","62","blue-130","red-192","safe","risky","3246","9","bandit-task","7","78595","0.0-3.0-0.4","90","high"
"6","safe","50","blue-72","red-131","safe","risky","11118","9","bandit-task","8","92714","0.0-3.0-0.5","90","high"
"7","safe","51","blue-189","red-50","safe","risky","2239","9","bandit-task","9","97722","0.0-3.0-0.6","90","high"
"8","safe","47","blue-59","red-97","safe","risky","3335","9","bandit-task","10","103899","0.0-3.0-0.7","90","high"
"9","safe","50","blue-178","red-82","safe","risky","1421","9","bandit-task","11","108130","0.0-3.0-0.8","90","high"
"10","risky","32","blue-77","red-147","safe","risky","2022","9","bandit-task","12","113050","0.0-3.0-0.9","90","high"
"11","safe","48","blue-104","red-111","safe","risky","1423","9","bandit-task","13","117289","0.0-3.0-0.10","90","high"
"12","risky","49","blue-21","red-47","safe","risky","9279","9","bandit-task","14","129634","0.0-3.0-0.11","90","high"
"13","safe","50","blue-88","red-181","safe","risky","5111","9","bandit-task","15","137273","0.0-3.0-0.12","90","high"
"14","safe","51","blue-216","red-183","safe","risky","2718","9","bandit-task","16","142785","0.0-3.0-0.13","90","high"
"15","risky","78","blue-27","red-22","safe","risky","1126","9","bandit-task","17","146641","0.0-3.0-0.14","90","high"
"16","risky","57","blue-125","red-143","safe","risky","2206","9","bandit-task","18","151640","0.0-3.0-0.15","90","high"
"17","risky","28","blue-212","red-217","safe","risky","6646","9","bandit-task","19","161432","0.0-3.0-0.16","90","high"
"18","safe","51","blue-119","red-135","safe","risky","1694","9","bandit-task","20","165664","0.0-3.0-0.17","90","high"
"19","risky","65","blue-114","red-148","safe","risky","1270","9","bandit-task","21","171424","0.0-3.0-0.18","90","high"
"20","risky","21","blue-48","red-138","safe","risky","1982","9","bandit-task","22","176192","0.0-3.0-0.19","90","high"
"21","safe","51","blue-7","red-23","safe","risky","2598","9","bandit-task","23","182751","0.0-3.0-0.20","90","high"
"22","risky","84","blue-142","red-53","safe","risky","1046","9","bandit-task","24","186487","0.0-3.0-0.21","90","high"
"23","safe","50","blue-118","red-31","safe","risky","1789","9","bandit-task","25","191038","0.0-3.0-0.22","90","high"
"24","safe","49","blue-37","red-93","safe","risky","1358","9","bandit-task","26","195165","0.0-3.0-0.23","90","high"
"25","safe","51","blue-4","red-153","safe","risky","2455","9","bandit-task","27","200269","0.0-3.0-0.24","90","high"
"26","safe","46","blue-92","red-18","safe","risky","3678","9","bandit-task","28","206373","0.0-3.0-0.25","90","high"
"27","risky","40","blue-163","red-20","safe","risky","2630","9","bandit-task","29","212165","0.0-3.0-0.26","90","high"
"28","risky","51","blue-213","red-191","safe","risky","1311","9","bandit-task","30","216101","0.0-3.0-0.27","90","high"
"29","safe","51","blue-151","red-122","safe","risky","1614","9","bandit-task","31","220444","0.0-3.0-0.28","90","high"
"30","safe","50","blue-51","red-107","safe","risky","1927","9","bandit-task","32","224884","0.0-3.0-0.29","90","high"
"31","risky","42","blue-66","red-25","safe","risky","983","9","bandit-task","33","228508","0.0-3.0-0.30","90","high"
"32","safe","50","blue-208","red-45","safe","risky","1574","9","bandit-task","34","232588","0.0-3.0-0.31","90","high"
"33","risky","38","blue-169","red-121","safe","risky","790","9","bandit-task","35","235884","0.0-3.0-0.32","90","high"
"34","safe","49","blue-78","red-206","safe","risky","1294","9","bandit-task","36","239763","0.0-3.0-0.33","90","high"
"35","safe","51","blue-102","red-33","safe","risky","4198","9","bandit-task","37","246747","0.0-3.0-0.34","90","high"
"36","risky","38","blue-198","red-75","safe","risky","1094","9","bandit-task","38","250623","0.0-3.0-0.35","90","high"
"37","safe","49","blue-136","red-100","safe","risky","1247","9","bandit-task","39","254702","0.0-3.0-0.36","90","high"
"38","safe","51","blue-46","red-166","safe","risky","2133","9","bandit-task","40","259382","0.0-3.0-0.37","90","high"
"39","risky","29","blue-17","red-109","safe","risky","958","9","bandit-task","41","262958","0.0-3.0-0.38","90","high"
"40","risky","47","blue-211","red-49","safe","risky","1158","9","bandit-task","42","266822","0.0-3.0-0.39","90","high"
"41","risky","57","blue-30","red-168","safe","risky","1335","9","bandit-task","43","271134","0.0-3.0-0.40","90","high"
"42","safe","52","blue-123","red-67","safe","risky","2262","9","bandit-task","44","276262","0.0-3.0-0.41","90","high"
"43","safe","49","blue-184","red-156","safe","risky","1798","9","bandit-task","45","280532","0.0-3.0-0.42","90","high"
"44","risky","40","blue-144","red-154","safe","risky","1127","9","bandit-task","46","284317","0.0-3.0-0.43","90","high"
"45","risky","39","blue-63","red-180","safe","risky","943","9","bandit-task","47","288165","0.0-3.0-0.44","90","high"
"46","risky","21","blue-73","red-19","safe","risky","3437","9","bandit-task","48","295404","0.0-3.0-0.45","90","high"
"47","safe","51","blue-173","red-29","safe","risky","1030","9","bandit-task","49","299620","0.0-3.0-0.46","90","high"
"48","risky","30","blue-12","red-220","safe","risky","1342","9","bandit-task","50","304996","0.0-3.0-0.47","90","high"
"49","risky","12","blue-95","red-38","safe","risky","1118","9","bandit-task","51","308876","0.0-3.0-0.48","90","high"
"50","safe","50","blue-190","red-52","safe","risky","2523","9","bandit-task","52","314528","0.0-3.0-0.49","90","high"
"51","safe","51","blue-179","red-115","safe","risky","4974","9","bandit-task","53","322383","0.0-3.0-0.50","90","high"
"52","risky","38","blue-56","red-113","safe","risky","3255","9","bandit-task","54","328559","0.0-3.0-0.51","90","high"
"53","risky","49","blue-13","red-65","safe","risky","5319","9","bandit-task","55","336734","0.0-3.0-0.52","90","high"
"54","safe","49","blue-161","red-1","safe","risky","1471","9","bandit-task","56","340950","0.0-3.0-0.53","90","high"
"55","risky","77","blue-90","red-94","safe","risky","822","9","bandit-task","57","344614","0.0-3.0-0.54","90","high"
"56","risky","18","blue-133","red-99","safe","risky","1471","9","bandit-task","58","348670","0.0-3.0-0.55","90","high"
"57","risky","50","blue-155","red-127","safe","risky","1054","9","bandit-task","59","352438","0.0-3.0-0.56","90","high"
"58","safe","50","blue-124","red-175","safe","risky","1286","9","bandit-task","60","356789","0.0-3.0-0.57","90","high"
"59","risky","41","blue-2","red-26","safe","risky","958","9","bandit-task","61","360485","0.0-3.0-0.58","90","high"
"60","safe","51","blue-139","red-176","safe","risky","1615","9","bandit-task","62","364965","0.0-3.0-0.59","90","high"
"61","risky","59","blue-112","red-41","safe","risky","1670","9","bandit-task","63","369477","0.0-3.0-0.60","90","high"
"62","risky","67","blue-81","red-16","safe","risky","1961","9","bandit-task","64","374121","0.0-3.0-0.61","90","high"
"63","risky","40","blue-71","red-214","safe","risky","3878","9","bandit-task","65","380681","0.0-3.0-0.62","90","high"
"64","risky","64","blue-186","red-201","safe","risky","2797","9","bandit-task","66","386336","0.0-3.0-0.63","90","high"
"65","safe","50","blue-132","red-55","safe","risky","1670","9","bandit-task","67","390808","0.0-3.0-0.64","90","high"
"66","risky","44","blue-185","red-120","safe","risky","1455","9","bandit-task","68","395079","0.0-3.0-0.65","90","high"
"67","risky","28","blue-83","red-42","safe","risky","1935","9","bandit-task","69","399487","0.0-3.0-0.66","90","high"
"68","risky","58","blue-200","red-70","safe","risky","974","9","bandit-task","70","402895","0.0-3.0-0.67","90","high"
"69","risky","42","blue-15","red-149","safe","risky","1006","9","bandit-task","71","406623","0.0-3.0-0.68","90","high"
"70","risky","39","blue-108","red-159","safe","risky","1630","9","bandit-task","72","411255","0.0-3.0-0.69","90","high"
"71","safe","50","blue-24","red-58","safe","risky","1702","9","bandit-task","73","415911","0.0-3.0-0.70","90","high"
"72","safe","49","blue-3","red-74","safe","risky","1654","9","bandit-task","74","420470","0.0-3.0-0.71","90","high"
"73","risky","45","blue-177","red-14","safe","risky","1430","9","bandit-task","75","424654","0.0-3.0-0.72","90","high"
"74","risky","44","blue-160","red-85","safe","risky","958","9","bandit-task","76","428302","0.0-3.0-0.73","90","high"
"75","safe","49","blue-5","red-79","safe","risky","926","9","bandit-task","77","432294","0.0-3.0-0.74","90","high"
"76","risky","70","blue-89","red-28","safe","risky","1950","9","bandit-task","78","436693","0.0-3.0-0.75","90","high"
"77","safe","50","blue-116","red-188","safe","risky","1151","9","bandit-task","79","440677","0.0-3.0-0.76","90","high"
