"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","53","red-56","blue-86","risky","safe","3047","3","bandit-task","3","43523","0.0-3.0-0.0","43","low"
"2","safe","49","red-56","blue-86","risky","safe","4982","3","bandit-task","4","51266","0.0-3.0-0.1","43","low"
"3","risky","26","red-56","blue-86","risky","safe","871","3","bandit-task","5","54786","0.0-3.0-0.2","43","low"
"4","risky","35","red-56","blue-86","risky","safe","1087","3","bandit-task","6","58443","0.0-3.0-0.3","43","low"
"5","safe","50","red-56","blue-86","risky","safe","718","3","bandit-task","7","61779","0.0-3.0-0.4","43","low"
"6","safe","50","red-56","blue-86","risky","safe","518","3","bandit-task","8","64691","0.0-3.0-0.5","43","low"
"7","risky","60","red-56","blue-86","risky","safe","510","3","bandit-task","9","67651","0.0-3.0-0.6","43","low"
"8","risky","30","red-56","blue-86","risky","safe","1182","3","bandit-task","10","71234","0.0-3.0-0.7","43","low"
"9","risky","62","red-56","blue-86","risky","safe","527","3","bandit-task","11","74162","0.0-3.0-0.8","43","low"
"10","safe","53","red-56","blue-86","risky","safe","695","3","bandit-task","12","77234","0.0-3.0-0.9","43","low"
"11","safe","51","red-56","blue-86","risky","safe","447","3","bandit-task","13","80098","0.0-3.0-0.10","43","low"
"12","risky","55","red-56","blue-86","risky","safe","670","3","bandit-task","14","83154","0.0-3.0-0.11","43","low"
"13","risky","39","red-56","blue-86","risky","safe","471","3","bandit-task","15","86186","0.0-3.0-0.12","43","low"
"14","safe","49","red-56","blue-86","risky","safe","430","3","bandit-task","16","88993","0.0-3.0-0.13","43","low"
"15","safe","51","red-56","blue-86","risky","safe","487","3","bandit-task","17","91865","0.0-3.0-0.14","43","low"
"16","risky","53","red-56","blue-86","risky","safe","488","3","bandit-task","18","94737","0.0-3.0-0.15","43","low"
"17","safe","51","red-56","blue-86","risky","safe","423","3","bandit-task","19","97537","0.0-3.0-0.16","43","low"
"18","risky","16","red-56","blue-86","risky","safe","639","3","bandit-task","20","100537","0.0-3.0-0.17","43","low"
"19","risky","35","red-56","blue-86","risky","safe","494","3","bandit-task","21","103401","0.0-3.0-0.18","43","low"
"20","safe","49","red-56","blue-86","risky","safe","494","3","bandit-task","22","106457","0.0-3.0-0.19","43","low"
"21","safe","51","red-56","blue-86","risky","safe","366","3","bandit-task","23","109192","0.0-3.0-0.20","43","low"
"22","safe","50","red-56","blue-86","risky","safe","343","3","bandit-task","24","111912","0.0-3.0-0.21","43","low"
