"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","32","blue-156","red-216","safe","risky","4062","4","bandit-task","3","44275","0.0-3.0-0.0","104","high"
"2","safe","50","blue-148","red-81","safe","risky","3686","4","bandit-task","4","50715","0.0-3.0-0.1","104","high"
"3","safe","51","blue-11","red-19","safe","risky","2014","4","bandit-task","5","55595","0.0-3.0-0.2","104","high"
"4","safe","49","blue-40","red-9","safe","risky","7637","4","bandit-task","6","66378","0.0-3.0-0.3","104","high"
"5","risky","52","blue-194","red-195","safe","risky","2662","4","bandit-task","7","71674","0.0-3.0-0.4","104","high"
"6","safe","50","blue-45","red-4","safe","risky","5574","4","bandit-task","8","79697","0.0-3.0-0.5","104","high"
"7","safe","51","blue-127","red-2","safe","risky","5886","4","bandit-task","9","87969","0.0-3.0-0.6","104","high"
"8","risky","48","blue-17","red-76","safe","risky","4150","4","bandit-task","10","94761","0.0-3.0-0.7","104","high"
"9","risky","44","blue-167","red-151","safe","risky","2537","4","bandit-task","11","99740","0.0-3.0-0.8","104","high"
"10","risky","49","blue-41","red-166","safe","risky","3047","4","bandit-task","12","105259","0.0-3.0-0.9","104","high"
"11","risky","60","blue-101","red-219","safe","risky","983","4","bandit-task","13","108875","0.0-3.0-0.10","104","high"
"12","safe","51","blue-88","red-109","safe","risky","1142","4","bandit-task","14","112467","0.0-3.0-0.11","104","high"
"13","safe","49","blue-115","red-98","safe","risky","1382","4","bandit-task","15","116243","0.0-3.0-0.12","104","high"
"14","safe","48","blue-143","red-69","safe","risky","1430","4","bandit-task","16","120010","0.0-3.0-0.13","104","high"
"15","risky","62","blue-207","red-64","safe","risky","2799","4","bandit-task","17","125962","0.0-3.0-0.14","104","high"
"16","risky","30","blue-213","red-86","safe","risky","1126","4","bandit-task","18","129802","0.0-3.0-0.15","104","high"
"17","risky","38","blue-6","red-209","safe","risky","1174","4","bandit-task","19","133418","0.0-3.0-0.16","104","high"
"18","safe","51","blue-27","red-51","safe","risky","1246","4","bandit-task","20","137034","0.0-3.0-0.17","104","high"
"19","risky","51","blue-112","red-135","safe","risky","1974","4","bandit-task","21","141426","0.0-3.0-0.18","104","high"
"20","safe","50","blue-36","red-210","safe","risky","1567","4","bandit-task","22","145370","0.0-3.0-0.19","104","high"
"21","risky","59","blue-200","red-116","safe","risky","1246","4","bandit-task","23","149114","0.0-3.0-0.20","104","high"
"22","risky","55","blue-202","red-62","safe","risky","870","4","bandit-task","24","152473","0.0-3.0-0.21","104","high"
"23","risky","56","blue-172","red-149","safe","risky","1302","4","bandit-task","25","156273","0.0-3.0-0.22","104","high"
"24","safe","48","blue-157","red-205","safe","risky","5009","4","bandit-task","26","163700","0.0-3.0-0.23","104","high"
"25","safe","49","blue-16","red-43","safe","risky","1831","4","bandit-task","27","168491","0.0-3.0-0.24","104","high"
"26","risky","29","blue-133","red-30","safe","risky","7094","4","bandit-task","28","178131","0.0-3.0-0.25","104","high"
"27","risky","57","blue-99","red-50","safe","risky","1175","4","bandit-task","29","182043","0.0-3.0-0.26","104","high"
"28","safe","51","blue-29","red-176","safe","risky","8983","4","bandit-task","30","193986","0.0-3.0-0.27","104","high"
"29","risky","65","blue-49","red-146","safe","risky","1646","4","bandit-task","31","197970","0.0-3.0-0.28","104","high"
"30","safe","50","blue-206","red-118","safe","risky","1367","4","bandit-task","32","201850","0.0-3.0-0.29","104","high"
"31","risky","53","blue-203","red-175","safe","risky","966","4","bandit-task","33","205185","0.0-3.0-0.30","104","high"
"32","safe","50","blue-171","red-59","safe","risky","1175","4","bandit-task","34","209153","0.0-3.0-0.31","104","high"
"33","risky","42","blue-39","red-21","safe","risky","1861","4","bandit-task","35","213945","0.0-3.0-0.32","104","high"
"34","risky","23","blue-92","red-132","safe","risky","18649","4","bandit-task","36","235035","0.0-3.0-0.33","104","high"
"35","safe","50","blue-75","red-89","safe","risky","3686","4","bandit-task","37","241203","0.0-3.0-0.34","104","high"
"36","risky","20","blue-124","red-218","safe","risky","5710","4","bandit-task","38","249299","0.0-3.0-0.35","104","high"
"37","risky","55","blue-91","red-196","safe","risky","2087","4","bandit-task","39","253914","0.0-3.0-0.36","104","high"
"38","safe","51","blue-160","red-94","safe","risky","1341","4","bandit-task","40","257602","0.0-3.0-0.37","104","high"
"39","risky","48","blue-188","red-8","safe","risky","1519","4","bandit-task","41","261466","0.0-3.0-0.38","104","high"
"40","risky","67","blue-147","red-158","safe","risky","1135","4","bandit-task","42","265171","0.0-3.0-0.39","104","high"
"41","safe","50","blue-42","red-24","safe","risky","1813","4","bandit-task","43","269305","0.0-3.0-0.40","104","high"
"42","risky","80","blue-184","red-119","safe","risky","791","4","bandit-task","44","272449","0.0-3.0-0.41","104","high"
"43","safe","50","blue-114","red-128","safe","risky","775","4","bandit-task","45","275569","0.0-3.0-0.42","104","high"
"44","risky","46","blue-105","red-100","safe","risky","1839","4","bandit-task","46","279945","0.0-3.0-0.43","104","high"
"45","safe","50","blue-60","red-220","safe","risky","2574","4","bandit-task","47","284825","0.0-3.0-0.44","104","high"
"46","safe","49","blue-95","red-44","safe","risky","1053","4","bandit-task","48","288201","0.0-3.0-0.45","104","high"
"47","risky","61","blue-93","red-70","safe","risky","1422","4","bandit-task","49","292064","0.0-3.0-0.46","104","high"
"48","risky","31","blue-65","red-52","safe","risky","6978","4","bandit-task","50","301627","0.0-3.0-0.47","104","high"
"49","safe","48","blue-28","red-33","safe","risky","1079","4","bandit-task","51","305115","0.0-3.0-0.48","104","high"
"50","risky","65","blue-159","red-48","safe","risky","2406","4","bandit-task","52","310347","0.0-3.0-0.49","104","high"
"51","safe","51","blue-153","red-107","safe","risky","1198","4","bandit-task","53","313947","0.0-3.0-0.50","104","high"
"52","risky","31","blue-145","red-37","safe","risky","1558","4","bandit-task","54","318515","0.0-3.0-0.51","104","high"
"53","safe","52","blue-179","red-87","safe","risky","1630","4","bandit-task","55","322626","0.0-3.0-0.52","104","high"
"54","risky","52","blue-46","red-80","safe","risky","1198","4","bandit-task","56","326178","0.0-3.0-0.53","104","high"
"55","risky","35","blue-215","red-66","safe","risky","1175","4","bandit-task","57","330074","0.0-3.0-0.54","104","high"
"56","risky","34","blue-97","red-198","safe","risky","2302","4","bandit-task","58","335426","0.0-3.0-0.55","104","high"
"57","safe","51","blue-13","red-67","safe","risky","1470","4","bandit-task","59","339241","0.0-3.0-0.56","104","high"
"58","risky","29","blue-187","red-190","safe","risky","1902","4","bandit-task","60","343633","0.0-3.0-0.57","104","high"
"59","safe","49","blue-191","red-15","safe","risky","1223","4","bandit-task","61","347577","0.0-3.0-0.58","104","high"
"60","risky","34","blue-193","red-125","safe","risky","990","4","bandit-task","62","351041","0.0-3.0-0.59","104","high"
"61","safe","51","blue-71","red-83","safe","risky","1550","4","bandit-task","63","354929","0.0-3.0-0.60","104","high"
"62","risky","40","blue-7","red-130","safe","risky","718","4","bandit-task","64","358081","0.0-3.0-0.61","104","high"
"63","risky","47","blue-26","red-150","safe","risky","750","4","bandit-task","65","361339","0.0-3.0-0.62","104","high"
"64","safe","49","blue-31","red-63","safe","risky","2134","4","bandit-task","66","365795","0.0-3.0-0.63","104","high"
"65","risky","55","blue-111","red-129","safe","risky","790","4","bandit-task","67","369027","0.0-3.0-0.64","104","high"
"66","safe","49","blue-73","red-113","safe","risky","1486","4","bandit-task","68","373115","0.0-3.0-0.65","104","high"
"67","risky","45","blue-20","red-122","safe","risky","974","4","bandit-task","69","376498","0.0-3.0-0.66","104","high"
"68","safe","49","blue-136","red-212","safe","risky","1406","4","bandit-task","70","380594","0.0-3.0-0.67","104","high"
"69","risky","76","blue-138","red-177","safe","risky","2774","4","bandit-task","71","386281","0.0-3.0-0.68","104","high"
"70","safe","51","blue-72","red-34","safe","risky","1294","4","bandit-task","72","390289","0.0-3.0-0.69","104","high"
"71","risky","23","blue-217","red-120","safe","risky","3615","4","bandit-task","73","396281","0.0-3.0-0.70","104","high"
"72","risky","30","blue-90","red-169","safe","risky","774","4","bandit-task","74","399449","0.0-3.0-0.71","104","high"
"73","risky","63","blue-10","red-186","safe","risky","734","4","bandit-task","75","403049","0.0-3.0-0.72","104","high"
"74","safe","50","blue-38","red-134","safe","risky","1566","4","bandit-task","76","407344","0.0-3.0-0.73","104","high"
"75","risky","42","blue-3","red-163","safe","risky","814","4","bandit-task","77","410673","0.0-3.0-0.74","104","high"
"76","risky","54","blue-57","red-23","safe","risky","3782","4","bandit-task","78","416880","0.0-3.0-0.75","104","high"
"77","safe","50","blue-131","red-181","safe","risky","1982","4","bandit-task","79","421779","0.0-3.0-0.76","104","high"
"78","risky","69","blue-162","red-140","safe","risky","2214","4","bandit-task","80","426619","0.0-3.0-0.77","104","high"
"79","safe","52","blue-54","red-199","safe","risky","1390","4","bandit-task","81","431034","0.0-3.0-0.78","104","high"
"80","risky","33","blue-104","red-180","safe","risky","759","4","bandit-task","82","434186","0.0-3.0-0.79","104","high"
"81","risky","47","blue-123","red-189","safe","risky","877","4","bandit-task","83","437282","0.0-3.0-0.80","104","high"
"82","safe","51","blue-208","red-185","safe","risky","1534","4","bandit-task","84","441322","0.0-3.0-0.81","104","high"
"83","risky","51","blue-79","red-22","safe","risky","942","4","bandit-task","85","444665","0.0-3.0-0.82","104","high"
