"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","51","red-193","blue-214","safe","risky","1887","5","bandit-task","3","41964","0.0-3.0-0.0","10","high"
"2","safe","51","red-28","blue-147","safe","risky","2534","5","bandit-task","4","47179","0.0-3.0-0.1","10","high"
"3","risky","14","red-43","blue-175","safe","risky","1439","5","bandit-task","5","51188","0.0-3.0-0.2","10","high"
"4","safe","48","red-132","blue-134","safe","risky","823","5","bandit-task","6","54779","0.0-3.0-0.3","10","high"
"5","safe","49","red-47","blue-115","safe","risky","1598","5","bandit-task","7","58811","0.0-3.0-0.4","10","high"
"6","risky","36","red-206","blue-166","safe","risky","2743","5","bandit-task","8","64195","0.0-3.0-0.5","10","high"
"7","risky","43","red-67","blue-4","safe","risky","1622","5","bandit-task","9","68339","0.0-3.0-0.6","10","high"
"8","risky","56","red-48","blue-106","safe","risky","1590","5","bandit-task","10","72387","0.0-3.0-0.7","10","high"
"9","risky","38","red-121","blue-58","safe","risky","1366","5","bandit-task","11","76171","0.0-3.0-0.8","10","high"
"10","risky","59","red-85","blue-56","safe","risky","1454","5","bandit-task","12","80018","0.0-3.0-0.9","10","high"
"11","safe","49","red-153","blue-57","safe","risky","1063","5","bandit-task","13","83530","0.0-3.0-0.10","10","high"
"12","safe","51","red-30","blue-78","safe","risky","1350","5","bandit-task","14","87338","0.0-3.0-0.11","10","high"
"13","risky","40","red-138","blue-213","safe","risky","1173","5","bandit-task","15","90946","0.0-3.0-0.12","10","high"
"14","risky","40","red-7","blue-125","safe","risky","1014","5","bandit-task","16","94394","0.0-3.0-0.13","10","high"
"15","safe","49","red-183","blue-156","safe","risky","1366","5","bandit-task","17","98186","0.0-3.0-0.14","10","high"
"16","safe","51","red-83","blue-145","safe","risky","790","5","bandit-task","18","101393","0.0-3.0-0.15","10","high"
"17","risky","56","red-103","blue-144","safe","risky","1047","5","bandit-task","19","104841","0.0-3.0-0.16","10","high"
"18","risky","66","red-127","blue-20","safe","risky","2007","5","bandit-task","20","109657","0.0-3.0-0.17","10","high"
"19","safe","51","red-143","blue-194","safe","risky","886","5","bandit-task","21","112913","0.0-3.0-0.18","10","high"
"20","safe","51","red-34","blue-159","safe","risky","974","5","bandit-task","22","116377","0.0-3.0-0.19","10","high"
"21","risky","38","red-142","blue-135","safe","risky","886","5","bandit-task","23","119635","0.0-3.0-0.20","10","high"
