"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","50","red-10","blue-168","risky","safe","2198","4","bandit-task","3","29148","0.0-3.0-0.0","20","high"
"2","safe","51","red-69","blue-63","risky","safe","5358","4","bandit-task","4","37124","0.0-3.0-0.1","20","high"
"3","safe","49","red-67","blue-159","risky","safe","3502","4","bandit-task","5","43236","0.0-3.0-0.2","20","high"
"4","risky","32","red-105","blue-77","risky","safe","1574","4","bandit-task","6","47387","0.0-3.0-0.3","20","high"
"5","safe","50","red-46","blue-147","risky","safe","1703","4","bandit-task","7","51579","0.0-3.0-0.4","20","high"
"6","safe","51","red-107","blue-206","risky","safe","1206","4","bandit-task","8","55507","0.0-3.0-0.5","20","high"
"7","safe","51","red-95","blue-148","risky","safe","1806","4","bandit-task","9","59746","0.0-3.0-0.6","20","high"
"8","risky","52","red-89","blue-31","risky","safe","3118","4","bandit-task","10","65378","0.0-3.0-0.7","20","high"
"9","risky","48","red-207","blue-116","risky","safe","999","4","bandit-task","11","68698","0.0-3.0-0.8","20","high"
"10","safe","49","red-149","blue-113","risky","safe","1038","4","bandit-task","12","72074","0.0-3.0-0.9","20","high"
"11","risky","44","red-82","blue-103","risky","safe","1735","4","bandit-task","13","76233","0.0-3.0-0.10","20","high"
"12","risky","49","red-212","blue-18","risky","safe","1239","4","bandit-task","14","79969","0.0-3.0-0.11","20","high"
"13","safe","48","red-12","blue-205","risky","safe","942","4","bandit-task","15","83289","0.0-3.0-0.12","20","high"
"14","safe","51","red-81","blue-174","risky","safe","1238","4","bandit-task","16","86897","0.0-3.0-0.13","20","high"
"15","risky","60","red-175","blue-138","risky","safe","2590","4","bandit-task","17","92017","0.0-3.0-0.14","20","high"
"16","risky","62","red-35","blue-140","risky","safe","1455","4","bandit-task","18","95961","0.0-3.0-0.15","20","high"
