"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","20","blue-99","red-217","safe","risky","7552","7","bandit-task","3","61310","0.0-3.0-0.0","63","high"
"2","risky","61","blue-192","red-6","safe","risky","3182","7","bandit-task","4","67246","0.0-3.0-0.1","63","high"
"3","safe","51","blue-175","red-49","safe","risky","2478","7","bandit-task","5","72358","0.0-3.0-0.2","63","high"
"4","safe","51","blue-94","red-139","safe","risky","3879","7","bandit-task","6","78757","0.0-3.0-0.3","63","high"
"5","risky","50","blue-20","red-5","safe","risky","2110","7","bandit-task","7","83629","0.0-3.0-0.4","63","high"
"6","risky","57","blue-169","red-53","safe","risky","1222","7","bandit-task","8","87237","0.0-3.0-0.5","63","high"
"7","risky","20","blue-75","red-189","safe","risky","582","7","bandit-task","9","90173","0.0-3.0-0.6","63","high"
"8","risky","47","blue-89","red-128","safe","risky","2407","7","bandit-task","10","95261","0.0-3.0-0.7","63","high"
"9","safe","51","blue-155","red-107","safe","risky","1695","7","bandit-task","11","99396","0.0-3.0-0.8","63","high"
"10","safe","50","blue-58","red-179","safe","risky","3239","7","bandit-task","12","105100","0.0-3.0-0.9","63","high"
"11","safe","50","blue-149","red-51","safe","risky","2198","7","bandit-task","13","109676","0.0-3.0-0.10","63","high"
"12","risky","69","blue-85","red-191","safe","risky","1719","7","bandit-task","14","114004","0.0-3.0-0.11","63","high"
"13","risky","32","blue-136","red-98","safe","risky","1751","7","bandit-task","15","118239","0.0-3.0-0.12","63","high"
"14","safe","49","blue-19","red-170","safe","risky","1390","7","bandit-task","16","122023","0.0-3.0-0.13","63","high"
"15","safe","51","blue-218","red-146","safe","risky","1350","7","bandit-task","17","125750","0.0-3.0-0.14","63","high"
"16","safe","50","blue-180","red-204","safe","risky","1399","7","bandit-task","18","129590","0.0-3.0-0.15","63","high"
"17","risky","43","blue-152","red-131","safe","risky","1494","7","bandit-task","19","133742","0.0-3.0-0.16","63","high"
"18","safe","50","blue-126","red-201","safe","risky","2302","7","bandit-task","20","138446","0.0-3.0-0.17","63","high"
"19","risky","51","blue-90","red-102","safe","risky","2598","7","bandit-task","21","143702","0.0-3.0-0.18","63","high"
"20","safe","52","blue-52","red-92","safe","risky","2199","7","bandit-task","22","148254","0.0-3.0-0.19","63","high"
"21","safe","50","blue-13","red-56","safe","risky","1191","7","bandit-task","23","151789","0.0-3.0-0.20","63","high"
"22","safe","49","blue-145","red-14","safe","risky","1022","7","bandit-task","24","155557","0.0-3.0-0.21","63","high"
"23","risky","32","blue-188","red-197","safe","risky","1894","7","bandit-task","25","159949","0.0-3.0-0.22","63","high"
"24","safe","51","blue-153","red-210","safe","risky","885","7","bandit-task","26","163173","0.0-3.0-0.23","63","high"
"25","safe","50","blue-186","red-3","safe","risky","1223","7","bandit-task","27","166733","0.0-3.0-0.24","63","high"
"26","safe","50","blue-36","red-32","safe","risky","1942","7","bandit-task","28","170956","0.0-3.0-0.25","63","high"
"27","risky","42","blue-125","red-55","safe","risky","919","7","bandit-task","29","174420","0.0-3.0-0.26","63","high"
"28","risky","76","blue-114","red-23","safe","risky","1398","7","bandit-task","30","178486","0.0-3.0-0.27","63","high"
"29","safe","53","blue-79","red-167","safe","risky","1223","7","bandit-task","31","182382","0.0-3.0-0.28","63","high"
"30","safe","52","blue-113","red-122","safe","risky","1783","7","bandit-task","32","186750","0.0-3.0-0.29","63","high"
"31","risky","45","blue-18","red-110","safe","risky","983","7","bandit-task","33","191069","0.0-3.0-0.30","63","high"
"32","risky","31","blue-9","red-202","safe","risky","1151","7","bandit-task","34","194813","0.0-3.0-0.31","63","high"
"33","safe","50","blue-172","red-148","safe","risky","1110","7","bandit-task","35","198381","0.0-3.0-0.32","63","high"
"34","risky","43","blue-91","red-185","safe","risky","1238","7","bandit-task","36","202605","0.0-3.0-0.33","63","high"
"35","safe","51","blue-105","red-97","safe","risky","902","7","bandit-task","37","208157","0.0-3.0-0.34","63","high"
"36","risky","44","blue-133","red-154","safe","risky","1119","7","bandit-task","38","211884","0.0-3.0-0.35","63","high"
"37","safe","50","blue-198","red-63","safe","risky","2159","7","bandit-task","39","216412","0.0-3.0-0.36","63","high"
"38","safe","50","blue-111","red-199","safe","risky","1758","7","bandit-task","40","220620","0.0-3.0-0.37","63","high"
"39","safe","51","blue-21","red-112","safe","risky","1077","7","bandit-task","41","224060","0.0-3.0-0.38","63","high"
"40","safe","50","blue-144","red-159","safe","risky","774","7","bandit-task","42","227332","0.0-3.0-0.39","63","high"
"41","safe","49","blue-84","red-182","safe","risky","447","7","bandit-task","43","230116","0.0-3.0-0.40","63","high"
"42","safe","51","blue-142","red-101","safe","risky","767","7","bandit-task","44","233179","0.0-3.0-0.41","63","high"
"43","risky","21","blue-173","red-158","safe","risky","551","7","bandit-task","45","236651","0.0-3.0-0.42","63","high"
"44","risky","47","blue-209","red-187","safe","risky","742","7","bandit-task","46","240198","0.0-3.0-0.43","63","high"
"45","safe","49","blue-72","red-81","safe","risky","791","7","bandit-task","47","243542","0.0-3.0-0.44","63","high"
"46","safe","49","blue-208","red-69","safe","risky","997","7","bandit-task","48","246934","0.0-3.0-0.45","63","high"
"47","safe","51","blue-15","red-88","safe","risky","894","7","bandit-task","49","250407","0.0-3.0-0.46","63","high"
"48","safe","52","blue-207","red-10","safe","risky","877","7","bandit-task","50","253678","0.0-3.0-0.47","63","high"
"49","safe","50","blue-103","red-60","safe","risky","1119","7","bandit-task","51","257406","0.0-3.0-0.48","63","high"
"50","safe","51","blue-46","red-108","safe","risky","1118","7","bandit-task","52","261165","0.0-3.0-0.49","63","high"
"51","safe","49","blue-166","red-87","safe","risky","1526","7","bandit-task","53","265061","0.0-3.0-0.50","63","high"
"52","risky","34","blue-42","red-116","safe","risky","1126","7","bandit-task","54","268693","0.0-3.0-0.51","63","high"
"53","safe","50","blue-80","red-123","safe","risky","574","7","bandit-task","55","271965","0.0-3.0-0.52","63","high"
"54","risky","46","blue-150","red-27","safe","risky","1078","7","bandit-task","56","275485","0.0-3.0-0.53","63","high"
"55","safe","49","blue-26","red-216","safe","risky","582","7","bandit-task","57","278589","0.0-3.0-0.54","63","high"
"56","safe","50","blue-137","red-117","safe","risky","846","7","bandit-task","58","281812","0.0-3.0-0.55","63","high"
"57","risky","69","blue-206","red-33","safe","risky","1375","7","bandit-task","59","285652","0.0-3.0-0.56","63","high"
"58","risky","67","blue-164","red-44","safe","risky","1102","7","bandit-task","60","289268","0.0-3.0-0.57","63","high"
"59","safe","51","blue-73","red-160","safe","risky","670","7","bandit-task","61","292244","0.0-3.0-0.58","63","high"
"60","risky","16","blue-203","red-64","safe","risky","702","7","bandit-task","62","295684","0.0-3.0-0.59","63","high"
"61","safe","50","blue-47","red-70","safe","risky","630","7","bandit-task","63","298892","0.0-3.0-0.60","63","high"
"62","safe","50","blue-39","red-138","safe","risky","1376","7","bandit-task","64","302742","0.0-3.0-0.61","63","high"
"63","risky","64","blue-2","red-76","safe","risky","1070","7","bandit-task","65","306350","0.0-3.0-0.62","63","high"
"64","risky","79","blue-106","red-190","safe","risky","1038","7","bandit-task","66","310038","0.0-3.0-0.63","63","high"
"65","risky","10","blue-7","red-214","safe","risky","1038","7","bandit-task","67","313614","0.0-3.0-0.64","63","high"
"66","risky","32","blue-115","red-100","safe","risky","1022","7","bandit-task","68","317037","0.0-3.0-0.65","63","high"
"67","safe","50","blue-77","red-213","safe","risky","486","7","bandit-task","69","319853","0.0-3.0-0.66","63","high"
"68","safe","49","blue-37","red-220","safe","risky","622","7","bandit-task","70","322813","0.0-3.0-0.67","63","high"
"69","risky","62","blue-62","red-161","safe","risky","726","7","bandit-task","71","326197","0.0-3.0-0.68","63","high"
"70","risky","33","blue-12","red-59","safe","risky","1182","7","bandit-task","72","330117","0.0-3.0-0.69","63","high"
"71","safe","50","blue-193","red-141","safe","risky","1062","7","bandit-task","73","333773","0.0-3.0-0.70","63","high"
"72","risky","68","blue-4","red-66","safe","risky","998","7","bandit-task","74","337508","0.0-3.0-0.71","63","high"
"73","safe","49","blue-54","red-96","safe","risky","1038","7","bandit-task","75","340868","0.0-3.0-0.72","63","high"
"74","risky","78","blue-17","red-219","safe","risky","1126","7","bandit-task","76","344788","0.0-3.0-0.73","63","high"
"75","safe","51","blue-151","red-22","safe","risky","1190","7","bandit-task","77","348460","0.0-3.0-0.74","63","high"
"76","risky","19","blue-38","red-57","safe","risky","1062","7","bandit-task","78","351932","0.0-3.0-0.75","63","high"
"77","safe","54","blue-147","red-30","safe","risky","1614","7","bandit-task","79","356027","0.0-3.0-0.76","63","high"
"78","risky","49","blue-121","red-83","safe","risky","1775","7","bandit-task","80","360374","0.0-3.0-0.77","63","high"
"79","safe","52","blue-25","red-212","safe","risky","1029","7","bandit-task","81","363814","0.0-3.0-0.78","63","high"
"80","safe","50","blue-45","red-78","safe","risky","1334","7","bandit-task","82","367670","0.0-3.0-0.79","63","high"
"81","risky","56","blue-174","red-67","safe","risky","1182","7","bandit-task","83","371390","0.0-3.0-0.80","63","high"
"82","safe","50","blue-194","red-205","safe","risky","965","7","bandit-task","84","374829","0.0-3.0-0.81","63","high"
"83","safe","50","blue-41","red-215","safe","risky","1279","7","bandit-task","85","378517","0.0-3.0-0.82","63","high"
"84","risky","52","blue-168","red-162","safe","risky","1047","7","bandit-task","86","382325","0.0-3.0-0.83","63","high"
"85","risky","48","blue-177","red-157","safe","risky","1189","7","bandit-task","87","385845","0.0-3.0-0.84","63","high"
"86","safe","52","blue-184","red-171","safe","risky","814","7","bandit-task","88","389189","0.0-3.0-0.85","63","high"
"87","safe","51","blue-65","red-211","safe","risky","1333","7","bandit-task","89","392892","0.0-3.0-0.86","63","high"
"88","risky","37","blue-109","red-71","safe","risky","958","7","bandit-task","90","396605","0.0-3.0-0.87","63","high"
"89","safe","49","blue-95","red-140","safe","risky","1294","7","bandit-task","91","400220","0.0-3.0-0.88","63","high"
"90","safe","50","blue-135","red-11","safe","risky","1070","7","bandit-task","92","403596","0.0-3.0-0.89","63","high"
"91","risky","51","blue-120","red-24","safe","risky","798","7","bandit-task","93","406876","0.0-3.0-0.90","63","high"
"92","risky","31","blue-200","red-28","safe","risky","1278","7","bandit-task","94","410492","0.0-3.0-0.91","63","high"
"93","safe","47","blue-104","red-165","safe","risky","942","7","bandit-task","95","414404","0.0-3.0-0.92","63","high"
"94","safe","49","blue-68","red-61","safe","risky","1622","7","bandit-task","96","418467","0.0-3.0-0.93","63","high"
"95","risky","63","blue-196","red-195","safe","risky","3064","7","bandit-task","97","428382","0.0-3.0-0.94","63","high"
"96","risky","79","blue-178","red-156","safe","risky","1118","7","bandit-task","98","431941","0.0-3.0-0.95","63","high"
"97","safe","48","blue-48","red-34","safe","risky","2582","7","bandit-task","99","437085","0.0-3.0-0.96","63","high"
"98","risky","70","blue-183","red-74","safe","risky","1645","7","bandit-task","100","442053","0.0-3.0-0.97","63","high"
"99","safe","50","blue-93","red-29","safe","risky","1854","7","bandit-task","101","446877","0.0-3.0-0.98","63","high"
"100","risky","20","blue-35","red-1","safe","risky","1942","7","bandit-task","102","451181","0.0-3.0-0.99","63","high"
"101","risky","31","blue-31","red-16","safe","risky","1278","7","bandit-task","103","455020","0.0-3.0-0.100","63","high"
"102","safe","51","blue-86","red-134","safe","risky","654","7","bandit-task","104","458068","0.0-3.0-0.101","63","high"
"103","safe","51","blue-143","red-118","safe","risky","758","7","bandit-task","105","461148","0.0-3.0-0.102","63","high"
"104","safe","50","blue-127","red-163","safe","risky","694","7","bandit-task","106","464196","0.0-3.0-0.103","63","high"
"105","safe","50","blue-119","red-132","safe","risky","477","7","bandit-task","107","467020","0.0-3.0-0.104","63","high"
"106","safe","49","blue-40","red-129","safe","risky","598","7","bandit-task","108","469964","0.0-3.0-0.105","63","high"
"107","safe","51","blue-181","red-50","safe","risky","646","7","bandit-task","109","472955","0.0-3.0-0.106","63","high"
"108","safe","50","blue-124","red-176","safe","risky","838","7","bandit-task","110","476284","0.0-3.0-0.107","63","high"
"109","risky","55","blue-8","red-43","safe","risky","1454","7","bandit-task","111","480331","0.0-3.0-0.108","63","high"
"110","risky","80","blue-130","red-82","safe","risky","3010","7","bandit-task","112","485806","0.0-3.0-0.109","63","high"
