"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","14","blue-125","red-72","risky","safe","1343","5","bandit-task","3","39204","0.0-3.0-0.0","113","low"
"2","safe","51","blue-125","red-72","risky","safe","1063","5","bandit-task","4","42900","0.0-3.0-0.1","113","low"
"3","safe","51","blue-125","red-72","risky","safe","1934","5","bandit-task","5","47444","0.0-3.0-0.2","113","low"
"4","safe","48","blue-125","red-72","risky","safe","959","5","bandit-task","6","51713","0.0-3.0-0.3","113","low"
"5","risky","36","blue-125","red-72","risky","safe","1414","5","bandit-task","7","55825","0.0-3.0-0.4","113","low"
"6","safe","49","blue-125","red-72","risky","safe","1639","5","bandit-task","8","59800","0.0-3.0-0.5","113","low"
"7","risky","43","blue-125","red-72","risky","safe","895","5","bandit-task","9","63168","0.0-3.0-0.6","113","low"
"8","safe","49","blue-125","red-72","risky","safe","950","5","bandit-task","10","66488","0.0-3.0-0.7","113","low"
"9","safe","51","blue-125","red-72","risky","safe","1110","5","bandit-task","11","70176","0.0-3.0-0.8","113","low"
"10","safe","49","blue-125","red-72","risky","safe","1767","5","bandit-task","12","74303","0.0-3.0-0.9","113","low"
"11","risky","56","blue-125","red-72","risky","safe","743","5","bandit-task","13","77439","0.0-3.0-0.10","113","low"
"12","safe","51","blue-125","red-72","risky","safe","983","5","bandit-task","14","80759","0.0-3.0-0.11","113","low"
"13","risky","38","blue-125","red-72","risky","safe","614","5","bandit-task","15","83711","0.0-3.0-0.12","113","low"
"14","safe","51","blue-125","red-72","risky","safe","550","5","bandit-task","16","86919","0.0-3.0-0.13","113","low"
"15","safe","51","blue-125","red-72","risky","safe","502","5","bandit-task","17","89679","0.0-3.0-0.14","113","low"
"16","safe","49","blue-125","red-72","risky","safe","662","5","bandit-task","18","92702","0.0-3.0-0.15","113","low"
"17","risky","59","blue-125","red-72","risky","safe","1391","5","bandit-task","19","96446","0.0-3.0-0.16","113","low"
