"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","49","blue-165","red-195","safe","risky","5398","3","bandit-task","3","29397","0.0-3.0-0.0","73","high"
"2","risky","53","blue-146","red-191","safe","risky","1863","3","bandit-task","4","34276","0.0-3.0-0.1","73","high"
"3","risky","26","blue-90","red-144","safe","risky","4622","3","bandit-task","5","41668","0.0-3.0-0.2","73","high"
"4","safe","50","blue-10","red-43","safe","risky","1926","3","bandit-task","6","46172","0.0-3.0-0.3","73","high"
"5","risky","35","blue-133","red-9","safe","risky","1751","3","bandit-task","7","50606","0.0-3.0-0.4","73","high"
"6","risky","60","blue-37","red-85","safe","risky","3550","3","bandit-task","8","57070","0.0-3.0-0.5","73","high"
"7","safe","50","blue-67","red-6","safe","risky","3398","3","bandit-task","9","63238","0.0-3.0-0.6","73","high"
"8","risky","30","blue-36","red-132","safe","risky","3135","3","bandit-task","10","69581","0.0-3.0-0.7","73","high"
"9","risky","62","blue-92","red-51","safe","risky","2702","3","bandit-task","11","74797","0.0-3.0-0.8","73","high"
"10","risky","55","blue-76","red-24","safe","risky","6278","3","bandit-task","12","84012","0.0-3.0-0.9","73","high"
"11","safe","53","blue-121","red-4","safe","risky","3463","3","bandit-task","13","90748","0.0-3.0-0.10","73","high"
"12","risky","39","blue-3","red-26","safe","risky","4526","3","bandit-task","14","97916","0.0-3.0-0.11","73","high"
"13","risky","53","blue-7","red-58","safe","risky","3574","3","bandit-task","15","104203","0.0-3.0-0.12","73","high"
"14","risky","16","blue-219","red-188","safe","risky","3054","3","bandit-task","16","110067","0.0-3.0-0.13","73","high"
"15","risky","35","blue-42","red-134","safe","risky","5657","3","bandit-task","17","118062","0.0-3.0-0.14","73","high"
"16","safe","51","blue-41","red-114","safe","risky","3734","3","bandit-task","18","124222","0.0-3.0-0.15","73","high"
"17","risky","57","blue-207","red-184","safe","risky","6207","3","bandit-task","19","133037","0.0-3.0-0.16","73","high"
"18","risky","53","blue-88","red-54","safe","risky","2038","3","bandit-task","20","137821","0.0-3.0-0.17","73","high"
"19","safe","49","blue-40","red-140","safe","risky","4630","3","bandit-task","21","144757","0.0-3.0-0.18","73","high"
"20","risky","50","blue-32","red-209","safe","risky","6735","3","bandit-task","22","154453","0.0-3.0-0.19","73","high"
"21","risky","24","blue-179","red-217","safe","risky","1406","3","bandit-task","23","158900","0.0-3.0-0.20","73","high"
"22","risky","43","blue-197","red-33","safe","risky","7070","3","bandit-task","24","168468","0.0-3.0-0.21","73","high"
"23","safe","51","blue-95","red-83","safe","risky","1958","3","bandit-task","25","172868","0.0-3.0-0.22","73","high"
"24","safe","51","blue-62","red-203","safe","risky","1286","3","bandit-task","26","176503","0.0-3.0-0.23","73","high"
"25","risky","42","blue-190","red-70","safe","risky","3782","3","bandit-task","27","183022","0.0-3.0-0.24","73","high"
"26","risky","31","blue-212","red-86","safe","risky","2270","3","bandit-task","28","188053","0.0-3.0-0.25","73","high"
"27","safe","49","blue-93","red-69","safe","risky","3375","3","bandit-task","29","193997","0.0-3.0-0.26","73","high"
"28","risky","71","blue-201","red-97","safe","risky","1423","3","bandit-task","30","197973","0.0-3.0-0.27","73","high"
"29","safe","51","blue-127","red-135","safe","risky","2229","3","bandit-task","31","202613","0.0-3.0-0.28","73","high"
"30","risky","61","blue-160","red-28","safe","risky","1614","3","bandit-task","32","206781","0.0-3.0-0.29","73","high"
"31","safe","50","blue-210","red-14","safe","risky","1766","3","bandit-task","33","210925","0.0-3.0-0.30","73","high"
"32","safe","51","blue-168","red-72","safe","risky","1943","3","bandit-task","34","215228","0.0-3.0-0.31","73","high"
"33","risky","22","blue-73","red-111","safe","risky","2390","3","bandit-task","35","220012","0.0-3.0-0.32","73","high"
"34","risky","18","blue-173","red-74","safe","risky","1230","3","bandit-task","36","223604","0.0-3.0-0.33","73","high"
"35","risky","46","blue-143","red-129","safe","risky","1086","3","bandit-task","37","227043","0.0-3.0-0.34","73","high"
"36","risky","25","blue-157","red-164","safe","risky","991","3","bandit-task","38","230572","0.0-3.0-0.35","73","high"
"37","safe","49","blue-118","red-162","safe","risky","2871","3","bandit-task","39","235819","0.0-3.0-0.36","73","high"
"38","safe","50","blue-198","red-12","safe","risky","1618","3","bandit-task","40","239815","0.0-3.0-0.37","73","high"
"39","risky","32","blue-123","red-102","safe","risky","974","3","bandit-task","41","243455","0.0-3.0-0.38","73","high"
"40","safe","49","blue-167","red-23","safe","risky","1886","3","bandit-task","42","247735","0.0-3.0-0.39","73","high"
"41","risky","56","blue-142","red-187","safe","risky","1214","3","bandit-task","43","251350","0.0-3.0-0.40","73","high"
"42","risky","71","blue-213","red-50","safe","risky","4102","3","bandit-task","44","257918","0.0-3.0-0.41","73","high"
"43","risky","16","blue-35","red-15","safe","risky","4518","3","bandit-task","45","264765","0.0-3.0-0.42","73","high"
"44","safe","49","blue-116","red-18","safe","risky","2438","3","bandit-task","46","269389","0.0-3.0-0.43","73","high"
"45","safe","51","blue-101","red-77","safe","risky","3039","3","bandit-task","47","274757","0.0-3.0-0.44","73","high"
"46","safe","51","blue-17","red-174","safe","risky","2741","3","bandit-task","48","279725","0.0-3.0-0.45","73","high"
"47","safe","47","blue-66","red-110","safe","risky","3766","3","bandit-task","49","285852","0.0-3.0-0.46","73","high"
"48","safe","49","blue-91","red-60","safe","risky","1511","3","bandit-task","50","289748","0.0-3.0-0.47","73","high"
"49","safe","50","blue-141","red-57","safe","risky","1711","3","bandit-task","51","293812","0.0-3.0-0.48","73","high"
"50","safe","48","blue-115","red-204","safe","risky","2126","3","bandit-task","52","298462","0.0-3.0-0.49","73","high"
"51","safe","51","blue-180","red-71","safe","risky","2359","3","bandit-task","53","303206","0.0-3.0-0.50","73","high"
"52","risky","53","blue-194","red-38","safe","risky","8502","3","bandit-task","54","314134","0.0-3.0-0.51","73","high"
"53","risky","45","blue-220","red-98","safe","risky","1734","3","bandit-task","55","318198","0.0-3.0-0.52","73","high"
"54","safe","49","blue-104","red-124","safe","risky","1583","3","bandit-task","56","322501","0.0-3.0-0.53","73","high"
"55","risky","30","blue-2","red-182","safe","risky","1550","3","bandit-task","57","326389","0.0-3.0-0.54","73","high"
"56","safe","50","blue-56","red-189","safe","risky","1758","3","bandit-task","58","330700","0.0-3.0-0.55","73","high"
"57","risky","75","blue-150","red-80","safe","risky","2727","3","bandit-task","59","335877","0.0-3.0-0.56","73","high"
"58","risky","19","blue-52","red-196","safe","risky","4431","3","bandit-task","60","342684","0.0-3.0-0.57","73","high"
"59","risky","42","blue-30","red-100","safe","risky","1399","3","bandit-task","61","346420","0.0-3.0-0.58","73","high"
"60","risky","74","blue-170","red-44","safe","risky","431","3","bandit-task","62","349260","0.0-3.0-0.59","73","high"
"61","safe","48","blue-94","red-89","safe","risky","710","3","bandit-task","63","352476","0.0-3.0-0.60","73","high"
"62","safe","50","blue-27","red-169","safe","risky","558","3","bandit-task","64","355395","0.0-3.0-0.61","73","high"
"63","risky","77","blue-78","red-178","safe","risky","407","3","bandit-task","65","358179","0.0-3.0-0.62","73","high"
"64","safe","50","blue-8","red-103","safe","risky","425","3","bandit-task","66","360966","0.0-3.0-0.63","73","high"
"65","safe","50","blue-47","red-202","safe","risky","494","3","bandit-task","67","363822","0.0-3.0-0.64","73","high"
"66","risky","49","blue-211","red-206","safe","risky","390","3","bandit-task","68","366790","0.0-3.0-0.65","73","high"
"67","risky","40","blue-155","red-29","safe","risky","406","3","bandit-task","69","369565","0.0-3.0-0.66","73","high"
"68","risky","68","blue-139","red-149","safe","risky","294","3","bandit-task","70","372229","0.0-3.0-0.67","73","high"
"69","safe","50","blue-186","red-99","safe","risky","991","3","bandit-task","71","375853","0.0-3.0-0.68","73","high"
"70","safe","49","blue-16","red-105","safe","risky","2254","3","bandit-task","72","380645","0.0-3.0-0.69","73","high"
"71","risky","57","blue-1","red-200","safe","risky","398","3","bandit-task","73","383509","0.0-3.0-0.70","73","high"
"72","risky","47","blue-109","red-161","safe","risky","342","3","bandit-task","74","386524","0.0-3.0-0.71","73","high"
"73","risky","87","blue-108","red-147","safe","risky","1423","3","bandit-task","75","390565","0.0-3.0-0.72","73","high"
"74","safe","49","blue-131","red-218","safe","risky","422","3","bandit-task","76","393396","0.0-3.0-0.73","73","high"
"75","safe","49","blue-176","red-46","safe","risky","455","3","bandit-task","77","396373","0.0-3.0-0.74","73","high"
"76","risky","38","blue-39","red-126","safe","risky","390","3","bandit-task","78","399180","0.0-3.0-0.75","73","high"
"77","risky","65","blue-5","red-153","safe","risky","317","3","bandit-task","79","401885","0.0-3.0-0.76","73","high"
"78","risky","47","blue-65","red-151","safe","risky","325","3","bandit-task","80","404580","0.0-3.0-0.77","73","high"
"79","risky","65","blue-125","red-119","safe","risky","318","3","bandit-task","81","407292","0.0-3.0-0.78","73","high"
"80","risky","52","blue-79","red-31","safe","risky","342","3","bandit-task","82","410083","0.0-3.0-0.79","73","high"
"81","risky","41","blue-49","red-154","safe","risky","343","3","bandit-task","83","413051","0.0-3.0-0.80","73","high"
"82","risky","56","blue-63","red-138","safe","risky","390","3","bandit-task","84","415819","0.0-3.0-0.81","73","high"
"83","risky","20","blue-55","red-172","safe","risky","358","3","bandit-task","85","418566","0.0-3.0-0.82","73","high"
"84","risky","62","blue-59","red-158","safe","risky","335","3","bandit-task","86","421302","0.0-3.0-0.83","73","high"
"85","risky","33","blue-106","red-130","safe","risky","1230","3","bandit-task","87","424854","0.0-3.0-0.84","73","high"
"86","risky","76","blue-148","red-25","safe","risky","334","3","bandit-task","88","427678","0.0-3.0-0.85","73","high"
"87","safe","50","blue-96","red-75","safe","risky","990","3","bandit-task","89","431070","0.0-3.0-0.86","73","high"
"88","risky","48","blue-19","red-163","safe","risky","1198","3","bandit-task","90","434605","0.0-3.0-0.87","73","high"
"89","risky","59","blue-159","red-216","safe","risky","343","3","bandit-task","91","437301","0.0-3.0-0.88","73","high"
"90","risky","26","blue-171","red-20","safe","risky","310","3","bandit-task","92","439965","0.0-3.0-0.89","73","high"
"91","risky","68","blue-117","red-177","safe","risky","358","3","bandit-task","93","442725","0.0-3.0-0.90","73","high"
"92","risky","64","blue-64","red-122","safe","risky","1822","3","bandit-task","94","446901","0.0-3.0-0.91","73","high"
"93","safe","50","blue-214","red-183","safe","risky","742","3","bandit-task","95","450076","0.0-3.0-0.92","73","high"
"94","risky","56","blue-156","red-112","safe","risky","2054","3","bandit-task","96","454565","0.0-3.0-0.93","73","high"
"95","safe","49","blue-82","red-175","safe","risky","406","3","bandit-task","97","457332","0.0-3.0-0.94","73","high"
"96","risky","33","blue-152","red-68","safe","risky","351","3","bandit-task","98","460076","0.0-3.0-0.95","73","high"
"97","risky","54","blue-107","red-34","safe","risky","303","3","bandit-task","99","462756","0.0-3.0-0.96","73","high"
"98","risky","57","blue-61","red-21","safe","risky","335","3","bandit-task","100","465436","0.0-3.0-0.97","73","high"
"99","risky","72","blue-137","red-208","safe","risky","342","3","bandit-task","101","468884","0.0-3.0-0.98","73","high"
"100","risky","69","blue-48","red-136","safe","risky","1030","3","bandit-task","102","472324","0.0-3.0-0.99","73","high"
"101","safe","49","blue-128","red-145","safe","risky","1406","3","bandit-task","103","476188","0.0-3.0-0.100","73","high"
"102","safe","50","blue-199","red-185","safe","risky","414","3","bandit-task","104","479207","0.0-3.0-0.101","73","high"
"103","safe","52","blue-22","red-81","safe","risky","454","3","bandit-task","105","482070","0.0-3.0-0.102","73","high"
"104","risky","62","blue-53","red-193","safe","risky","327","3","bandit-task","106","484758","0.0-3.0-0.103","73","high"
"105","risky","59","blue-166","red-11","safe","risky","374","3","bandit-task","107","487566","0.0-3.0-0.104","73","high"
"106","risky","30","blue-84","red-120","safe","risky","350","3","bandit-task","108","490294","0.0-3.0-0.105","73","high"
"107","risky","41","blue-87","red-181","safe","risky","326","3","bandit-task","109","493014","0.0-3.0-0.106","73","high"
"108","risky","43","blue-192","red-45","safe","risky","301","3","bandit-task","110","495686","0.0-3.0-0.107","73","high"
"109","risky","21","blue-215","red-205","safe","risky","302","3","bandit-task","111","498333","0.0-3.0-0.108","73","high"
"110","risky","40","blue-13","red-113","safe","risky","270","3","bandit-task","112","500957","0.0-3.0-0.109","73","high"
