"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","52","blue-36","red-116","safe","risky","4166","6","bandit-task","3","45952","0.0-3.0-0.0","50","low"
"2","risky","67","blue-36","red-116","safe","risky","6382","6","bandit-task","4","55351","0.0-3.0-0.1","50","low"
"3","safe","50","blue-36","red-116","safe","risky","2218","6","bandit-task","5","60562","0.0-3.0-0.2","50","low"
"4","safe","50","blue-36","red-116","safe","risky","1479","6","bandit-task","6","64818","0.0-3.0-0.3","50","low"
"5","risky","87","blue-36","red-116","safe","risky","622","6","bandit-task","7","67938","0.0-3.0-0.4","50","low"
"6","risky","58","blue-36","red-116","safe","risky","566","6","bandit-task","8","71082","0.0-3.0-0.5","50","low"
"7","safe","49","blue-36","red-116","safe","risky","1279","6","bandit-task","9","75002","0.0-3.0-0.6","50","low"
"8","risky","66","blue-36","red-116","safe","risky","558","6","bandit-task","10","77986","0.0-3.0-0.7","50","low"
"9","risky","51","blue-36","red-116","safe","risky","422","6","bandit-task","11","80793","0.0-3.0-0.8","50","low"
"10","risky","42","blue-36","red-116","safe","risky","367","6","bandit-task","12","83729","0.0-3.0-0.9","50","low"
"11","safe","50","blue-36","red-116","safe","risky","486","6","bandit-task","13","86745","0.0-3.0-0.10","50","low"
"12","safe","51","blue-36","red-116","safe","risky","542","6","bandit-task","14","89913","0.0-3.0-0.11","50","low"
"13","safe","48","blue-36","red-116","safe","risky","647","6","bandit-task","15","92953","0.0-3.0-0.12","50","low"
"14","risky","78","blue-36","red-116","safe","risky","462","6","bandit-task","16","96193","0.0-3.0-0.13","50","low"
"15","risky","58","blue-36","red-116","safe","risky","606","6","bandit-task","17","99304","0.0-3.0-0.14","50","low"
"16","risky","21","blue-36","red-116","safe","risky","463","6","bandit-task","18","102168","0.0-3.0-0.15","50","low"
"17","safe","50","blue-36","red-116","safe","risky","2775","6","bandit-task","19","107408","0.0-3.0-0.16","50","low"
"18","risky","14","blue-36","red-116","safe","risky","430","6","bandit-task","20","110192","0.0-3.0-0.17","50","low"
"19","safe","51","blue-36","red-116","safe","risky","422","6","bandit-task","21","112992","0.0-3.0-0.18","50","low"
"20","safe","49","blue-36","red-116","safe","risky","406","6","bandit-task","22","115952","0.0-3.0-0.19","50","low"
"21","safe","51","blue-36","red-116","safe","risky","439","6","bandit-task","23","118954","0.0-3.0-0.20","50","low"
"22","safe","52","blue-36","red-116","safe","risky","398","6","bandit-task","24","122306","0.0-3.0-0.21","50","low"
"23","safe","51","blue-36","red-116","safe","risky","334","6","bandit-task","25","125010","0.0-3.0-0.22","50","low"
"24","safe","51","blue-36","red-116","safe","risky","350","6","bandit-task","26","128450","0.0-3.0-0.23","50","low"
"25","safe","49","blue-36","red-116","safe","risky","391","6","bandit-task","27","131673","0.0-3.0-0.24","50","low"
"26","safe","50","blue-36","red-116","safe","risky","390","6","bandit-task","28","134489","0.0-3.0-0.25","50","low"
"27","risky","44","blue-36","red-116","safe","risky","463","6","bandit-task","29","137361","0.0-3.0-0.26","50","low"
"28","safe","51","blue-36","red-116","safe","risky","375","6","bandit-task","30","140137","0.0-3.0-0.27","50","low"
"29","safe","49","blue-36","red-116","safe","risky","390","6","bandit-task","31","143233","0.0-3.0-0.28","50","low"
"30","safe","51","blue-36","red-116","safe","risky","326","6","bandit-task","32","145968","0.0-3.0-0.29","50","low"
"31","safe","49","blue-36","red-116","safe","risky","519","6","bandit-task","33","148825","0.0-3.0-0.30","50","low"
"32","safe","50","blue-36","red-116","safe","risky","318","6","bandit-task","34","151824","0.0-3.0-0.31","50","low"
"33","safe","50","blue-36","red-116","safe","risky","358","6","bandit-task","35","154808","0.0-3.0-0.32","50","low"
"34","risky","27","blue-36","red-116","safe","risky","447","6","bandit-task","36","157753","0.0-3.0-0.33","50","low"
"35","safe","49","blue-36","red-116","safe","risky","326","6","bandit-task","37","161544","0.0-3.0-0.34","50","low"
"36","safe","52","blue-36","red-116","safe","risky","318","6","bandit-task","38","164216","0.0-3.0-0.35","50","low"
"37","safe","51","blue-36","red-116","safe","risky","342","6","bandit-task","39","166904","0.0-3.0-0.36","50","low"
"38","safe","49","blue-36","red-116","safe","risky","399","6","bandit-task","40","169752","0.0-3.0-0.37","50","low"
"39","safe","48","blue-36","red-116","safe","risky","334","6","bandit-task","41","172439","0.0-3.0-0.38","50","low"
"40","safe","52","blue-36","red-116","safe","risky","359","6","bandit-task","42","175135","0.0-3.0-0.39","50","low"
"41","safe","53","blue-36","red-116","safe","risky","655","6","bandit-task","43","178199","0.0-3.0-0.40","50","low"
"42","safe","49","blue-36","red-116","safe","risky","359","6","bandit-task","44","181035","0.0-3.0-0.41","50","low"
"43","risky","70","blue-36","red-116","safe","risky","446","6","bandit-task","45","184435","0.0-3.0-0.42","50","low"
"44","risky","20","blue-36","red-116","safe","risky","374","6","bandit-task","46","187194","0.0-3.0-0.43","50","low"
"45","safe","51","blue-36","red-116","safe","risky","543","6","bandit-task","47","190250","0.0-3.0-0.44","50","low"
"46","safe","50","blue-36","red-116","safe","risky","564","6","bandit-task","48","193378","0.0-3.0-0.45","50","low"
"47","risky","56","blue-36","red-116","safe","risky","550","6","bandit-task","49","196306","0.0-3.0-0.46","50","low"
"48","safe","50","blue-36","red-116","safe","risky","390","6","bandit-task","50","199057","0.0-3.0-0.47","50","low"
"49","safe","49","blue-36","red-116","safe","risky","607","6","bandit-task","51","202042","0.0-3.0-0.48","50","low"
"50","risky","16","blue-36","red-116","safe","risky","406","6","bandit-task","52","204786","0.0-3.0-0.49","50","low"
"51","safe","49","blue-36","red-116","safe","risky","358","6","bandit-task","53","207545","0.0-3.0-0.50","50","low"
"52","safe","50","blue-36","red-116","safe","risky","359","6","bandit-task","54","210273","0.0-3.0-0.51","50","low"
"53","safe","51","blue-36","red-116","safe","risky","367","6","bandit-task","55","213257","0.0-3.0-0.52","50","low"
"54","safe","49","blue-36","red-116","safe","risky","350","6","bandit-task","56","215969","0.0-3.0-0.53","50","low"
"55","safe","50","blue-36","red-116","safe","risky","430","6","bandit-task","57","218921","0.0-3.0-0.54","50","low"
"56","safe","49","blue-36","red-116","safe","risky","470","6","bandit-task","58","222217","0.0-3.0-0.55","50","low"
"57","safe","49","blue-36","red-116","safe","risky","350","6","bandit-task","59","225392","0.0-3.0-0.56","50","low"
"58","safe","51","blue-36","red-116","safe","risky","375","6","bandit-task","60","228233","0.0-3.0-0.57","50","low"
"59","safe","50","blue-36","red-116","safe","risky","327","6","bandit-task","61","231448","0.0-3.0-0.58","50","low"
"60","risky","55","blue-36","red-116","safe","risky","582","6","bandit-task","62","235328","0.0-3.0-0.59","50","low"
"61","safe","51","blue-36","red-116","safe","risky","358","6","bandit-task","63","238048","0.0-3.0-0.60","50","low"
"62","safe","50","blue-36","red-116","safe","risky","398","6","bandit-task","64","242051","0.0-3.0-0.61","50","low"
"63","safe","51","blue-36","red-116","safe","risky","422","6","bandit-task","65","244810","0.0-3.0-0.62","50","low"
"64","safe","49","blue-36","red-116","safe","risky","367","6","bandit-task","66","247602","0.0-3.0-0.63","50","low"
"65","safe","50","blue-36","red-116","safe","risky","391","6","bandit-task","67","250426","0.0-3.0-0.64","50","low"
"66","risky","38","blue-36","red-116","safe","risky","494","6","bandit-task","68","253306","0.0-3.0-0.65","50","low"
"67","safe","51","blue-36","red-116","safe","risky","422","6","bandit-task","69","256218","0.0-3.0-0.66","50","low"
"68","safe","50","blue-36","red-116","safe","risky","342","6","bandit-task","70","258938","0.0-3.0-0.67","50","low"
"69","safe","50","blue-36","red-116","safe","risky","302","6","bandit-task","71","261601","0.0-3.0-0.68","50","low"
"70","safe","48","blue-36","red-116","safe","risky","311","6","bandit-task","72","264321","0.0-3.0-0.69","50","low"
"71","safe","50","blue-36","red-116","safe","risky","302","6","bandit-task","73","266977","0.0-3.0-0.70","50","low"
"72","safe","51","blue-36","red-116","safe","risky","311","6","bandit-task","74","269617","0.0-3.0-0.71","50","low"
"73","safe","51","blue-36","red-116","safe","risky","301","6","bandit-task","75","272257","0.0-3.0-0.72","50","low"
"74","safe","51","blue-36","red-116","safe","risky","406","6","bandit-task","76","275001","0.0-3.0-0.73","50","low"
"75","safe","49","blue-36","red-116","safe","risky","389","6","bandit-task","77","277713","0.0-3.0-0.74","50","low"
"76","safe","51","blue-36","red-116","safe","risky","350","6","bandit-task","78","280393","0.0-3.0-0.75","50","low"
"77","safe","49","blue-36","red-116","safe","risky","358","6","bandit-task","79","283105","0.0-3.0-0.76","50","low"
"78","risky","37","blue-36","red-116","safe","risky","382","6","bandit-task","80","286016","0.0-3.0-0.77","50","low"
"79","safe","51","blue-36","red-116","safe","risky","551","6","bandit-task","81","289216","0.0-3.0-0.78","50","low"
"80","safe","49","blue-36","red-116","safe","risky","374","6","bandit-task","82","291952","0.0-3.0-0.79","50","low"
"81","safe","50","blue-36","red-116","safe","risky","277","6","bandit-task","83","294576","0.0-3.0-0.80","50","low"
"82","safe","48","blue-36","red-116","safe","risky","254","6","bandit-task","84","297183","0.0-3.0-0.81","50","low"
"83","safe","50","blue-36","red-116","safe","risky","327","6","bandit-task","85","299936","0.0-3.0-0.82","50","low"
"84","safe","49","blue-36","red-116","safe","risky","262","6","bandit-task","86","302546","0.0-3.0-0.83","50","low"
"85","safe","51","blue-36","red-116","safe","risky","271","6","bandit-task","87","305203","0.0-3.0-0.84","50","low"
"86","safe","52","blue-36","red-116","safe","risky","278","6","bandit-task","88","307882","0.0-3.0-0.85","50","low"
"87","safe","51","blue-36","red-116","safe","risky","262","6","bandit-task","89","310514","0.0-3.0-0.86","50","low"
"88","risky","28","blue-36","red-116","safe","risky","327","6","bandit-task","90","313306","0.0-3.0-0.87","50","low"
"89","safe","49","blue-36","red-116","safe","risky","381","6","bandit-task","91","316074","0.0-3.0-0.88","50","low"
"90","safe","50","blue-36","red-116","safe","risky","327","6","bandit-task","92","318770","0.0-3.0-0.89","50","low"
"91","safe","51","blue-36","red-116","safe","risky","270","6","bandit-task","93","321450","0.0-3.0-0.90","50","low"
"92","safe","49","blue-36","red-116","safe","risky","262","6","bandit-task","94","324146","0.0-3.0-0.91","50","low"
"93","safe","51","blue-36","red-116","safe","risky","318","6","bandit-task","95","327297","0.0-3.0-0.92","50","low"
"94","safe","49","blue-36","red-116","safe","risky","302","6","bandit-task","96","330289","0.0-3.0-0.93","50","low"
"95","safe","51","blue-36","red-116","safe","risky","295","6","bandit-task","97","332985","0.0-3.0-0.94","50","low"
"96","safe","49","blue-36","red-116","safe","risky","421","6","bandit-task","98","336377","0.0-3.0-0.95","50","low"
"97","safe","51","blue-36","red-116","safe","risky","294","6","bandit-task","99","339017","0.0-3.0-0.96","50","low"
"98","safe","50","blue-36","red-116","safe","risky","254","6","bandit-task","100","341641","0.0-3.0-0.97","50","low"
"99","safe","52","blue-36","red-116","safe","risky","246","6","bandit-task","101","344233","0.0-3.0-0.98","50","low"
"100","safe","49","blue-36","red-116","safe","risky","477","6","bandit-task","102","347376","0.0-3.0-0.99","50","low"
"101","risky","64","blue-36","red-116","safe","risky","510","6","bandit-task","103","350440","0.0-3.0-0.100","50","low"
"102","safe","50","blue-36","red-116","safe","risky","350","6","bandit-task","104","353192","0.0-3.0-0.101","50","low"
"103","safe","51","blue-36","red-116","safe","risky","262","6","bandit-task","105","357096","0.0-3.0-0.102","50","low"
"104","safe","49","blue-36","red-116","safe","risky","277","6","bandit-task","106","359976","0.0-3.0-0.103","50","low"
"105","safe","52","blue-36","red-116","safe","risky","254","6","bandit-task","107","362570","0.0-3.0-0.104","50","low"
"106","safe","51","blue-36","red-116","safe","risky","318","6","bandit-task","108","365514","0.0-3.0-0.105","50","low"
"107","safe","50","blue-36","red-116","safe","risky","286","6","bandit-task","109","368130","0.0-3.0-0.106","50","low"
"108","safe","50","blue-36","red-116","safe","risky","246","6","bandit-task","110","371002","0.0-3.0-0.107","50","low"
"109","safe","48","blue-36","red-116","safe","risky","262","6","bandit-task","111","373610","0.0-3.0-0.108","50","low"
