"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","53","red-27","blue-8","safe","risky","2806","1","bandit-task","3","33760","0.0-3.0-0.0","46","high"
"2","safe","51","red-4","blue-186","safe","risky","2830","1","bandit-task","4","38928","0.0-3.0-0.1","46","high"
"3","risky","55","red-72","blue-30","safe","risky","2999","1","bandit-task","5","44344","0.0-3.0-0.2","46","high"
"4","risky","61","red-105","blue-193","safe","risky","2015","1","bandit-task","6","48775","0.0-3.0-0.3","46","high"
"5","safe","50","red-172","blue-205","safe","risky","1966","1","bandit-task","7","53263","0.0-3.0-0.4","46","high"
"6","risky","20","red-96","blue-198","safe","risky","1798","1","bandit-task","8","57959","0.0-3.0-0.5","46","high"
"7","risky","67","red-101","blue-102","safe","risky","3502","1","bandit-task","9","64063","0.0-3.0-0.6","46","high"
"8","risky","39","red-44","blue-130","safe","risky","4410","1","bandit-task","10","70841","0.0-3.0-0.7","46","high"
"9","safe","49","red-2","blue-131","safe","risky","2822","1","bandit-task","11","76049","0.0-3.0-0.8","46","high"
"10","risky","46","red-35","blue-45","safe","risky","3326","1","bandit-task","12","81761","0.0-3.0-0.9","46","high"
"11","safe","50","red-7","blue-156","safe","risky","1999","1","bandit-task","13","86176","0.0-3.0-0.10","46","high"
"12","safe","51","red-67","blue-173","safe","risky","2103","1","bandit-task","14","90600","0.0-3.0-0.11","46","high"
"13","risky","28","red-66","blue-144","safe","risky","2382","1","bandit-task","15","95376","0.0-3.0-0.12","46","high"
"14","risky","51","red-207","blue-108","safe","risky","4246","1","bandit-task","16","102160","0.0-3.0-0.13","46","high"
"15","safe","49","red-32","blue-181","safe","risky","2022","1","bandit-task","17","106527","0.0-3.0-0.14","46","high"
"16","safe","50","red-46","blue-149","safe","risky","2671","1","bandit-task","18","111783","0.0-3.0-0.15","46","high"
"17","risky","33","red-51","blue-139","safe","risky","2430","1","bandit-task","19","116583","0.0-3.0-0.16","46","high"
"18","risky","20","red-185","blue-6","safe","risky","1894","1","bandit-task","20","120823","0.0-3.0-0.17","46","high"
"19","risky","56","red-150","blue-217","safe","risky","2430","1","bandit-task","21","125615","0.0-3.0-0.18","46","high"
"20","safe","49","red-116","blue-146","safe","risky","2335","1","bandit-task","22","130305","0.0-3.0-0.19","46","high"
