"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","49","red-99","blue-68","safe","risky","2061","2","bandit-task","3","43625","0.0-3.0-0.0","97","high"
"2","safe","50","red-144","blue-196","safe","risky","2710","2","bandit-task","4","49219","0.0-3.0-0.1","97","high"
"3","risky","40","red-120","blue-205","safe","risky","2190","2","bandit-task","5","54059","0.0-3.0-0.2","97","high"
"4","safe","49","red-183","blue-83","safe","risky","1599","2","bandit-task","6","58203","0.0-3.0-0.3","97","high"
"5","safe","50","red-22","blue-190","safe","risky","1294","2","bandit-task","7","61987","0.0-3.0-0.4","97","high"
"6","risky","55","red-98","blue-146","safe","risky","735","2","bandit-task","8","65490","0.0-3.0-0.5","97","high"
"7","risky","43","red-125","blue-5","safe","risky","2311","2","bandit-task","9","70266","0.0-3.0-0.6","97","high"
"8","risky","48","red-119","blue-173","safe","risky","4094","2","bandit-task","10","77058","0.0-3.0-0.7","97","high"
"9","safe","50","red-91","blue-52","safe","risky","3750","2","bandit-task","11","83330","0.0-3.0-0.8","97","high"
"10","safe","50","red-214","blue-56","safe","risky","2799","2","bandit-task","12","88537","0.0-3.0-0.9","97","high"
"11","safe","50","red-80","blue-193","safe","risky","3014","2","bandit-task","13","94457","0.0-3.0-0.10","97","high"
"12","risky","56","red-6","blue-102","safe","risky","2710","2","bandit-task","14","99993","0.0-3.0-0.11","97","high"
"13","risky","23","red-124","blue-166","safe","risky","1655","2","bandit-task","15","104057","0.0-3.0-0.12","97","high"
"14","risky","57","red-71","blue-134","safe","risky","1799","2","bandit-task","16","108232","0.0-3.0-0.13","97","high"
"15","risky","44","red-76","blue-45","safe","risky","2161","2","bandit-task","17","112763","0.0-3.0-0.14","97","high"
"16","risky","51","red-57","blue-9","safe","risky","1926","2","bandit-task","18","117019","0.0-3.0-0.15","97","high"
"17","safe","50","red-156","blue-19","safe","risky","1863","2","bandit-task","19","121234","0.0-3.0-0.16","97","high"
"18","risky","41","red-114","blue-218","safe","risky","2063","2","bandit-task","20","125634","0.0-3.0-0.17","97","high"
"19","safe","52","red-139","blue-194","safe","risky","1335","2","bandit-task","21","129778","0.0-3.0-0.18","97","high"
"20","safe","50","red-28","blue-141","safe","risky","2270","2","bandit-task","22","134426","0.0-3.0-0.19","97","high"
"21","risky","85","red-63","blue-163","safe","risky","2598","2","bandit-task","23","139802","0.0-3.0-0.20","97","high"
