"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","53","blue-160","red-113","risky","safe","1885","1","bandit-task","3","48170","0.0-3.0-0.0","87","high"
"2","safe","51","blue-20","red-53","risky","safe","1446","1","bandit-task","4","52681","0.0-3.0-0.1","87","high"
"3","safe","50","blue-44","red-158","risky","safe","2047","1","bandit-task","5","57641","0.0-3.0-0.2","87","high"
"4","risky","55","blue-211","red-209","risky","safe","1599","1","bandit-task","6","61969","0.0-3.0-0.3","87","high"
"5","risky","61","blue-213","red-12","risky","safe","1470","1","bandit-task","7","65921","0.0-3.0-0.4","87","high"
"6","risky","20","blue-13","red-200","risky","safe","1350","1","bandit-task","8","70113","0.0-3.0-0.5","87","high"
"7","risky","67","blue-51","red-46","risky","safe","1255","1","bandit-task","9","74153","0.0-3.0-0.6","87","high"
"8","risky","39","blue-129","red-9","risky","safe","2231","1","bandit-task","10","79232","0.0-3.0-0.7","87","high"
"9","risky","46","blue-14","red-116","risky","safe","1007","1","bandit-task","11","83120","0.0-3.0-0.8","87","high"
"10","safe","49","blue-3","red-174","risky","safe","2126","1","bandit-task","12","87776","0.0-3.0-0.9","87","high"
"11","risky","28","blue-45","red-48","risky","safe","3591","1","bandit-task","13","94735","0.0-3.0-0.10","87","high"
"12","safe","50","blue-98","red-19","risky","safe","2754","1","bandit-task","14","100394","0.0-3.0-0.11","87","high"
"13","safe","51","blue-83","red-202","risky","safe","1542","1","bandit-task","15","104826","0.0-3.0-0.12","87","high"
"14","risky","51","blue-59","red-80","risky","safe","1446","1","bandit-task","16","108946","0.0-3.0-0.13","87","high"
"15","risky","33","blue-106","red-195","risky","safe","1502","1","bandit-task","17","113233","0.0-3.0-0.14","87","high"
"16","risky","20","blue-63","red-89","risky","safe","1494","1","bandit-task","18","117225","0.0-3.0-0.15","87","high"
"17","risky","56","blue-22","red-27","risky","safe","1158","1","bandit-task","19","120873","0.0-3.0-0.16","87","high"
"18","risky","50","blue-100","red-164","risky","safe","1678","1","bandit-task","20","125801","0.0-3.0-0.17","87","high"
"19","safe","49","blue-26","red-210","risky","safe","1486","1","bandit-task","21","129865","0.0-3.0-0.18","87","high"
"20","risky","36","blue-144","red-66","risky","safe","1655","1","bandit-task","22","134624","0.0-3.0-0.19","87","high"
"21","risky","74","blue-4","red-157","risky","safe","1007","1","bandit-task","23","138632","0.0-3.0-0.20","87","high"
"22","risky","67","blue-140","red-154","risky","safe","2382","1","bandit-task","24","143727","0.0-3.0-0.21","87","high"
"23","safe","50","blue-150","red-184","risky","safe","1374","1","bandit-task","25","148032","0.0-3.0-0.22","87","high"
"24","risky","39","blue-115","red-64","risky","safe","966","1","bandit-task","26","151951","0.0-3.0-0.23","87","high"
"25","risky","32","blue-189","red-75","risky","safe","2215","1","bandit-task","27","157386","0.0-3.0-0.24","87","high"
"26","risky","60","blue-146","red-85","risky","safe","1142","1","bandit-task","28","161258","0.0-3.0-0.25","87","high"
"27","risky","48","blue-30","red-125","risky","safe","1438","1","bandit-task","29","165754","0.0-3.0-0.26","87","high"
"28","risky","58","blue-38","red-87","risky","safe","1094","1","bandit-task","30","169770","0.0-3.0-0.27","87","high"
"29","safe","49","blue-25","red-40","risky","safe","1382","1","bandit-task","31","174537","0.0-3.0-0.28","87","high"
"30","safe","50","blue-94","red-70","risky","safe","1359","1","bandit-task","32","178793","0.0-3.0-0.29","87","high"
"31","safe","51","blue-47","red-149","risky","safe","1926","1","bandit-task","33","183696","0.0-3.0-0.30","87","high"
"32","risky","52","blue-147","red-11","risky","safe","1255","1","bandit-task","34","187649","0.0-3.0-0.31","87","high"
"33","risky","55","blue-114","red-151","risky","safe","1462","1","bandit-task","35","192177","0.0-3.0-0.32","87","high"
"34","risky","53","blue-36","red-103","risky","safe","2342","1","bandit-task","36","197344","0.0-3.0-0.33","87","high"
"35","risky","49","blue-139","red-28","risky","safe","1167","1","bandit-task","37","201504","0.0-3.0-0.34","87","high"
"36","risky","61","blue-8","red-132","risky","safe","1222","1","bandit-task","38","205472","0.0-3.0-0.35","87","high"
"37","safe","51","blue-219","red-181","risky","safe","3294","1","bandit-task","39","211608","0.0-3.0-0.36","87","high"
"38","safe","49","blue-62","red-54","risky","safe","1167","1","bandit-task","40","215392","0.0-3.0-0.37","87","high"
"39","risky","48","blue-91","red-123","risky","safe","1303","1","bandit-task","41","219490","0.0-3.0-0.38","87","high"
"40","risky","48","blue-163","red-120","risky","safe","2215","1","bandit-task","42","224386","0.0-3.0-0.39","87","high"
"41","risky","25","blue-73","red-33","risky","safe","1087","1","bandit-task","43","227986","0.0-3.0-0.40","87","high"
"42","safe","49","blue-145","red-178","risky","safe","1542","1","bandit-task","44","232578","0.0-3.0-0.41","87","high"
"43","risky","33","blue-148","red-71","risky","safe","886","1","bandit-task","45","236441","0.0-3.0-0.42","87","high"
"44","risky","19","blue-105","red-220","risky","safe","895","1","bandit-task","46","239865","0.0-3.0-0.43","87","high"
"45","safe","50","blue-21","red-187","risky","safe","1151","1","bandit-task","47","244513","0.0-3.0-0.44","87","high"
"46","risky","48","blue-15","red-68","risky","safe","1461","1","bandit-task","48","248681","0.0-3.0-0.45","87","high"
"47","safe","50","blue-207","red-133","risky","safe","1118","1","bandit-task","49","252737","0.0-3.0-0.46","87","high"
"48","risky","82","blue-142","red-121","risky","safe","1350","1","bandit-task","50","257224","0.0-3.0-0.47","87","high"
"49","safe","51","blue-169","red-130","risky","safe","1311","1","bandit-task","51","261905","0.0-3.0-0.48","87","high"
"50","safe","50","blue-23","red-138","risky","safe","1445","1","bandit-task","52","266288","0.0-3.0-0.49","87","high"
"51","risky","17","blue-34","red-32","risky","safe","1014","1","bandit-task","53","269896","0.0-3.0-0.50","87","high"
"52","risky","30","blue-190","red-161","risky","safe","1310","1","bandit-task","54","274120","0.0-3.0-0.51","87","high"
"53","safe","49","blue-205","red-217","risky","safe","927","1","bandit-task","55","277615","0.0-3.0-0.52","87","high"
