"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","53","blue-173","red-182","risky","safe","2718","1","bandit-task","3","50915","0.0-3.0-0.0","112","low"
"2","safe","51","blue-173","red-182","risky","safe","1398","1","bandit-task","4","54843","0.0-3.0-0.1","112","low"
"3","risky","55","blue-173","red-182","risky","safe","863","1","bandit-task","5","58490","0.0-3.0-0.2","112","low"
"4","risky","61","blue-173","red-182","risky","safe","351","1","bandit-task","6","61202","0.0-3.0-0.3","112","low"
"5","risky","20","blue-173","red-182","risky","safe","342","1","bandit-task","7","63866","0.0-3.0-0.4","112","low"
"6","risky","67","blue-173","red-182","risky","safe","334","1","bandit-task","8","66778","0.0-3.0-0.5","112","low"
"7","safe","50","blue-173","red-182","risky","safe","502","1","bandit-task","9","69682","0.0-3.0-0.6","112","low"
"8","risky","39","blue-173","red-182","risky","safe","407","1","bandit-task","10","72930","0.0-3.0-0.7","112","low"
"9","safe","49","blue-173","red-182","risky","safe","326","1","bandit-task","11","76057","0.0-3.0-0.8","112","low"
"10","risky","46","blue-173","red-182","risky","safe","287","1","bandit-task","12","78985","0.0-3.0-0.9","112","low"
"11","safe","50","blue-173","red-182","risky","safe","607","1","bandit-task","13","81905","0.0-3.0-0.10","112","low"
"12","safe","51","blue-173","red-182","risky","safe","254","1","bandit-task","14","84497","0.0-3.0-0.11","112","low"
"13","risky","28","blue-173","red-182","risky","safe","246","1","bandit-task","15","87569","0.0-3.0-0.12","112","low"
"14","safe","49","blue-173","red-182","risky","safe","214","1","bandit-task","16","90169","0.0-3.0-0.13","112","low"
"15","safe","50","blue-173","red-182","risky","safe","246","1","bandit-task","17","92961","0.0-3.0-0.14","112","low"
"16","risky","51","blue-173","red-182","risky","safe","294","1","bandit-task","18","95697","0.0-3.0-0.15","112","low"
"17","safe","49","blue-173","red-182","risky","safe","263","1","bandit-task","19","98300","0.0-3.0-0.16","112","low"
"18","safe","50","blue-173","red-182","risky","safe","222","1","bandit-task","20","100859","0.0-3.0-0.17","112","low"
"19","safe","51","blue-173","red-182","risky","safe","254","1","bandit-task","21","103436","0.0-3.0-0.18","112","low"
"20","safe","51","blue-173","red-182","risky","safe","255","1","bandit-task","22","106011","0.0-3.0-0.19","112","low"
"21","safe","49","blue-173","red-182","risky","safe","271","1","bandit-task","23","108587","0.0-3.0-0.20","112","low"
"22","safe","49","blue-173","red-182","risky","safe","286","1","bandit-task","24","111435","0.0-3.0-0.21","112","low"
"23","safe","50","blue-173","red-182","risky","safe","302","1","bandit-task","25","115019","0.0-3.0-0.22","112","low"
"24","safe","50","blue-173","red-182","risky","safe","254","1","bandit-task","26","117706","0.0-3.0-0.23","112","low"
"25","safe","51","blue-173","red-182","risky","safe","487","1","bandit-task","27","120659","0.0-3.0-0.24","112","low"
"26","safe","50","blue-173","red-182","risky","safe","423","1","bandit-task","28","123394","0.0-3.0-0.25","112","low"
"27","safe","49","blue-173","red-182","risky","safe","263","1","bandit-task","29","126018","0.0-3.0-0.26","112","low"
"28","safe","50","blue-173","red-182","risky","safe","286","1","bandit-task","30","128602","0.0-3.0-0.27","112","low"
"29","safe","50","blue-173","red-182","risky","safe","295","1","bandit-task","31","131786","0.0-3.0-0.28","112","low"
"30","safe","50","blue-173","red-182","risky","safe","1270","1","bandit-task","32","135970","0.0-3.0-0.29","112","low"
"31","safe","49","blue-173","red-182","risky","safe","1207","1","bandit-task","33","139930","0.0-3.0-0.30","112","low"
"32","safe","52","blue-173","red-182","risky","safe","878","1","bandit-task","34","142970","0.0-3.0-0.31","112","low"
"33","safe","50","blue-173","red-182","risky","safe","431","1","bandit-task","35","146105","0.0-3.0-0.32","112","low"
"34","safe","49","blue-173","red-182","risky","safe","303","1","bandit-task","36","148921","0.0-3.0-0.33","112","low"
"35","safe","51","blue-173","red-182","risky","safe","270","1","bandit-task","37","151777","0.0-3.0-0.34","112","low"
"36","safe","48","blue-173","red-182","risky","safe","246","1","bandit-task","38","154889","0.0-3.0-0.35","112","low"
"37","safe","49","blue-173","red-182","risky","safe","630","1","bandit-task","39","157880","0.0-3.0-0.36","112","low"
"38","safe","50","blue-173","red-182","risky","safe","279","1","bandit-task","40","160428","0.0-3.0-0.37","112","low"
"39","safe","50","blue-173","red-182","risky","safe","278","1","bandit-task","41","162963","0.0-3.0-0.38","112","low"
"40","risky","33","blue-173","red-182","risky","safe","270","1","bandit-task","42","166315","0.0-3.0-0.39","112","low"
"41","risky","20","blue-173","red-182","risky","safe","246","1","bandit-task","43","169747","0.0-3.0-0.40","112","low"
"42","safe","50","blue-173","red-182","risky","safe","550","1","bandit-task","44","173683","0.0-3.0-0.41","112","low"
"43","safe","51","blue-173","red-182","risky","safe","638","1","bandit-task","45","177442","0.0-3.0-0.42","112","low"
"44","safe","50","blue-173","red-182","risky","safe","358","1","bandit-task","46","180658","0.0-3.0-0.43","112","low"
"45","safe","49","blue-173","red-182","risky","safe","390","1","bandit-task","47","183418","0.0-3.0-0.44","112","low"
"46","safe","52","blue-173","red-182","risky","safe","317","1","bandit-task","48","186210","0.0-3.0-0.45","112","low"
"47","safe","52","blue-173","red-182","risky","safe","382","1","bandit-task","49","188946","0.0-3.0-0.46","112","low"
"48","safe","48","blue-173","red-182","risky","safe","366","1","bandit-task","50","191826","0.0-3.0-0.47","112","low"
"49","safe","50","blue-173","red-182","risky","safe","311","1","bandit-task","51","194514","0.0-3.0-0.48","112","low"
"50","safe","50","blue-173","red-182","risky","safe","254","1","bandit-task","52","197073","0.0-3.0-0.49","112","low"
"51","safe","51","blue-173","red-182","risky","safe","246","1","bandit-task","53","199449","0.0-3.0-0.50","112","low"
"52","safe","49","blue-173","red-182","risky","safe","446","1","bandit-task","54","202193","0.0-3.0-0.51","112","low"
"53","safe","50","blue-173","red-182","risky","safe","271","1","bandit-task","55","204785","0.0-3.0-0.52","112","low"
"54","safe","49","blue-173","red-182","risky","safe","262","1","bandit-task","56","208065","0.0-3.0-0.53","112","low"
"55","safe","49","blue-173","red-182","risky","safe","311","1","bandit-task","57","210753","0.0-3.0-0.54","112","low"
"56","safe","50","blue-173","red-182","risky","safe","239","1","bandit-task","58","213368","0.0-3.0-0.55","112","low"
"57","safe","49","blue-173","red-182","risky","safe","294","1","bandit-task","59","217544","0.0-3.0-0.56","112","low"
"58","safe","49","blue-173","red-182","risky","safe","326","1","bandit-task","60","220979","0.0-3.0-0.57","112","low"
"59","safe","50","blue-173","red-182","risky","safe","222","1","bandit-task","61","223619","0.0-3.0-0.58","112","low"
"60","risky","56","blue-173","red-182","risky","safe","222","1","bandit-task","62","226827","0.0-3.0-0.59","112","low"
"61","safe","50","blue-173","red-182","risky","safe","222","1","bandit-task","63","229292","0.0-3.0-0.60","112","low"
"62","risky","50","blue-173","red-182","risky","safe","390","1","bandit-task","64","232227","0.0-3.0-0.61","112","low"
"63","risky","36","blue-173","red-182","risky","safe","278","1","bandit-task","65","235234","0.0-3.0-0.62","112","low"
"64","safe","50","blue-173","red-182","risky","safe","246","1","bandit-task","66","238522","0.0-3.0-0.63","112","low"
"65","safe","49","blue-173","red-182","risky","safe","631","1","bandit-task","67","241619","0.0-3.0-0.64","112","low"
"66","safe","49","blue-173","red-182","risky","safe","229","1","bandit-task","68","244354","0.0-3.0-0.65","112","low"
