"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","70","red-216","blue-7","safe","risky","4286","10","bandit-task","3","48557","0.0-3.0-0.0","75","low"
"2","safe","50","red-216","blue-7","safe","risky","1679","10","bandit-task","4","53108","0.0-3.0-0.1","75","low"
"3","risky","51","red-216","blue-7","safe","risky","1374","10","bandit-task","5","57732","0.0-3.0-0.2","75","low"
"4","safe","51","red-216","blue-7","safe","risky","3054","10","bandit-task","6","63555","0.0-3.0-0.3","75","low"
"5","risky","50","red-216","blue-7","safe","risky","2063","10","bandit-task","7","68428","0.0-3.0-0.4","75","low"
"6","risky","42","red-216","blue-7","safe","risky","3990","10","bandit-task","8","75555","0.0-3.0-0.5","75","low"
"7","risky","28","red-216","blue-7","safe","risky","3199","10","bandit-task","9","81355","0.0-3.0-0.6","75","low"
"8","safe","51","red-216","blue-7","safe","risky","711","10","bandit-task","10","84738","0.0-3.0-0.7","75","low"
"9","risky","58","red-216","blue-7","safe","risky","759","10","bandit-task","11","87882","0.0-3.0-0.8","75","low"
"10","safe","48","red-216","blue-7","safe","risky","503","10","bandit-task","12","91242","0.0-3.0-0.9","75","low"
"11","risky","47","red-216","blue-7","safe","risky","1119","10","bandit-task","13","95402","0.0-3.0-0.10","75","low"
"12","safe","50","red-216","blue-7","safe","risky","6950","10","bandit-task","14","108121","0.0-3.0-0.11","75","low"
"13","safe","48","red-216","blue-7","safe","risky","2705","10","bandit-task","15","113484","0.0-3.0-0.12","75","low"
"14","safe","51","red-216","blue-7","safe","risky","1390","10","bandit-task","16","117628","0.0-3.0-0.13","75","low"
"15","risky","34","red-216","blue-7","safe","risky","567","10","bandit-task","17","120700","0.0-3.0-0.14","75","low"
"16","safe","50","red-216","blue-7","safe","risky","583","10","bandit-task","18","123708","0.0-3.0-0.15","75","low"
"17","safe","50","red-216","blue-7","safe","risky","447","10","bandit-task","19","126531","0.0-3.0-0.16","75","low"
"18","safe","48","red-216","blue-7","safe","risky","486","10","bandit-task","20","129443","0.0-3.0-0.17","75","low"
"19","safe","50","red-216","blue-7","safe","risky","501","10","bandit-task","21","132755","0.0-3.0-0.18","75","low"
"20","risky","48","red-216","blue-7","safe","risky","862","10","bandit-task","22","136011","0.0-3.0-0.19","75","low"
"21","risky","67","red-216","blue-7","safe","risky","390","10","bandit-task","23","138715","0.0-3.0-0.20","75","low"
"22","risky","48","red-216","blue-7","safe","risky","455","10","bandit-task","24","141547","0.0-3.0-0.21","75","low"
"23","risky","65","red-216","blue-7","safe","risky","399","10","bandit-task","25","144395","0.0-3.0-0.22","75","low"
"24","risky","34","red-216","blue-7","safe","risky","478","10","bandit-task","26","147291","0.0-3.0-0.23","75","low"
"25","risky","65","red-216","blue-7","safe","risky","718","10","bandit-task","27","150426","0.0-3.0-0.24","75","low"
"26","risky","40","red-216","blue-7","safe","risky","822","10","bandit-task","28","153602","0.0-3.0-0.25","75","low"
"27","safe","50","red-216","blue-7","safe","risky","822","10","bandit-task","29","156794","0.0-3.0-0.26","75","low"
"28","safe","51","red-216","blue-7","safe","risky","335","10","bandit-task","30","159538","0.0-3.0-0.27","75","low"
"29","safe","49","red-216","blue-7","safe","risky","399","10","bandit-task","31","162289","0.0-3.0-0.28","75","low"
"30","safe","52","red-216","blue-7","safe","risky","375","10","bandit-task","32","164881","0.0-3.0-0.29","75","low"
"31","safe","50","red-216","blue-7","safe","risky","431","10","bandit-task","33","167697","0.0-3.0-0.30","75","low"
"32","safe","50","red-216","blue-7","safe","risky","350","10","bandit-task","34","170409","0.0-3.0-0.31","75","low"
"33","safe","51","red-216","blue-7","safe","risky","401","10","bandit-task","35","173228","0.0-3.0-0.32","75","low"
"34","safe","50","red-216","blue-7","safe","risky","470","10","bandit-task","36","176220","0.0-3.0-0.33","75","low"
"35","safe","49","red-216","blue-7","safe","risky","2270","10","bandit-task","37","180843","0.0-3.0-0.34","75","low"
"36","risky","68","red-216","blue-7","safe","risky","927","10","bandit-task","38","184211","0.0-3.0-0.35","75","low"
"37","safe","51","red-216","blue-7","safe","risky","487","10","bandit-task","39","187035","0.0-3.0-0.36","75","low"
"38","risky","45","red-216","blue-7","safe","risky","421","10","bandit-task","40","189803","0.0-3.0-0.37","75","low"
"39","risky","35","red-216","blue-7","safe","risky","742","10","bandit-task","41","192979","0.0-3.0-0.38","75","low"
"40","risky","38","red-216","blue-7","safe","risky","566","10","bandit-task","42","195907","0.0-3.0-0.39","75","low"
"41","risky","69","red-216","blue-7","safe","risky","559","10","bandit-task","43","198851","0.0-3.0-0.40","75","low"
"42","risky","61","red-216","blue-7","safe","risky","855","10","bandit-task","44","202058","0.0-3.0-0.41","75","low"
"43","risky","75","red-216","blue-7","safe","risky","726","10","bandit-task","45","205154","0.0-3.0-0.42","75","low"
"44","risky","16","red-216","blue-7","safe","risky","375","10","bandit-task","46","208226","0.0-3.0-0.43","75","low"
"45","risky","50","red-216","blue-7","safe","risky","431","10","bandit-task","47","211018","0.0-3.0-0.44","75","low"
"46","risky","45","red-216","blue-7","safe","risky","421","10","bandit-task","48","213866","0.0-3.0-0.45","75","low"
"47","risky","45","red-216","blue-7","safe","risky","717","10","bandit-task","49","217082","0.0-3.0-0.46","75","low"
"48","risky","58","red-216","blue-7","safe","risky","438","10","bandit-task","50","219921","0.0-3.0-0.47","75","low"
"49","risky","15","red-216","blue-7","safe","risky","583","10","bandit-task","51","222841","0.0-3.0-0.48","75","low"
"50","risky","36","red-216","blue-7","safe","risky","479","10","bandit-task","52","226050","0.0-3.0-0.49","75","low"
"51","safe","51","red-216","blue-7","safe","risky","413","10","bandit-task","53","229009","0.0-3.0-0.50","75","low"
"52","safe","49","red-216","blue-7","safe","risky","375","10","bandit-task","54","231589","0.0-3.0-0.51","75","low"
"53","safe","50","red-216","blue-7","safe","risky","974","10","bandit-task","55","234861","0.0-3.0-0.52","75","low"
"54","safe","51","red-216","blue-7","safe","risky","383","10","bandit-task","56","237548","0.0-3.0-0.53","75","low"
"55","safe","51","red-216","blue-7","safe","risky","302","10","bandit-task","57","240228","0.0-3.0-0.54","75","low"
"56","safe","49","red-216","blue-7","safe","risky","335","10","bandit-task","58","242948","0.0-3.0-0.55","75","low"
"57","safe","49","red-216","blue-7","safe","risky","310","10","bandit-task","59","245620","0.0-3.0-0.56","75","low"
"58","safe","50","red-216","blue-7","safe","risky","366","10","bandit-task","60","248412","0.0-3.0-0.57","75","low"
"59","safe","50","red-216","blue-7","safe","risky","350","10","bandit-task","61","251116","0.0-3.0-0.58","75","low"
"60","safe","52","red-216","blue-7","safe","risky","318","10","bandit-task","62","253812","0.0-3.0-0.59","75","low"
"61","safe","50","red-216","blue-7","safe","risky","342","10","bandit-task","63","256524","0.0-3.0-0.60","75","low"
"62","safe","49","red-216","blue-7","safe","risky","279","10","bandit-task","64","259147","0.0-3.0-0.61","75","low"
"63","safe","48","red-216","blue-7","safe","risky","263","10","bandit-task","65","261763","0.0-3.0-0.62","75","low"
"64","safe","50","red-216","blue-7","safe","risky","271","10","bandit-task","66","264243","0.0-3.0-0.63","75","low"
"65","safe","49","red-216","blue-7","safe","risky","302","10","bandit-task","67","267252","0.0-3.0-0.64","75","low"
"66","safe","51","red-216","blue-7","safe","risky","278","10","bandit-task","68","269987","0.0-3.0-0.65","75","low"
"67","safe","50","red-216","blue-7","safe","risky","390","10","bandit-task","69","272835","0.0-3.0-0.66","75","low"
"68","safe","49","red-216","blue-7","safe","risky","310","10","bandit-task","70","275499","0.0-3.0-0.67","75","low"
"69","safe","50","red-216","blue-7","safe","risky","287","10","bandit-task","71","278155","0.0-3.0-0.68","75","low"
"70","safe","51","red-216","blue-7","safe","risky","374","10","bandit-task","72","281194","0.0-3.0-0.69","75","low"
"71","safe","50","red-216","blue-7","safe","risky","943","10","bandit-task","73","284506","0.0-3.0-0.70","75","low"
"72","safe","49","red-216","blue-7","safe","risky","318","10","bandit-task","74","287138","0.0-3.0-0.71","75","low"
"73","safe","52","red-216","blue-7","safe","risky","390","10","bandit-task","75","289874","0.0-3.0-0.72","75","low"
"74","safe","51","red-216","blue-7","safe","risky","422","10","bandit-task","76","292652","0.0-3.0-0.73","75","low"
"75","safe","50","red-216","blue-7","safe","risky","422","10","bandit-task","77","295412","0.0-3.0-0.74","75","low"
"76","safe","50","red-216","blue-7","safe","risky","582","10","bandit-task","78","298220","0.0-3.0-0.75","75","low"
"77","safe","50","red-216","blue-7","safe","risky","542","10","bandit-task","79","301131","0.0-3.0-0.76","75","low"
"78","safe","51","red-216","blue-7","safe","risky","415","10","bandit-task","80","303915","0.0-3.0-0.77","75","low"
"79","safe","52","red-216","blue-7","safe","risky","390","10","bandit-task","81","306683","0.0-3.0-0.78","75","low"
"80","safe","51","red-216","blue-7","safe","risky","350","10","bandit-task","82","309379","0.0-3.0-0.79","75","low"
"81","safe","49","red-216","blue-7","safe","risky","318","10","bandit-task","83","312027","0.0-3.0-0.80","75","low"
"82","safe","51","red-216","blue-7","safe","risky","358","10","bandit-task","84","314795","0.0-3.0-0.81","75","low"
"83","safe","50","red-216","blue-7","safe","risky","366","10","bandit-task","85","317547","0.0-3.0-0.82","75","low"
"84","safe","50","red-216","blue-7","safe","risky","798","10","bandit-task","86","320714","0.0-3.0-0.83","75","low"
"85","safe","51","red-216","blue-7","safe","risky","382","10","bandit-task","87","323435","0.0-3.0-0.84","75","low"
"86","safe","50","red-216","blue-7","safe","risky","366","10","bandit-task","88","326250","0.0-3.0-0.85","75","low"
"87","safe","50","red-216","blue-7","safe","risky","382","10","bandit-task","89","328970","0.0-3.0-0.86","75","low"
"88","safe","50","red-216","blue-7","safe","risky","383","10","bandit-task","90","331794","0.0-3.0-0.87","75","low"
"89","safe","51","red-216","blue-7","safe","risky","374","10","bandit-task","91","334538","0.0-3.0-0.88","75","low"
"90","risky","15","red-216","blue-7","safe","risky","350","10","bandit-task","92","337234","0.0-3.0-0.89","75","low"
"91","risky","53","red-216","blue-7","safe","risky","278","10","bandit-task","93","339881","0.0-3.0-0.90","75","low"
