"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","50","blue-187","red-144","risky","safe","3158","9","bandit-task","3","47834","0.0-3.0-0.0","91","low"
"2","risky","50","blue-187","red-144","risky","safe","5615","9","bandit-task","4","56932","0.0-3.0-0.1","91","low"
"3","risky","67","blue-187","red-144","risky","safe","3295","9","bandit-task","5","63996","0.0-3.0-0.2","91","low"
"4","safe","51","blue-187","red-144","risky","safe","1302","9","bandit-task","6","68220","0.0-3.0-0.3","91","low"
"5","safe","47","blue-187","red-144","risky","safe","1535","9","bandit-task","7","72372","0.0-3.0-0.4","91","low"
"6","risky","21","blue-187","red-144","risky","safe","607","9","bandit-task","8","75852","0.0-3.0-0.5","91","low"
"7","risky","56","blue-187","red-144","risky","safe","1390","9","bandit-task","9","80275","0.0-3.0-0.6","91","low"
"8","safe","50","blue-187","red-144","risky","safe","870","9","bandit-task","10","83947","0.0-3.0-0.7","91","low"
"9","risky","62","blue-187","red-144","risky","safe","1238","9","bandit-task","11","88187","0.0-3.0-0.8","91","low"
"10","risky","32","blue-187","red-144","risky","safe","935","9","bandit-task","12","91587","0.0-3.0-0.9","91","low"
"11","safe","48","blue-187","red-144","risky","safe","535","9","bandit-task","13","94730","0.0-3.0-0.10","91","low"
"12","safe","50","blue-187","red-144","risky","safe","535","9","bandit-task","14","97762","0.0-3.0-0.11","91","low"
"13","safe","51","blue-187","red-144","risky","safe","566","9","bandit-task","15","100682","0.0-3.0-0.12","91","low"
"14","safe","51","blue-187","red-144","risky","safe","414","9","bandit-task","16","103506","0.0-3.0-0.13","91","low"
"15","safe","51","blue-187","red-144","risky","safe","430","9","bandit-task","17","106202","0.0-3.0-0.14","91","low"
"16","risky","49","blue-187","red-144","risky","safe","502","9","bandit-task","18","109106","0.0-3.0-0.15","91","low"
"17","risky","78","blue-187","red-144","risky","safe","1038","9","bandit-task","19","112730","0.0-3.0-0.16","91","low"
"18","risky","57","blue-187","red-144","risky","safe","431","9","bandit-task","20","115529","0.0-3.0-0.17","91","low"
"19","safe","50","blue-187","red-144","risky","safe","558","9","bandit-task","21","118436","0.0-3.0-0.18","91","low"
"20","risky","28","blue-187","red-144","risky","safe","503","9","bandit-task","22","121332","0.0-3.0-0.19","91","low"
"21","safe","49","blue-187","red-144","risky","safe","422","9","bandit-task","23","124124","0.0-3.0-0.20","91","low"
"22","safe","51","blue-187","red-144","risky","safe","382","9","bandit-task","24","126900","0.0-3.0-0.21","91","low"
"23","safe","46","blue-187","red-144","risky","safe","574","9","bandit-task","25","129812","0.0-3.0-0.22","91","low"
"24","risky","65","blue-187","red-144","risky","safe","598","9","bandit-task","26","132747","0.0-3.0-0.23","91","low"
"25","safe","51","blue-187","red-144","risky","safe","439","9","bandit-task","27","135628","0.0-3.0-0.24","91","low"
"26","risky","21","blue-187","red-144","risky","safe","518","9","bandit-task","28","138651","0.0-3.0-0.25","91","low"
"27","safe","50","blue-187","red-144","risky","safe","479","9","bandit-task","29","141507","0.0-3.0-0.26","91","low"
"28","risky","84","blue-187","red-144","risky","safe","630","9","bandit-task","30","144507","0.0-3.0-0.27","91","low"
"29","risky","40","blue-187","red-144","risky","safe","614","9","bandit-task","31","147875","0.0-3.0-0.28","91","low"
"30","safe","50","blue-187","red-144","risky","safe","886","9","bandit-task","32","151147","0.0-3.0-0.29","91","low"
"31","safe","49","blue-187","red-144","risky","safe","686","9","bandit-task","33","154395","0.0-3.0-0.30","91","low"
"32","risky","51","blue-187","red-144","risky","safe","646","9","bandit-task","34","157482","0.0-3.0-0.31","91","low"
"33","safe","51","blue-187","red-144","risky","safe","535","9","bandit-task","35","161082","0.0-3.0-0.32","91","low"
"34","risky","42","blue-187","red-144","risky","safe","535","9","bandit-task","36","164114","0.0-3.0-0.33","91","low"
"35","safe","49","blue-187","red-144","risky","safe","502","9","bandit-task","37","167010","0.0-3.0-0.34","91","low"
"36","safe","51","blue-187","red-144","risky","safe","446","9","bandit-task","38","169826","0.0-3.0-0.35","91","low"
"37","safe","52","blue-187","red-144","risky","safe","406","9","bandit-task","39","172442","0.0-3.0-0.36","91","low"
"38","safe","49","blue-187","red-144","risky","safe","518","9","bandit-task","40","175338","0.0-3.0-0.37","91","low"
"39","safe","51","blue-187","red-144","risky","safe","1071","9","bandit-task","41","178797","0.0-3.0-0.38","91","low"
"40","safe","50","blue-187","red-144","risky","safe","414","9","bandit-task","42","181605","0.0-3.0-0.39","91","low"
"41","risky","38","blue-187","red-144","risky","safe","454","9","bandit-task","43","184453","0.0-3.0-0.40","91","low"
"42","risky","38","blue-187","red-144","risky","safe","558","9","bandit-task","44","187572","0.0-3.0-0.41","91","low"
"43","safe","51","blue-187","red-144","risky","safe","407","9","bandit-task","45","190372","0.0-3.0-0.42","91","low"
"44","safe","49","blue-187","red-144","risky","safe","423","9","bandit-task","46","193596","0.0-3.0-0.43","91","low"
"45","safe","50","blue-187","red-144","risky","safe","390","9","bandit-task","47","196436","0.0-3.0-0.44","91","low"
"46","safe","51","blue-187","red-144","risky","safe","501","9","bandit-task","48","199492","0.0-3.0-0.45","91","low"
"47","safe","50","blue-187","red-144","risky","safe","438","9","bandit-task","49","202307","0.0-3.0-0.46","91","low"
"48","risky","29","blue-187","red-144","risky","safe","431","9","bandit-task","50","205132","0.0-3.0-0.47","91","low"
"49","safe","50","blue-187","red-144","risky","safe","383","9","bandit-task","51","207883","0.0-3.0-0.48","91","low"
"50","safe","49","blue-187","red-144","risky","safe","359","9","bandit-task","52","210627","0.0-3.0-0.49","91","low"
"51","safe","49","blue-187","red-144","risky","safe","358","9","bandit-task","53","213427","0.0-3.0-0.50","91","low"
"52","safe","50","blue-187","red-144","risky","safe","414","9","bandit-task","54","216275","0.0-3.0-0.51","91","low"
"53","safe","50","blue-187","red-144","risky","safe","430","9","bandit-task","55","219235","0.0-3.0-0.52","91","low"
"54","safe","51","blue-187","red-144","risky","safe","454","9","bandit-task","56","222131","0.0-3.0-0.53","91","low"
"55","safe","51","blue-187","red-144","risky","safe","518","9","bandit-task","57","225002","0.0-3.0-0.54","91","low"
"56","safe","52","blue-187","red-144","risky","safe","431","9","bandit-task","58","227851","0.0-3.0-0.55","91","low"
"57","safe","49","blue-187","red-144","risky","safe","375","9","bandit-task","59","230554","0.0-3.0-0.56","91","low"
"58","safe","49","blue-187","red-144","risky","safe","422","9","bandit-task","60","233354","0.0-3.0-0.57","91","low"
"59","safe","50","blue-187","red-144","risky","safe","367","9","bandit-task","61","236546","0.0-3.0-0.58","91","low"
"60","safe","51","blue-187","red-144","risky","safe","821","9","bandit-task","62","240253","0.0-3.0-0.59","91","low"
"61","safe","52","blue-187","red-144","risky","safe","758","9","bandit-task","63","243669","0.0-3.0-0.60","91","low"
"62","safe","50","blue-187","red-144","risky","safe","398","9","bandit-task","64","246493","0.0-3.0-0.61","91","low"
"63","risky","47","blue-187","red-144","risky","safe","406","9","bandit-task","65","249324","0.0-3.0-0.62","91","low"
"64","risky","57","blue-187","red-144","risky","safe","407","9","bandit-task","66","252124","0.0-3.0-0.63","91","low"
"65","risky","40","blue-187","red-144","risky","safe","719","9","bandit-task","67","255341","0.0-3.0-0.64","91","low"
"66","risky","39","blue-187","red-144","risky","safe","350","9","bandit-task","68","258044","0.0-3.0-0.65","91","low"
"67","safe","50","blue-187","red-144","risky","safe","374","9","bandit-task","69","260796","0.0-3.0-0.66","91","low"
"68","safe","50","blue-187","red-144","risky","safe","342","9","bandit-task","70","263580","0.0-3.0-0.67","91","low"
"69","safe","50","blue-187","red-144","risky","safe","478","9","bandit-task","71","266588","0.0-3.0-0.68","91","low"
"70","safe","51","blue-187","red-144","risky","safe","358","9","bandit-task","72","269339","0.0-3.0-0.69","91","low"
"71","safe","50","blue-187","red-144","risky","safe","367","9","bandit-task","73","272059","0.0-3.0-0.70","91","low"
"72","safe","51","blue-187","red-144","risky","safe","622","9","bandit-task","74","275363","0.0-3.0-0.71","91","low"
"73","safe","50","blue-187","red-144","risky","safe","390","9","bandit-task","75","278523","0.0-3.0-0.72","91","low"
"74","safe","49","blue-187","red-144","risky","safe","374","9","bandit-task","76","281283","0.0-3.0-0.73","91","low"
"75","safe","50","blue-187","red-144","risky","safe","430","9","bandit-task","77","284131","0.0-3.0-0.74","91","low"
"76","safe","51","blue-187","red-144","risky","safe","382","9","bandit-task","78","287163","0.0-3.0-0.75","91","low"
"77","safe","50","blue-187","red-144","risky","safe","447","9","bandit-task","79","290074","0.0-3.0-0.76","91","low"
"78","safe","48","blue-187","red-144","risky","safe","375","9","bandit-task","80","293235","0.0-3.0-0.77","91","low"
"79","safe","49","blue-187","red-144","risky","safe","406","9","bandit-task","81","296178","0.0-3.0-0.78","91","low"
"80","safe","52","blue-187","red-144","risky","safe","638","9","bandit-task","82","299610","0.0-3.0-0.79","91","low"
"81","safe","50","blue-187","red-144","risky","safe","1552","9","bandit-task","83","304100","0.0-3.0-0.80","91","low"
"82","safe","50","blue-187","red-144","risky","safe","447","9","bandit-task","84","307148","0.0-3.0-0.81","91","low"
"83","safe","49","blue-187","red-144","risky","safe","447","9","bandit-task","85","310076","0.0-3.0-0.82","91","low"
"84","safe","49","blue-187","red-144","risky","safe","446","9","bandit-task","86","312892","0.0-3.0-0.83","91","low"
"85","safe","51","blue-187","red-144","risky","safe","390","9","bandit-task","87","315812","0.0-3.0-0.84","91","low"
"86","risky","21","blue-187","red-144","risky","safe","406","9","bandit-task","88","318908","0.0-3.0-0.85","91","low"
"87","safe","50","blue-187","red-144","risky","safe","366","9","bandit-task","89","321683","0.0-3.0-0.86","91","low"
"88","safe","49","blue-187","red-144","risky","safe","367","9","bandit-task","90","324380","0.0-3.0-0.87","91","low"
"89","safe","51","blue-187","red-144","risky","safe","814","9","bandit-task","91","327563","0.0-3.0-0.88","91","low"
"90","safe","51","blue-187","red-144","risky","safe","431","9","bandit-task","92","330643","0.0-3.0-0.89","91","low"
"91","safe","50","blue-187","red-144","risky","safe","318","9","bandit-task","93","333299","0.0-3.0-0.90","91","low"
