"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","49","red-175","blue-4","safe","risky","1467","2","bandit-task","3","35176","0.0-3.0-0.0","115","high"
"2","risky","40","red-52","blue-60","safe","risky","782","2","bandit-task","4","39016","0.0-3.0-0.1","115","high"
"3","safe","50","red-137","blue-124","safe","risky","806","2","bandit-task","5","42520","0.0-3.0-0.2","115","high"
"4","safe","49","red-149","blue-133","safe","risky","1022","2","bandit-task","6","46112","0.0-3.0-0.3","115","high"
"5","risky","55","red-82","blue-180","safe","risky","918","2","bandit-task","7","49857","0.0-3.0-0.4","115","high"
"6","safe","50","red-214","blue-41","safe","risky","918","2","bandit-task","8","53241","0.0-3.0-0.5","115","high"
"7","risky","43","red-152","blue-2","safe","risky","1062","2","bandit-task","9","57233","0.0-3.0-0.6","115","high"
"8","safe","50","red-109","blue-83","safe","risky","846","2","bandit-task","10","60609","0.0-3.0-0.7","115","high"
"9","safe","50","red-30","blue-79","safe","risky","799","2","bandit-task","11","63816","0.0-3.0-0.8","115","high"
"10","risky","48","red-10","blue-46","safe","risky","815","2","bandit-task","12","66920","0.0-3.0-0.9","115","high"
"11","risky","56","red-168","blue-12","safe","risky","1006","2","bandit-task","13","70544","0.0-3.0-0.10","115","high"
"12","safe","50","red-164","blue-142","safe","risky","766","2","bandit-task","14","73456","0.0-3.0-0.11","115","high"
"13","risky","23","red-163","blue-38","safe","risky","1246","2","bandit-task","15","77360","0.0-3.0-0.12","115","high"
"14","safe","50","red-157","blue-113","safe","risky","653","2","bandit-task","16","80311","0.0-3.0-0.13","115","high"
"15","safe","52","red-155","blue-98","safe","risky","647","2","bandit-task","17","83280","0.0-3.0-0.14","115","high"
"16","safe","50","red-35","blue-148","safe","risky","438","2","bandit-task","18","85935","0.0-3.0-0.15","115","high"
"17","safe","51","red-114","blue-15","safe","risky","439","2","bandit-task","19","88599","0.0-3.0-0.16","115","high"
"18","safe","50","red-22","blue-71","safe","risky","726","2","bandit-task","20","91607","0.0-3.0-0.17","115","high"
"19","safe","49","red-112","blue-172","safe","risky","461","2","bandit-task","21","94240","0.0-3.0-0.18","115","high"
"20","safe","51","red-21","blue-150","safe","risky","525","2","bandit-task","22","97079","0.0-3.0-0.19","115","high"
"21","risky","57","red-216","blue-189","safe","risky","966","2","bandit-task","23","100407","0.0-3.0-0.20","115","high"
"22","safe","49","red-141","blue-96","safe","risky","598","2","bandit-task","24","103343","0.0-3.0-0.21","115","high"
"23","risky","44","red-72","blue-66","safe","risky","718","2","bandit-task","25","106438","0.0-3.0-0.22","115","high"
"24","safe","51","red-64","blue-61","safe","risky","607","2","bandit-task","26","109390","0.0-3.0-0.23","115","high"
"25","safe","49","red-75","blue-205","safe","risky","655","2","bandit-task","27","112302","0.0-3.0-0.24","115","high"
"26","risky","51","red-217","blue-54","safe","risky","751","2","bandit-task","28","115238","0.0-3.0-0.25","115","high"
"27","safe","49","red-5","blue-56","safe","risky","558","2","bandit-task","29","118086","0.0-3.0-0.26","115","high"
"28","safe","51","red-33","blue-85","safe","risky","583","2","bandit-task","30","121006","0.0-3.0-0.27","115","high"
"29","risky","41","red-179","blue-29","safe","risky","1030","2","bandit-task","31","124350","0.0-3.0-0.28","115","high"
"30","safe","49","red-50","blue-127","safe","risky","518","2","bandit-task","32","127206","0.0-3.0-0.29","115","high"
"31","safe","50","red-140","blue-184","safe","risky","478","2","bandit-task","33","129885","0.0-3.0-0.30","115","high"
"32","safe","51","red-146","blue-198","safe","risky","423","2","bandit-task","34","132421","0.0-3.0-0.31","115","high"
"33","safe","50","red-162","blue-32","safe","risky","470","2","bandit-task","35","135157","0.0-3.0-0.32","115","high"
"34","safe","48","red-103","blue-125","safe","risky","391","2","bandit-task","36","137845","0.0-3.0-0.33","115","high"
"35","safe","49","red-55","blue-129","safe","risky","454","2","bandit-task","37","140580","0.0-3.0-0.34","115","high"
"36","safe","48","red-143","blue-161","safe","risky","583","2","bandit-task","38","143461","0.0-3.0-0.35","115","high"
"37","safe","51","red-132","blue-171","safe","risky","559","2","bandit-task","39","146685","0.0-3.0-0.36","115","high"
"38","safe","50","red-120","blue-87","safe","risky","430","2","bandit-task","40","149308","0.0-3.0-0.37","115","high"
"39","risky","85","red-209","blue-19","safe","risky","607","2","bandit-task","41","152316","0.0-3.0-0.38","115","high"
"40","risky","27","red-199","blue-130","safe","risky","559","2","bandit-task","42","155108","0.0-3.0-0.39","115","high"
"41","safe","49","red-174","blue-42","safe","risky","511","2","bandit-task","43","157884","0.0-3.0-0.40","115","high"
"42","risky","46","red-192","blue-18","safe","risky","550","2","bandit-task","44","160580","0.0-3.0-0.41","115","high"
"43","safe","50","red-212","blue-185","safe","risky","510","2","bandit-task","45","163260","0.0-3.0-0.42","115","high"
"44","safe","49","red-139","blue-203","safe","risky","446","2","bandit-task","46","166116","0.0-3.0-0.43","115","high"
"45","safe","48","red-213","blue-49","safe","risky","750","2","bandit-task","47","169092","0.0-3.0-0.44","115","high"
"46","risky","33","red-194","blue-201","safe","risky","534","2","bandit-task","48","171952","0.0-3.0-0.45","115","high"
"47","safe","48","red-102","blue-37","safe","risky","485","2","bandit-task","49","174759","0.0-3.0-0.46","115","high"
"48","safe","48","red-1","blue-136","safe","risky","526","2","bandit-task","50","177399","0.0-3.0-0.47","115","high"
"49","safe","50","red-80","blue-7","safe","risky","518","2","bandit-task","51","180167","0.0-3.0-0.48","115","high"
"50","safe","50","red-204","blue-116","safe","risky","606","2","bandit-task","52","182951","0.0-3.0-0.49","115","high"
