"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","51","blue-48","red-186","risky","safe","3967","5","bandit-task","3","47992","0.0-3.0-0.0","47","low"
"2","risky","14","blue-48","red-186","risky","safe","1007","5","bandit-task","4","51919","0.0-3.0-0.1","47","low"
"3","risky","36","blue-48","red-186","risky","safe","1431","5","bandit-task","5","56231","0.0-3.0-0.2","47","low"
"4","safe","51","blue-48","red-186","risky","safe","1230","5","bandit-task","6","60263","0.0-3.0-0.3","47","low"
"5","risky","43","blue-48","red-186","risky","safe","670","5","bandit-task","7","63414","0.0-3.0-0.4","47","low"
"6","risky","56","blue-48","red-186","risky","safe","607","5","bandit-task","8","66590","0.0-3.0-0.5","47","low"
"7","safe","48","blue-48","red-186","risky","safe","535","5","bandit-task","9","69559","0.0-3.0-0.6","47","low"
"8","risky","38","blue-48","red-186","risky","safe","542","5","bandit-task","10","73766","0.0-3.0-0.7","47","low"
"9","risky","59","blue-48","red-186","risky","safe","623","5","bandit-task","11","77166","0.0-3.0-0.8","47","low"
"10","safe","49","blue-48","red-186","risky","safe","750","5","bandit-task","12","80390","0.0-3.0-0.9","47","low"
"11","safe","49","blue-48","red-186","risky","safe","726","5","bandit-task","13","83558","0.0-3.0-0.10","47","low"
"12","risky","40","blue-48","red-186","risky","safe","574","5","bandit-task","14","86606","0.0-3.0-0.11","47","low"
"13","risky","40","blue-48","red-186","risky","safe","2022","5","bandit-task","15","91022","0.0-3.0-0.12","47","low"
"14","safe","51","blue-48","red-186","risky","safe","487","5","bandit-task","16","94221","0.0-3.0-0.13","47","low"
"15","safe","49","blue-48","red-186","risky","safe","1238","5","bandit-task","17","97909","0.0-3.0-0.14","47","low"
"16","risky","56","blue-48","red-186","risky","safe","942","5","bandit-task","18","101445","0.0-3.0-0.15","47","low"
"17","risky","66","blue-48","red-186","risky","safe","598","5","bandit-task","19","104653","0.0-3.0-0.16","47","low"
"18","risky","38","blue-48","red-186","risky","safe","902","5","bandit-task","20","108213","0.0-3.0-0.17","47","low"
"19","safe","51","blue-48","red-186","risky","safe","1438","5","bandit-task","21","112573","0.0-3.0-0.18","47","low"
"20","safe","51","blue-48","red-186","risky","safe","558","5","bandit-task","22","115836","0.0-3.0-0.19","47","low"
"21","risky","34","blue-48","red-186","risky","safe","446","5","bandit-task","23","118852","0.0-3.0-0.20","47","low"
"22","safe","51","blue-48","red-186","risky","safe","383","5","bandit-task","24","121772","0.0-3.0-0.21","47","low"
"23","risky","22","blue-48","red-186","risky","safe","1221","5","bandit-task","25","125427","0.0-3.0-0.22","47","low"
"24","safe","49","blue-48","red-186","risky","safe","439","5","bandit-task","26","128339","0.0-3.0-0.23","47","low"
"25","safe","52","blue-48","red-186","risky","safe","534","5","bandit-task","27","131267","0.0-3.0-0.24","47","low"
"26","safe","53","blue-48","red-186","risky","safe","391","5","bandit-task","28","134243","0.0-3.0-0.25","47","low"
"27","safe","49","blue-48","red-186","risky","safe","383","5","bandit-task","29","137283","0.0-3.0-0.26","47","low"
"28","risky","66","blue-48","red-186","risky","safe","655","5","bandit-task","30","140514","0.0-3.0-0.27","47","low"
"29","risky","46","blue-48","red-186","risky","safe","415","5","bandit-task","31","143666","0.0-3.0-0.28","47","low"
"30","risky","74","blue-48","red-186","risky","safe","406","5","bandit-task","32","146466","0.0-3.0-0.29","47","low"
"31","risky","54","blue-48","red-186","risky","safe","358","5","bandit-task","33","149234","0.0-3.0-0.30","47","low"
"32","risky","42","blue-48","red-186","risky","safe","382","5","bandit-task","34","151986","0.0-3.0-0.31","47","low"
"33","risky","85","blue-48","red-186","risky","safe","326","5","bandit-task","35","154706","0.0-3.0-0.32","47","low"
"34","risky","39","blue-48","red-186","risky","safe","558","5","bandit-task","36","157778","0.0-3.0-0.33","47","low"
"35","risky","30","blue-48","red-186","risky","safe","606","5","bandit-task","37","160802","0.0-3.0-0.34","47","low"
"36","risky","62","blue-48","red-186","risky","safe","423","5","bandit-task","38","163617","0.0-3.0-0.35","47","low"
"37","risky","79","blue-48","red-186","risky","safe","375","5","bandit-task","39","166689","0.0-3.0-0.36","47","low"
"38","safe","49","blue-48","red-186","risky","safe","653","5","bandit-task","40","169809","0.0-3.0-0.37","47","low"
"39","safe","50","blue-48","red-186","risky","safe","406","5","bandit-task","41","172585","0.0-3.0-0.38","47","low"
"40","safe","50","blue-48","red-186","risky","safe","406","5","bandit-task","42","175633","0.0-3.0-0.39","47","low"
"41","risky","63","blue-48","red-186","risky","safe","382","5","bandit-task","43","178506","0.0-3.0-0.40","47","low"
"42","risky","56","blue-48","red-186","risky","safe","391","5","bandit-task","44","181450","0.0-3.0-0.41","47","low"
"43","safe","50","blue-48","red-186","risky","safe","359","5","bandit-task","45","184234","0.0-3.0-0.42","47","low"
"44","safe","52","blue-48","red-186","risky","safe","333","5","bandit-task","46","187122","0.0-3.0-0.43","47","low"
"45","risky","30","blue-48","red-186","risky","safe","935","5","bandit-task","47","190921","0.0-3.0-0.44","47","low"
"46","risky","60","blue-48","red-186","risky","safe","455","5","bandit-task","48","194705","0.0-3.0-0.45","47","low"
"47","risky","85","blue-48","red-186","risky","safe","1878","5","bandit-task","49","199401","0.0-3.0-0.46","47","low"
"48","safe","52","blue-48","red-186","risky","safe","775","5","bandit-task","50","202777","0.0-3.0-0.47","47","low"
"49","safe","51","blue-48","red-186","risky","safe","662","5","bandit-task","51","206057","0.0-3.0-0.48","47","low"
"50","safe","50","blue-48","red-186","risky","safe","583","5","bandit-task","52","209288","0.0-3.0-0.49","47","low"
"51","safe","49","blue-48","red-186","risky","safe","799","5","bandit-task","53","212448","0.0-3.0-0.50","47","low"
"52","risky","36","blue-48","red-186","risky","safe","535","5","bandit-task","54","215392","0.0-3.0-0.51","47","low"
"53","risky","21","blue-48","red-186","risky","safe","415","5","bandit-task","55","218304","0.0-3.0-0.52","47","low"
"54","safe","52","blue-48","red-186","risky","safe","350","5","bandit-task","56","221256","0.0-3.0-0.53","47","low"
"55","risky","62","blue-48","red-186","risky","safe","894","5","bandit-task","57","224544","0.0-3.0-0.54","47","low"
