"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","40","blue-189","red-150","safe","risky","3799","2","bandit-task","3","55639","0.0-3.0-0.0","3","high"
"2","safe","49","blue-196","red-93","safe","risky","3958","2","bandit-task","4","62823","0.0-3.0-0.1","3","high"
"3","safe","50","blue-54","red-188","safe","risky","6174","2","bandit-task","5","71902","0.0-3.0-0.2","3","high"
"4","safe","49","blue-178","red-63","safe","risky","1887","2","bandit-task","6","76326","0.0-3.0-0.3","3","high"
"5","safe","50","blue-2","red-112","safe","risky","2446","2","bandit-task","7","81214","0.0-3.0-0.4","3","high"
"6","safe","50","blue-177","red-110","safe","risky","2422","2","bandit-task","8","86342","0.0-3.0-0.5","3","high"
"7","risky","55","blue-45","red-167","safe","risky","2782","2","bandit-task","9","91910","0.0-3.0-0.6","3","high"
"8","safe","50","blue-165","red-207","safe","risky","3431","2","bandit-task","10","98021","0.0-3.0-0.7","3","high"
"9","risky","43","blue-114","red-214","safe","risky","2606","2","bandit-task","11","103298","0.0-3.0-0.8","3","high"
"10","safe","50","blue-42","red-55","safe","risky","1895","2","bandit-task","12","107873","0.0-3.0-0.9","3","high"
"11","safe","50","blue-103","red-6","safe","risky","2103","2","bandit-task","13","112505","0.0-3.0-0.10","3","high"
"12","risky","48","blue-82","red-38","safe","risky","2558","2","bandit-task","14","117737","0.0-3.0-0.11","3","high"
"13","safe","52","blue-201","red-148","safe","risky","2534","2","bandit-task","15","122689","0.0-3.0-0.12","3","high"
"14","safe","50","blue-152","red-160","safe","risky","1062","2","bandit-task","16","126401","0.0-3.0-0.13","3","high"
"15","safe","51","blue-105","red-83","safe","risky","1230","2","bandit-task","17","130096","0.0-3.0-0.14","3","high"
"16","safe","50","blue-138","red-156","safe","risky","1542","2","bandit-task","18","134616","0.0-3.0-0.15","3","high"
"17","safe","49","blue-106","red-186","safe","risky","2055","2","bandit-task","19","139512","0.0-3.0-0.16","3","high"
"18","risky","56","blue-127","red-39","safe","risky","2230","2","bandit-task","20","144400","0.0-3.0-0.17","3","high"
"19","risky","23","blue-218","red-51","safe","risky","2949","2","bandit-task","21","150200","0.0-3.0-0.18","3","high"
"20","safe","51","blue-7","red-29","safe","risky","1815","2","bandit-task","22","154848","0.0-3.0-0.19","3","high"
"21","safe","49","blue-163","red-31","safe","risky","1903","2","bandit-task","23","159279","0.0-3.0-0.20","3","high"
"22","safe","51","blue-184","red-140","safe","risky","1630","2","bandit-task","24","163547","0.0-3.0-0.21","3","high"
"23","risky","57","blue-129","red-211","safe","risky","2734","2","bandit-task","25","168987","0.0-3.0-0.22","3","high"
"24","safe","49","blue-87","red-88","safe","risky","4470","2","bandit-task","26","175964","0.0-3.0-0.23","3","high"
"25","safe","49","blue-19","red-132","safe","risky","2037","2","bandit-task","27","180723","0.0-3.0-0.24","3","high"
"26","risky","44","blue-81","red-174","safe","risky","1575","2","bandit-task","28","184738","0.0-3.0-0.25","3","high"
"27","safe","51","blue-47","red-91","safe","risky","1015","2","bandit-task","29","188250","0.0-3.0-0.26","3","high"
"28","safe","49","blue-104","red-71","safe","risky","1638","2","bandit-task","30","192354","0.0-3.0-0.27","3","high"
"29","risky","51","blue-169","red-18","safe","risky","2750","2","bandit-task","31","197618","0.0-3.0-0.28","3","high"
"30","safe","50","blue-25","red-48","safe","risky","1310","2","bandit-task","32","201810","0.0-3.0-0.29","3","high"
"31","risky","41","blue-50","red-122","safe","risky","6167","2","bandit-task","33","210433","0.0-3.0-0.30","3","high"
"32","safe","51","blue-139","red-113","safe","risky","1207","2","bandit-task","34","214073","0.0-3.0-0.31","3","high"
"33","safe","50","blue-147","red-98","safe","risky","2214","2","bandit-task","35","218793","0.0-3.0-0.32","3","high"
"34","safe","48","blue-120","red-80","safe","risky","4666","2","bandit-task","36","226236","0.0-3.0-0.33","3","high"
"35","safe","49","blue-168","red-141","safe","risky","3221","2","bandit-task","37","232036","0.0-3.0-0.34","3","high"
"36","safe","48","blue-69","red-144","safe","risky","1646","2","bandit-task","38","236420","0.0-3.0-0.35","3","high"
"37","safe","51","blue-199","red-95","safe","risky","4559","2","bandit-task","39","243371","0.0-3.0-0.36","3","high"
"38","risky","85","blue-68","red-121","safe","risky","2695","2","bandit-task","40","249867","0.0-3.0-0.37","3","high"
"39","risky","27","blue-10","red-190","safe","risky","2166","2","bandit-task","41","254987","0.0-3.0-0.38","3","high"
"40","safe","50","blue-37","red-158","safe","risky","1261","2","bandit-task","42","258907","0.0-3.0-0.39","3","high"
"41","safe","49","blue-193","red-192","safe","risky","1551","2","bandit-task","43","263082","0.0-3.0-0.40","3","high"
"42","safe","50","blue-77","red-125","safe","risky","2399","2","bandit-task","44","267922","0.0-3.0-0.41","3","high"
"43","safe","49","blue-173","red-97","safe","risky","1591","2","bandit-task","45","271954","0.0-3.0-0.42","3","high"
"44","risky","46","blue-155","red-43","safe","risky","1990","2","bandit-task","46","276522","0.0-3.0-0.43","3","high"
"45","risky","33","blue-126","red-11","safe","risky","2974","2","bandit-task","47","281946","0.0-3.0-0.44","3","high"
"46","safe","48","blue-203","red-62","safe","risky","2229","2","bandit-task","48","286786","0.0-3.0-0.45","3","high"
"47","risky","59","blue-108","red-16","safe","risky","2566","2","bandit-task","49","292001","0.0-3.0-0.46","3","high"
