"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","50","red-109","blue-22","risky","safe","3622","9","bandit-task","3","44156","0.0-3.0-0.0","74","low"
"2","risky","50","red-109","blue-22","risky","safe","982","9","bandit-task","4","47732","0.0-3.0-0.1","74","low"
"3","safe","51","red-109","blue-22","risky","safe","718","9","bandit-task","5","50900","0.0-3.0-0.2","74","low"
"4","risky","67","red-109","blue-22","risky","safe","526","9","bandit-task","6","53805","0.0-3.0-0.3","74","low"
"5","risky","21","red-109","blue-22","risky","safe","550","9","bandit-task","7","56716","0.0-3.0-0.4","74","low"
"6","risky","56","red-109","blue-22","risky","safe","447","9","bandit-task","8","59605","0.0-3.0-0.5","74","low"
"7","safe","47","red-109","blue-22","risky","safe","687","9","bandit-task","9","62676","0.0-3.0-0.6","74","low"
"8","risky","62","red-109","blue-22","risky","safe","423","9","bandit-task","10","65581","0.0-3.0-0.7","74","low"
"9","risky","32","red-109","blue-22","risky","safe","415","9","bandit-task","11","68340","0.0-3.0-0.8","74","low"
"10","risky","49","red-109","blue-22","risky","safe","351","9","bandit-task","12","71076","0.0-3.0-0.9","74","low"
"11","safe","50","red-109","blue-22","risky","safe","1294","9","bandit-task","13","74772","0.0-3.0-0.10","74","low"
"12","risky","78","red-109","blue-22","risky","safe","382","9","bandit-task","14","77492","0.0-3.0-0.11","74","low"
"13","safe","48","red-109","blue-22","risky","safe","359","9","bandit-task","15","80156","0.0-3.0-0.12","74","low"
"14","risky","57","red-109","blue-22","risky","safe","366","9","bandit-task","16","82891","0.0-3.0-0.13","74","low"
"15","safe","50","red-109","blue-22","risky","safe","487","9","bandit-task","17","85707","0.0-3.0-0.14","74","low"
"16","risky","28","red-109","blue-22","risky","safe","407","9","bandit-task","18","88483","0.0-3.0-0.15","74","low"
"17","risky","65","red-109","blue-22","risky","safe","350","9","bandit-task","19","91179","0.0-3.0-0.16","74","low"
