"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","distribution","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","risky","40","red-33","blue-10","risky","safe","3573","2","bandit-task","3","26400","0.0-3.0-0.0","36","low"
"2","safe","49","red-33","blue-10","risky","safe","2110","2","bandit-task","4","31551","0.0-3.0-0.1","36","low"
"3","risky","55","red-33","blue-10","risky","safe","4231","2","bandit-task","5","40983","0.0-3.0-0.2","36","low"
"4","risky","43","red-33","blue-10","risky","safe","767","2","bandit-task","6","44391","0.0-3.0-0.3","36","low"
"5","safe","50","red-33","blue-10","risky","safe","1031","2","bandit-task","7","48431","0.0-3.0-0.4","36","low"
"6","safe","49","red-33","blue-10","risky","safe","550","2","bandit-task","8","51592","0.0-3.0-0.5","36","low"
"7","risky","48","red-33","blue-10","risky","safe","590","2","bandit-task","9","54809","0.0-3.0-0.6","36","low"
"8","safe","50","red-33","blue-10","risky","safe","534","2","bandit-task","10","57993","0.0-3.0-0.7","36","low"
"9","risky","56","red-33","blue-10","risky","safe","566","2","bandit-task","11","61121","0.0-3.0-0.8","36","low"
"10","safe","50","red-33","blue-10","risky","safe","479","2","bandit-task","12","67272","0.0-3.0-0.9","36","low"
"11","safe","50","red-33","blue-10","risky","safe","3279","2","bandit-task","13","75056","0.0-3.0-0.10","36","low"
"12","safe","50","red-33","blue-10","risky","safe","414","2","bandit-task","14","78120","0.0-3.0-0.11","36","low"
"13","safe","50","red-33","blue-10","risky","safe","382","2","bandit-task","15","80880","0.0-3.0-0.12","36","low"
"14","safe","52","red-33","blue-10","risky","safe","390","2","bandit-task","16","83640","0.0-3.0-0.13","36","low"
"15","safe","50","red-33","blue-10","risky","safe","375","2","bandit-task","17","87183","0.0-3.0-0.14","36","low"
"16","risky","23","red-33","blue-10","risky","safe","1519","2","bandit-task","18","90903","0.0-3.0-0.15","36","low"
"17","safe","51","red-33","blue-10","risky","safe","446","2","bandit-task","19","93703","0.0-3.0-0.16","36","low"
"18","safe","50","red-33","blue-10","risky","safe","326","2","bandit-task","20","97103","0.0-3.0-0.17","36","low"
"19","safe","49","red-33","blue-10","risky","safe","438","2","bandit-task","21","100135","0.0-3.0-0.18","36","low"
"20","safe","51","red-33","blue-10","risky","safe","326","2","bandit-task","22","102855","0.0-3.0-0.19","36","low"
"21","safe","49","red-33","blue-10","risky","safe","375","2","bandit-task","23","105895","0.0-3.0-0.20","36","low"
"22","risky","57","red-33","blue-10","risky","safe","1191","2","bandit-task","24","109734","0.0-3.0-0.21","36","low"
"23","risky","44","red-33","blue-10","risky","safe","455","2","bandit-task","25","112502","0.0-3.0-0.22","36","low"
"24","risky","51","red-33","blue-10","risky","safe","318","2","bandit-task","26","115178","0.0-3.0-0.23","36","low"
"25","risky","41","red-33","blue-10","risky","safe","327","2","bandit-task","27","117849","0.0-3.0-0.24","36","low"
"26","risky","85","red-33","blue-10","risky","safe","918","2","bandit-task","28","121161","0.0-3.0-0.25","36","low"
"27","risky","27","red-33","blue-10","risky","safe","310","2","bandit-task","29","123785","0.0-3.0-0.26","36","low"
"28","safe","51","red-33","blue-10","risky","safe","295","2","bandit-task","30","126761","0.0-3.0-0.27","36","low"
"29","safe","49","red-33","blue-10","risky","safe","230","2","bandit-task","31","129345","0.0-3.0-0.28","36","low"
"30","safe","49","red-33","blue-10","risky","safe","311","2","bandit-task","32","131977","0.0-3.0-0.29","36","low"
"31","safe","51","red-33","blue-10","risky","safe","278","2","bandit-task","33","134584","0.0-3.0-0.30","36","low"
"32","safe","49","red-33","blue-10","risky","safe","263","2","bandit-task","34","137161","0.0-3.0-0.31","36","low"
"33","safe","50","red-33","blue-10","risky","safe","271","2","bandit-task","35","140832","0.0-3.0-0.32","36","low"
"34","safe","51","red-33","blue-10","risky","safe","430","2","bandit-task","36","143736","0.0-3.0-0.33","36","low"
"35","safe","50","red-33","blue-10","risky","safe","342","2","bandit-task","37","146456","0.0-3.0-0.34","36","low"
"36","safe","48","red-33","blue-10","risky","safe","494","2","bandit-task","38","149080","0.0-3.0-0.35","36","low"
"37","safe","49","red-33","blue-10","risky","safe","495","2","bandit-task","39","151648","0.0-3.0-0.36","36","low"
"38","safe","48","red-33","blue-10","risky","safe","495","2","bandit-task","40","154487","0.0-3.0-0.37","36","low"
"39","safe","51","red-33","blue-10","risky","safe","431","2","bandit-task","41","157399","0.0-3.0-0.38","36","low"
"40","safe","50","red-33","blue-10","risky","safe","262","2","bandit-task","42","160248","0.0-3.0-0.39","36","low"
"41","safe","49","red-33","blue-10","risky","safe","365","2","bandit-task","43","163367","0.0-3.0-0.40","36","low"
"42","risky","46","red-33","blue-10","risky","safe","1047","2","bandit-task","44","166679","0.0-3.0-0.41","36","low"
"43","risky","33","red-33","blue-10","risky","safe","310","2","bandit-task","45","169215","0.0-3.0-0.42","36","low"
"44","risky","59","red-33","blue-10","risky","safe","366","2","bandit-task","46","171942","0.0-3.0-0.43","36","low"
"45","risky","58","red-33","blue-10","risky","safe","246","2","bandit-task","47","174438","0.0-3.0-0.44","36","low"
