"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","risky","observe","31","blue-145","red-201","safe","risky","9230","bandit-task","7","269290","0.0-6.0","20587","low"
"1","safe","observe","51","blue-145","red-201","safe","risky","1660","bandit-task","8","275128","0.0-7.0","20587","low"
"2","safe","observe","49","blue-145","red-201","safe","risky","1842","bandit-task","9","280698","0.0-8.0","20587","low"
"3","risky","observe","68","blue-145","red-201","safe","risky","8267","bandit-task","10","293278","0.0-9.0","20587","low"
"4","safe","claim","51","blue-145","red-201","safe","risky","35125","bandit-task","11","332398","0.0-10.0","20587","low"
"5","risky","observe","77","blue-145","red-201","safe","risky","10568","bandit-task","12","357396","0.0-11.0","20587","low"
"6","risky","claim","21","blue-145","red-201","safe","risky","2548","bandit-task","13","363559","0.0-12.0","20587","low"
"7","safe","observe","50","blue-145","red-201","safe","risky","2761","bandit-task","14","370007","0.0-13.0","20587","low"
"8","safe","claim","51","blue-145","red-201","safe","risky","861","bandit-task","15","374306","0.0-14.0","20587","low"
"9","risky","claim","30","blue-145","red-201","safe","risky","564","bandit-task","16","379960","0.0-15.0","20587","low"
"10","risky","claim","34","blue-145","red-201","safe","risky","636","bandit-task","17","384059","0.0-16.0","20587","low"
"11","safe","observe","47","blue-145","red-201","safe","risky","491","bandit-task","18","387910","0.0-17.0","20587","low"
"12","risky","observe","57","blue-145","red-201","safe","risky","1365","bandit-task","19","393662","0.0-18.0","20587","low"
"13","safe","observe","49","blue-145","red-201","safe","risky","445","bandit-task","20","397913","0.0-19.0","20587","low"
"14","risky","claim","46","blue-145","red-201","safe","risky","501","bandit-task","21","401996","0.0-20.0","20587","low"
"15","safe","observe","50","blue-145","red-201","safe","risky","629","bandit-task","22","405770","0.0-21.0","20587","low"
"16","risky","claim","62","blue-145","red-201","safe","risky","418","bandit-task","23","410179","0.0-22.0","20587","low"
"17","safe","claim","51","blue-145","red-201","safe","risky","501","bandit-task","24","416376","0.0-23.0","20587","low"
"18","safe","claim","50","blue-145","red-201","safe","risky","2345","bandit-task","25","423366","0.0-24.0","20587","low"
"19","safe","claim","50","blue-145","red-201","safe","risky","3012","bandit-task","26","433156","0.0-25.0","20587","low"
"20","safe","observe","49","blue-145","red-201","safe","risky","855","bandit-task","27","437102","0.0-26.0","20587","low"
"21","risky","claim","31","blue-145","red-201","safe","risky","464","bandit-task","28","440765","0.0-27.0","20587","low"
"22","risky","observe","64","blue-145","red-201","safe","risky","433","bandit-task","29","444688","0.0-28.0","20587","low"
"23","risky","claim","82","blue-145","red-201","safe","risky","411","bandit-task","30","448820","0.0-29.0","20587","low"
"24","safe","observe","49","blue-145","red-201","safe","risky","592","bandit-task","31","453949","0.0-30.0","20587","low"
"25","risky","claim","76","blue-145","red-201","safe","risky","410","bandit-task","32","457630","0.0-31.0","20587","low"
"26","risky","claim","68","blue-145","red-201","safe","risky","422","bandit-task","33","461704","0.0-32.0","20587","low"
"27","safe","claim","49","blue-145","red-201","safe","risky","480","bandit-task","34","465159","0.0-33.0","20587","low"
"28","risky","observe","54","blue-145","red-201","safe","risky","434","bandit-task","35","468963","0.0-34.0","20587","low"
"29","risky","claim","28","blue-145","red-201","safe","risky","1508","bandit-task","36","474276","0.0-35.0","20587","low"
"30","safe","claim","49","blue-145","red-201","safe","risky","582","bandit-task","37","478576","0.0-36.0","20587","low"
"31","risky","claim","20","blue-145","red-201","safe","risky","461","bandit-task","38","482557","0.0-37.0","20587","low"
"32","risky","claim","48","blue-145","red-201","safe","risky","435","bandit-task","39","486218","0.0-38.0","20587","low"
"33","safe","observe","50","blue-145","red-201","safe","risky","936","bandit-task","40","490269","0.0-39.0","20587","low"
"34","risky","observe","47","blue-145","red-201","safe","risky","444","bandit-task","41","493838","0.0-40.0","20587","low"
"35","risky","claim","23","blue-145","red-201","safe","risky","445","bandit-task","42","498092","0.0-41.0","20587","low"
"36","safe","claim","50","blue-145","red-201","safe","risky","483","bandit-task","43","504920","0.0-42.0","20587","low"
"37","risky","claim","15","blue-145","red-201","safe","risky","668","bandit-task","44","508794","0.0-43.0","20587","low"
"38","safe","observe","49","blue-145","red-201","safe","risky","527","bandit-task","45","512836","0.0-44.0","20587","low"
"39","risky","observe","34","blue-145","red-201","safe","risky","422","bandit-task","46","517026","0.0-45.0","20587","low"
"40","safe","claim","48","blue-145","red-201","safe","risky","448","bandit-task","47","521262","0.0-46.0","20587","low"
"41","safe","claim","50","blue-145","red-201","safe","risky","436","bandit-task","48","524902","0.0-47.0","20587","low"
"42","risky","claim","69","blue-145","red-201","safe","risky","788","bandit-task","49","528679","0.0-48.0","20587","low"
"43","safe","claim","50","blue-145","red-201","safe","risky","457","bandit-task","50","532466","0.0-49.0","20587","low"
"44","safe","observe","52","blue-145","red-201","safe","risky","558","bandit-task","51","536037","0.0-50.0","20587","low"
"45","risky","observe","36","blue-145","red-201","safe","risky","413","bandit-task","52","539605","0.0-51.0","20587","low"
"46","safe","claim","51","blue-145","red-201","safe","risky","502","bandit-task","53","544214","0.0-52.0","20587","low"
"47","safe","claim","51","blue-145","red-201","safe","risky","514","bandit-task","54","548730","0.0-53.0","20587","low"
"48","safe","claim","51","blue-145","red-201","safe","risky","457","bandit-task","55","554554","0.0-54.0","20587","low"
"49","safe","claim","48","blue-145","red-201","safe","risky","868","bandit-task","56","559968","0.0-55.0","20587","low"
"50","safe","claim","51","blue-145","red-201","safe","risky","3646","bandit-task","57","568999","0.0-56.0","20587","low"
"51","risky","observe","71","blue-145","red-201","safe","risky","404","bandit-task","58","573396","0.0-57.0","20587","low"
"52","risky","claim","81","blue-145","red-201","safe","risky","437","bandit-task","59","576981","0.0-58.0","20587","low"
"53","risky","claim","29","blue-145","red-201","safe","risky","390","bandit-task","60","581160","0.0-59.0","20587","low"
"54","risky","claim","60","blue-145","red-201","safe","risky","2388","bandit-task","61","586666","0.0-60.0","20587","low"
"55","safe","observe","50","blue-145","red-201","safe","risky","562","bandit-task","62","591441","0.0-61.0","20587","low"
"56","risky","observe","70","blue-145","red-201","safe","risky","439","bandit-task","63","596229","0.0-62.0","20587","low"
"57","risky","claim","58","blue-145","red-201","safe","risky","438","bandit-task","64","599969","0.0-63.0","20587","low"
"58","risky","claim","42","blue-145","red-201","safe","risky","411","bandit-task","65","603675","0.0-64.0","20587","low"
"59","risky","claim","87","blue-145","red-201","safe","risky","428","bandit-task","66","608126","0.0-65.0","20587","low"
"60","safe","observe","50","blue-145","red-201","safe","risky","565","bandit-task","67","611937","0.0-66.0","20587","low"
"61","risky","claim","75","blue-145","red-201","safe","risky","381","bandit-task","68","616886","0.0-67.0","20587","low"
"62","risky","observe","61","blue-145","red-201","safe","risky","420","bandit-task","69","620817","0.0-68.0","20587","low"
"63","risky","claim","72","blue-145","red-201","safe","risky","807","bandit-task","70","625029","0.0-69.0","20587","low"
"64","risky","claim","39","blue-145","red-201","safe","risky","638","bandit-task","71","628943","0.0-70.0","20587","low"
"65","risky","claim","32","blue-145","red-201","safe","risky","1544","bandit-task","72","634245","0.0-71.0","20587","low"
"66","safe","claim","50","blue-145","red-201","safe","risky","590","bandit-task","73","638497","0.0-72.0","20587","low"
"67","risky","observe","56","blue-145","red-201","safe","risky","404","bandit-task","74","641853","0.0-73.0","20587","low"
"68","safe","observe","50","blue-145","red-201","safe","risky","468","bandit-task","75","645838","0.0-74.0","20587","low"
"69","risky","claim","48","blue-145","red-201","safe","risky","380","bandit-task","76","649538","0.0-75.0","20587","low"
"70","risky","claim","21","blue-145","red-201","safe","risky","525","bandit-task","77","653918","0.0-76.0","20587","low"
"71","risky","claim","57","blue-145","red-201","safe","risky","2876","bandit-task","78","661723","0.0-77.0","20587","low"
"72","risky","observe","44","blue-145","red-201","safe","risky","2837","bandit-task","79","667556","0.0-78.0","20587","low"
"73","safe","claim","51","blue-145","red-201","safe","risky","699","bandit-task","80","671790","0.0-79.0","20587","low"
"74","safe","claim","52","blue-145","red-201","safe","risky","495","bandit-task","81","675507","0.0-80.0","20587","low"
"75","safe","observe","50","blue-145","red-201","safe","risky","634","bandit-task","82","679116","0.0-81.0","20587","low"
"76","risky","claim","87","blue-145","red-201","safe","risky","548","bandit-task","83","683070","0.0-82.0","20587","low"
"77","risky","observe","24","blue-145","red-201","safe","risky","453","bandit-task","84","686680","0.0-83.0","20587","low"
"78","safe","claim","50","blue-145","red-201","safe","risky","470","bandit-task","85","690611","0.0-84.0","20587","low"
"79","safe","observe","48","blue-145","red-201","safe","risky","541","bandit-task","86","694108","0.0-85.0","20587","low"
"80","risky","observe","19","blue-145","red-201","safe","risky","527","bandit-task","87","697860","0.0-86.0","20587","low"
"81","safe","claim","50","blue-145","red-201","safe","risky","481","bandit-task","88","701840","0.0-87.0","20587","low"
"82","safe","claim","50","blue-145","red-201","safe","risky","496","bandit-task","89","712593","0.0-88.0","20587","low"
"83","safe","claim","51","blue-145","red-201","safe","risky","878","bandit-task","90","716940","0.0-89.0","20587","low"
"84","safe","claim","50","blue-145","red-201","safe","risky","621","bandit-task","91","720967","0.0-90.0","20587","low"
"85","risky","observe","73","blue-145","red-201","safe","risky","429","bandit-task","92","725060","0.0-91.0","20587","low"
"86","safe","observe","49","blue-145","red-201","safe","risky","837","bandit-task","93","728847","0.0-92.0","20587","low"
"87","risky","claim","10","blue-145","red-201","safe","risky","387","bandit-task","94","732441","0.0-93.0","20587","low"
"88","risky","claim","33","blue-145","red-201","safe","risky","459","bandit-task","95","736611","0.0-94.0","20587","low"
"89","risky","claim","79","blue-145","red-201","safe","risky","455","bandit-task","96","741128","0.0-95.0","20587","low"
"90","risky","claim","13","blue-145","red-201","safe","risky","714","bandit-task","97","744866","0.0-96.0","20587","low"
"91","safe","observe","51","blue-145","red-201","safe","risky","436","bandit-task","98","748564","0.0-97.0","20587","low"
"92","risky","observe","62","blue-145","red-201","safe","risky","669","bandit-task","99","752413","0.0-98.0","20587","low"
"93","risky","claim","61","blue-145","red-201","safe","risky","438","bandit-task","100","756290","0.0-99.0","20587","low"
"94","risky","claim","68","blue-145","red-201","safe","risky","425","bandit-task","101","759883","0.0-100.0","20587","low"
"95","risky","claim","74","blue-145","red-201","safe","risky","478","bandit-task","102","769117","0.0-101.0","20587","low"
"96","risky","claim","61","blue-145","red-201","safe","risky","1734","bandit-task","103","774650","0.0-102.0","20587","low"
"97","safe","claim","50","blue-145","red-201","safe","risky","685","bandit-task","104","778984","0.0-103.0","20587","low"
"98","safe","claim","50","blue-145","red-201","safe","risky","488","bandit-task","105","783075","0.0-104.0","20587","low"
"99","safe","claim","50","blue-145","red-201","safe","risky","6944","bandit-task","106","794836","0.0-105.0","20587","low"
