"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","risky","observe","33","red-30","blue-198","safe","risky","41408","bandit-task","7","267030","0.0-6.0","21265","high"
"1","risky","observe","71","red-105","blue-1","safe","risky","3767","bandit-task","8","278370","0.0-7.0","21265","high"
"2","risky","observe","18","red-184","blue-106","safe","risky","2146","bandit-task","9","285266","0.0-8.0","21265","high"
"3","safe","observe","52","red-125","blue-37","safe","risky","3361","bandit-task","10","304065","0.0-9.0","21265","high"
"4","safe","observe","50","red-6","blue-204","safe","risky","3047","bandit-task","11","328658","0.0-10.0","21265","high"
"5","safe","observe","52","red-93","blue-54","safe","risky","3721","bandit-task","12","351124","0.0-11.0","21265","high"
"6","safe","observe","51","red-89","blue-182","safe","risky","2540","bandit-task","13","368899","0.0-12.0","21265","high"
"7","safe","observe","51","red-43","blue-197","safe","risky","1517","bandit-task","14","380194","0.0-13.0","21265","high"
"8","safe","observe","51","red-59","blue-148","safe","risky","1381","bandit-task","15","393311","0.0-14.0","21265","high"
"9","safe","observe","50","red-172","blue-50","safe","risky","1270","bandit-task","16","408060","0.0-15.0","21265","high"
"10","safe","observe","51","red-134","blue-154","safe","risky","2045","bandit-task","17","416914","0.0-16.0","21265","high"
"11","safe","observe","50","red-73","blue-123","safe","risky","695","bandit-task","18","429964","0.0-17.0","21265","high"
"12","risky","observe","33","red-68","blue-116","safe","risky","2878","bandit-task","19","444398","0.0-18.0","21265","high"
"13","risky","observe","88","red-87","blue-39","safe","risky","763","bandit-task","20","459102","0.0-19.0","21265","high"
"14","risky","observe","43","red-22","blue-109","safe","risky","2304","bandit-task","21","471871","0.0-20.0","21265","high"
"15","risky","observe","57","red-90","blue-126","safe","risky","932","bandit-task","22","484628","0.0-21.0","21265","high"
"16","risky","observe","77","red-58","blue-101","safe","risky","1292","bandit-task","23","492121","0.0-22.0","21265","high"
"17","risky","claim","50","red-51","blue-97","safe","risky","752","bandit-task","24","496733","0.0-23.0","21265","high"
