"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","risky","observe","66","blue-175","red-102","risky","safe","5338","bandit-task","10","989299","0.0-6.0","21418","high"
"1","safe","claim","49","blue-9","red-25","risky","safe","2054","bandit-task","11","995818","0.0-7.0","21418","high"
"2","risky","claim","61","blue-129","red-35","risky","safe","1182","bandit-task","12","1000754","0.0-8.0","21418","high"
"3","safe","observe","49","blue-143","red-199","risky","safe","3006","bandit-task","13","1008570","0.0-9.0","21418","high"
"4","safe","claim","48","blue-37","red-87","risky","safe","373","bandit-task","14","1012730","0.0-10.0","21418","high"
"5","risky","claim","26","blue-184","red-5","risky","safe","639","bandit-task","15","1016850","0.0-11.0","21418","high"
"6","risky","observe","67","blue-89","red-55","risky","safe","421","bandit-task","16","1020426","0.0-12.0","21418","high"
"7","risky","observe","60","blue-22","red-111","risky","safe","446","bandit-task","17","1024938","0.0-13.0","21418","high"
"8","safe","observe","49","blue-43","red-162","risky","safe","1230","bandit-task","18","1032450","0.0-14.0","21418","high"
"9","safe","claim","51","blue-56","red-4","risky","safe","735","bandit-task","19","1037745","0.0-15.0","21418","high"
"10","risky","claim","80","blue-105","red-45","risky","safe","2326","bandit-task","20","1043601","0.0-16.0","21418","high"
"11","risky","claim","15","blue-177","red-50","risky","safe","350","bandit-task","21","1047018","0.0-17.0","21418","high"
"12","risky","observe","72","blue-1","red-180","risky","safe","421","bandit-task","22","1051009","0.0-18.0","21418","high"
"13","risky","observe","74","blue-93","red-34","risky","safe","398","bandit-task","23","1055033","0.0-19.0","21418","high"
"14","safe","observe","51","blue-64","red-165","risky","safe","494","bandit-task","24","1058697","0.0-20.0","21418","high"
"15","risky","claim","34","blue-12","red-120","risky","safe","406","bandit-task","25","1062393","0.0-21.0","21418","high"
"16","risky","claim","40","blue-47","red-171","risky","safe","670","bandit-task","26","1066257","0.0-22.0","21418","high"
"17","risky","claim","71","blue-44","red-10","risky","safe","622","bandit-task","27","1069832","0.0-23.0","21418","high"
"18","risky","claim","63","blue-136","red-19","risky","safe","589","bandit-task","28","1073624","0.0-24.0","21418","high"
"19","safe","observe","47","blue-107","red-21","risky","safe","854","bandit-task","29","1077841","0.0-25.0","21418","high"
"20","risky","observe","24","blue-182","red-62","risky","safe","350","bandit-task","30","1081497","0.0-26.0","21418","high"
"21","safe","claim","50","blue-109","red-127","risky","safe","878","bandit-task","31","1085865","0.0-27.0","21418","high"
"22","risky","claim","28","blue-13","red-23","risky","safe","574","bandit-task","32","1089496","0.0-28.0","21418","high"
