"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","safe","observe","50","blue-141","red-92","safe","risky","1578","bandit-task","7","292416","0.0-6.0","20504","high"
"1","safe","claim","50","blue-159","red-202","safe","risky","938","bandit-task","8","305137","0.0-7.0","20504","high"
"2","risky","claim","24","blue-152","red-154","safe","risky","1616","bandit-task","9","310594","0.0-8.0","20504","high"
"3","safe","observe","49","blue-175","red-77","safe","risky","2395","bandit-task","10","317060","0.0-9.0","20504","high"
"4","safe","claim","50","blue-160","red-114","safe","risky","4025","bandit-task","11","325616","0.0-10.0","20504","high"
"5","safe","observe","50","blue-177","red-143","safe","risky","1203","bandit-task","12","332370","0.0-11.0","20504","high"
"6","risky","claim","81","blue-183","red-67","safe","risky","1312","bandit-task","13","338420","0.0-12.0","20504","high"
"7","safe","claim","50","blue-79","red-104","safe","risky","1353","bandit-task","14","344779","0.0-13.0","20504","high"
"8","safe","claim","49","blue-90","red-156","safe","risky","1149","bandit-task","15","350852","0.0-14.0","20504","high"
"9","risky","claim","23","blue-10","red-51","safe","risky","1284","bandit-task","16","356977","0.0-15.0","20504","high"
"10","safe","claim","50","blue-97","red-162","safe","risky","1065","bandit-task","17","362584","0.0-16.0","20504","high"
"11","safe","claim","49","blue-75","red-161","safe","risky","570","bandit-task","18","366783","0.0-17.0","20504","high"
"12","safe","claim","49","blue-100","red-173","safe","risky","627","bandit-task","19","371615","0.0-18.0","20504","high"
"13","risky","claim","61","blue-13","red-170","safe","risky","569","bandit-task","20","375899","0.0-19.0","20504","high"
"14","safe","claim","50","blue-150","red-166","safe","risky","663","bandit-task","21","380101","0.0-20.0","20504","high"
"15","risky","claim","21","blue-22","red-88","safe","risky","677","bandit-task","22","384927","0.0-21.0","20504","high"
"16","safe","claim","49","blue-102","red-188","safe","risky","829","bandit-task","23","389908","0.0-22.0","20504","high"
"17","risky","claim","66","blue-41","red-134","safe","risky","706","bandit-task","24","394102","0.0-23.0","20504","high"
"18","safe","claim","48","blue-58","red-25","safe","risky","591","bandit-task","25","398485","0.0-24.0","20504","high"
"19","safe","claim","51","blue-76","red-63","safe","risky","27240","bandit-task","26","430096","0.0-25.0","20504","high"
"20","safe","claim","51","blue-96","red-93","safe","risky","1166","bandit-task","27","436206","0.0-26.0","20504","high"
"21","risky","observe","16","blue-123","red-106","safe","risky","1030","bandit-task","28","441966","0.0-27.0","20504","high"
"22","safe","claim","50","blue-4","red-139","safe","risky","1031","bandit-task","29","447837","0.0-28.0","20504","high"
"23","safe","claim","51","blue-194","red-1","safe","risky","1077","bandit-task","30","453595","0.0-29.0","20504","high"
"24","safe","claim","50","blue-163","red-140","safe","risky","1262","bandit-task","31","459976","0.0-30.0","20504","high"
"25","safe","claim","50","blue-24","red-61","safe","risky","1112","bandit-task","32","465965","0.0-31.0","20504","high"
"26","safe","claim","51","blue-132","red-59","safe","risky","1069","bandit-task","33","472730","0.0-32.0","20504","high"
"27","safe","claim","49","blue-99","red-108","safe","risky","1117","bandit-task","34","478799","0.0-33.0","20504","high"
"28","safe","claim","52","blue-91","red-186","safe","risky","1023","bandit-task","35","484856","0.0-34.0","20504","high"
"29","risky","claim","62","blue-145","red-117","safe","risky","1090","bandit-task","36","492464","0.0-35.0","20504","high"
"30","risky","claim","67","blue-112","red-32","safe","risky","1229","bandit-task","37","498636","0.0-36.0","20504","high"
"31","risky","claim","29","blue-94","red-11","safe","risky","1416","bandit-task","38","505078","0.0-37.0","20504","high"
"32","risky","claim","86","blue-137","red-53","safe","risky","1161","bandit-task","39","511790","0.0-38.0","20504","high"
"33","safe","claim","50","blue-103","red-71","safe","risky","1414","bandit-task","40","518161","0.0-39.0","20504","high"
"34","safe","claim","51","blue-54","red-2","safe","risky","1367","bandit-task","41","524451","0.0-40.0","20504","high"
"35","safe","claim","50","blue-80","red-83","safe","risky","1107","bandit-task","42","530616","0.0-41.0","20504","high"
