"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","risky","observe","70","blue-68","red-38","risky","safe","5201","bandit-task","13","264488","0.0-6.0","21488","high"
"1","risky","claim","71","blue-140","red-87","risky","safe","761","bandit-task","14","269285","0.0-7.0","21488","high"
"2","safe","claim","50","blue-65","red-63","risky","safe","689","bandit-task","15","273968","0.0-8.0","21488","high"
"3","safe","claim","48","blue-162","red-166","risky","safe","481","bandit-task","16","283073","0.0-9.0","21488","high"
"4","risky","claim","47","blue-189","red-4","risky","safe","397","bandit-task","17","287395","0.0-10.0","21488","high"
"5","risky","claim","53","blue-127","red-56","risky","safe","548","bandit-task","18","303858","0.0-11.0","21488","high"
"6","risky","claim","28","blue-187","red-185","risky","safe","704","bandit-task","19","308589","0.0-12.0","21488","high"
"7","risky","claim","43","blue-160","red-58","risky","safe","883","bandit-task","20","313712","0.0-13.0","21488","high"
"8","risky","claim","21","blue-149","red-145","risky","safe","511","bandit-task","21","318104","0.0-14.0","21488","high"
"9","risky","claim","21","blue-1","red-27","risky","safe","554","bandit-task","22","322641","0.0-15.0","21488","high"
"10","safe","claim","51","blue-13","red-104","risky","safe","875","bandit-task","23","327971","0.0-16.0","21488","high"
"11","risky","claim","26","blue-165","red-152","risky","safe","719","bandit-task","24","332378","0.0-17.0","21488","high"
"12","safe","claim","49","blue-82","red-102","risky","safe","560","bandit-task","25","342899","0.0-18.0","21488","high"
"13","risky","claim","32","blue-101","red-161","risky","safe","616","bandit-task","26","351191","0.0-19.0","21488","high"
"14","safe","claim","49","blue-108","red-200","risky","safe","584","bandit-task","27","357086","0.0-20.0","21488","high"
"15","risky","claim","32","blue-177","red-116","risky","safe","561","bandit-task","28","361788","0.0-21.0","21488","high"
"16","safe","claim","50","blue-67","red-24","risky","safe","467","bandit-task","29","366425","0.0-22.0","21488","high"
"17","safe","claim","50","blue-74","red-188","risky","safe","592","bandit-task","30","374154","0.0-23.0","21488","high"
"18","risky","claim","69","blue-119","red-18","risky","safe","542","bandit-task","31","378165","0.0-24.0","21488","high"
"19","risky","claim","23","blue-191","red-37","risky","safe","769","bandit-task","32","382632","0.0-25.0","21488","high"
"20","safe","claim","50","blue-118","red-128","risky","safe","568","bandit-task","33","388074","0.0-26.0","21488","high"
"21","risky","claim","27","blue-175","red-15","risky","safe","645","bandit-task","34","393098","0.0-27.0","21488","high"
"22","safe","claim","49","blue-115","red-150","risky","safe","585","bandit-task","35","397308","0.0-28.0","21488","high"
"23","risky","claim","25","blue-42","red-49","risky","safe","496","bandit-task","36","403652","0.0-29.0","21488","high"
