"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","risky","observe","16","blue-144","red-173","safe","risky","4114","bandit-task","7","160298","0.0-6.0","20920","high"
"1","safe","observe","48","blue-90","red-70","safe","risky","2298","bandit-task","8","166197","0.0-7.0","20920","high"
"2","safe","observe","50","blue-108","red-111","safe","risky","2180","bandit-task","9","171792","0.0-8.0","20920","high"
"3","safe","observe","50","blue-98","red-159","safe","risky","931","bandit-task","10","176132","0.0-9.0","20920","high"
"4","safe","observe","50","blue-7","red-45","safe","risky","1398","bandit-task","11","181106","0.0-10.0","20920","high"
"5","risky","observe","38","blue-86","red-202","safe","risky","731","bandit-task","12","185267","0.0-11.0","20920","high"
"6","risky","observe","39","blue-57","red-49","safe","risky","972","bandit-task","13","189712","0.0-12.0","20920","high"
"7","safe","observe","49","blue-172","red-95","safe","risky","754","bandit-task","14","193834","0.0-13.0","20920","high"
"8","safe","claim","50","blue-178","red-157","safe","risky","551","bandit-task","15","198832","0.0-14.0","20920","high"
"9","safe","observe","49","blue-53","red-154","safe","risky","584","bandit-task","16","203453","0.0-15.0","20920","high"
"10","safe","claim","49","blue-126","red-179","safe","risky","608","bandit-task","17","208918","0.0-16.0","20920","high"
"11","safe","claim","50","blue-35","red-84","safe","risky","583","bandit-task","18","213015","0.0-17.0","20920","high"
"12","safe","claim","50","blue-42","red-63","safe","risky","519","bandit-task","19","216982","0.0-18.0","20920","high"
"13","safe","claim","50","blue-73","red-29","safe","risky","722","bandit-task","20","221378","0.0-19.0","20920","high"
"14","safe","claim","50","blue-65","red-87","safe","risky","517","bandit-task","21","261869","0.0-20.0","20920","high"
"15","safe","claim","50","blue-135","red-148","safe","risky","1006","bandit-task","22","266691","0.0-21.0","20920","high"
"16","safe","observe","50","blue-163","red-203","safe","risky","713","bandit-task","23","270994","0.0-22.0","20920","high"
"17","safe","claim","51","blue-75","red-200","safe","risky","512","bandit-task","24","275265","0.0-23.0","20920","high"
"18","safe","claim","51","blue-85","red-137","safe","risky","532","bandit-task","25","279207","0.0-24.0","20920","high"
"19","safe","claim","51","blue-68","red-12","safe","risky","506","bandit-task","26","284010","0.0-25.0","20920","high"
"20","risky","observe","60","blue-16","red-169","safe","risky","661","bandit-task","27","288146","0.0-26.0","20920","high"
"21","risky","observe","32","blue-41","red-166","safe","risky","584","bandit-task","28","292611","0.0-27.0","20920","high"
"22","risky","observe","81","blue-187","red-145","safe","risky","827","bandit-task","29","296652","0.0-28.0","20920","high"
"23","risky","claim","52","blue-74","red-129","safe","risky","544","bandit-task","30","300621","0.0-29.0","20920","high"
"24","risky","claim","65","blue-174","red-52","safe","risky","520","bandit-task","31","304490","0.0-30.0","20920","high"
"25","risky","claim","69","blue-92","red-153","safe","risky","521","bandit-task","32","308208","0.0-31.0","20920","high"
"26","risky","claim","78","blue-94","red-132","safe","risky","528","bandit-task","33","312024","0.0-32.0","20920","high"
"27","risky","claim","73","blue-105","red-78","safe","risky","600","bandit-task","34","316129","0.0-33.0","20920","high"
"28","risky","claim","28","blue-37","red-176","safe","risky","866","bandit-task","35","320313","0.0-34.0","20920","high"
"29","risky","claim","32","blue-183","red-171","safe","risky","737","bandit-task","36","324434","0.0-35.0","20920","high"
