"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","safe","observe","49","blue-128","red-59","risky","safe","2893","bandit-task","7","125931","0.0-6.0","21398","low"
"1","risky","claim","55","blue-128","red-59","risky","safe","2482","bandit-task","8","132413","0.0-7.0","21398","low"
"2","risky","observe","12","blue-128","red-59","risky","safe","3663","bandit-task","9","139348","0.0-8.0","21398","low"
"3","safe","claim","50","blue-128","red-59","risky","safe","1225","bandit-task","10","144403","0.0-9.0","21398","low"
"4","safe","claim","50","blue-128","red-59","risky","safe","870","bandit-task","11","149738","0.0-10.0","21398","low"
"5","risky","claim","70","blue-128","red-59","risky","safe","1323","bandit-task","12","157525","0.0-11.0","21398","low"
"6","safe","observe","51","blue-128","red-59","risky","safe","504","bandit-task","13","161665","0.0-12.0","21398","low"
"7","safe","claim","51","blue-128","red-59","risky","safe","561","bandit-task","14","166325","0.0-13.0","21398","low"
"8","safe","claim","51","blue-128","red-59","risky","safe","537","bandit-task","15","171048","0.0-14.0","21398","low"
"9","risky","claim","21","blue-128","red-59","risky","safe","682","bandit-task","16","176645","0.0-15.0","21398","low"
"10","safe","claim","49","blue-128","red-59","risky","safe","762","bandit-task","17","181730","0.0-16.0","21398","low"
"11","safe","claim","49","blue-128","red-59","risky","safe","512","bandit-task","18","185871","0.0-17.0","21398","low"
"12","risky","claim","83","blue-128","red-59","risky","safe","466","bandit-task","19","190006","0.0-18.0","21398","low"
"13","risky","claim","77","blue-128","red-59","risky","safe","546","bandit-task","20","194454","0.0-19.0","21398","low"
"14","risky","claim","22","blue-128","red-59","risky","safe","481","bandit-task","21","198702","0.0-20.0","21398","low"
"15","safe","claim","49","blue-128","red-59","risky","safe","422","bandit-task","22","202690","0.0-21.0","21398","low"
"16","safe","claim","49","blue-128","red-59","risky","safe","466","bandit-task","23","207009","0.0-22.0","21398","low"
"17","safe","claim","50","blue-128","red-59","risky","safe","416","bandit-task","24","211297","0.0-23.0","21398","low"
"18","risky","claim","31","blue-128","red-59","risky","safe","470","bandit-task","25","215221","0.0-24.0","21398","low"
"19","risky","claim","59","blue-128","red-59","risky","safe","577","bandit-task","26","219492","0.0-25.0","21398","low"
"20","safe","claim","50","blue-128","red-59","risky","safe","512","bandit-task","27","223885","0.0-26.0","21398","low"
"21","safe","claim","49","blue-128","red-59","risky","safe","416","bandit-task","28","227987","0.0-27.0","21398","low"
"22","safe","claim","52","blue-128","red-59","risky","safe","416","bandit-task","29","232404","0.0-28.0","21398","low"
"23","safe","claim","50","blue-128","red-59","risky","safe","409","bandit-task","30","236224","0.0-29.0","21398","low"
"24","safe","claim","51","blue-128","red-59","risky","safe","430","bandit-task","31","240446","0.0-30.0","21398","low"
"25","safe","claim","49","blue-128","red-59","risky","safe","400","bandit-task","32","245153","0.0-31.0","21398","low"
"26","risky","claim","68","blue-128","red-59","risky","safe","595","bandit-task","33","249102","0.0-32.0","21398","low"
"27","safe","claim","50","blue-128","red-59","risky","safe","471","bandit-task","34","253301","0.0-33.0","21398","low"
"28","safe","claim","49","blue-128","red-59","risky","safe","360","bandit-task","35","258016","0.0-34.0","21398","low"
"29","safe","claim","49","blue-128","red-59","risky","safe","285","bandit-task","36","262465","0.0-35.0","21398","low"
"30","safe","claim","50","blue-128","red-59","risky","safe","383","bandit-task","37","266551","0.0-36.0","21398","low"
